"HBID","dti_dtitk_jhutract_tr_atr_l","dti_dtitk_jhutract_tr_atr_r","dti_dtitk_jhutract_tr_cst_l","dti_dtitk_jhutract_tr_cst_r","dti_dtitk_jhutract_tr_cgc_l","dti_dtitk_jhutract_tr_cgc_r","dti_dtitk_jhutract_tr_cgh_l","dti_dtitk_jhutract_tr_cgh_r","dti_dtitk_jhutract_tr_forceps_mjor","dti_dtitk_jhutract_tr_forceps_minor","dti_dtitk_jhutract_tr_ifo_l","dti_dtitk_jhutract_tr_ifo_r","dti_dtitk_jhutract_tr_ilf_l","dti_dtitk_jhutract_tr_ilf_r","dti_dtitk_jhutract_tr_slf_l","dti_dtitk_jhutract_tr_slf_r","dti_dtitk_jhutract_tr_uf_l","dti_dtitk_jhutract_tr_uf_r"
4048970886,,,,,,,,,,,,,,,,,,
736403761,2.23627,2.29684,2.15871,2.08373,2.1514,2.17411,2.2289,2.0899,2.24648,2.31384,2.26405,2.3171,2.26845,2.17515,2.14494,2.13699,2.30684,2.49412
1936497723,2.24548,2.27473,2.00443,2.06631,2.08085,2.12118,2.278,2.06695,2.35681,2.28564,2.22982,2.19473,2.19018,2.11693,2.16313,2.10696,2.32418,2.44318
2384422190,2.10329,2.15509,2.02965,2.00724,2.06417,2.06833,2.27235,2.22292,2.18766,2.22203,2.16437,2.13537,2.14106,2.09668,2.14669,2.0873,2.26514,2.26669
1741592442,2.29221,2.29465,2.16128,2.11486,2.30958,2.32543,2.50091,2.45139,2.57253,2.3879,2.40917,2.37472,2.37784,2.35029,2.29316,2.28442,2.42707,2.54101
1272551363,2.11253,2.20308,2.10091,2.05025,2.11801,2.17513,2.18814,2.07632,2.27258,2.23376,2.19261,2.20013,2.16574,2.09176,2.15087,2.12936,2.21985,2.34112
3662226335,2.02735,2.21075,1.98451,1.98603,2.00444,2.00566,2.16644,2.05955,2.35293,2.14484,2.10148,2.11981,2.07815,2.03258,2.09668,2.02181,2.17038,2.24016
1658836829,2.16095,2.19673,2.02792,2.01298,2.13395,2.11776,2.31817,2.25609,2.32269,2.20531,2.20652,2.20558,2.1345,2.13766,2.16102,2.08431,2.30567,2.3431
952442887,2.16302,2.28964,2.01081,2.02574,2.03662,2.12245,2.27147,2.08217,2.51059,2.16696,2.17894,2.22638,2.16018,2.07358,2.16262,2.14001,2.28739,2.29552
2340232743,2.08313,2.16024,1.93029,1.90323,1.97807,1.96717,2.23842,2.06134,2.47167,2.08511,2.12413,2.10981,2.10279,1.9815,2.07811,2.01816,2.07711,2.14777
475499569,2.28142,2.3428,2.12737,2.11768,2.16276,2.19726,2.35498,2.21943,2.47985,2.32168,2.29443,2.30577,2.24958,2.20387,2.28013,2.22417,2.40204,2.45267
315553716,,,,,,,,,,,,,,,,,,
2551366300,2.16792,2.27322,2.07054,2.06614,2.11345,2.15913,2.304,2.18873,2.29434,2.24743,2.20973,2.14476,2.19194,2.0629,2.14577,2.10886,2.30457,2.33443
977345856,2.24202,2.33386,2.03705,2.03566,2.20756,2.17198,2.19111,2.24916,2.63962,2.2719,2.2703,2.23703,2.21989,2.23429,2.23968,2.17866,2.27946,2.29242
2466228451,2.17221,2.19036,2.0401,2.04735,2.14313,2.20702,2.15746,2.17736,2.47214,2.34073,2.23795,2.21835,2.18585,2.12875,2.14493,2.21588,2.25445,2.31524
1899074459,2.10348,2.22424,2.03704,2.06416,2.11649,2.11021,2.2969,2.18925,2.28419,2.30276,2.20798,2.22177,2.1037,2.03129,2.137,2.11562,2.22307,2.37004
4268390862,2.16632,2.29466,1.98669,2.00597,2.03443,2.09218,2.44034,2.29917,2.51008,2.19431,2.23711,2.19444,2.1381,2.06912,2.10337,2.14597,2.14717,2.27272
3722870452,2.19823,2.41355,2.03189,2.07319,2.10958,2.18525,2.44524,2.32448,2.42872,2.3025,2.22168,2.26677,2.21967,2.18851,2.19851,2.17782,2.40925,2.36866
3505838725,2.10922,2.17573,1.99884,2.02693,2.10991,2.17652,2.14752,2.10374,2.3398,2.1826,2.18408,2.13098,2.18466,2.1464,2.18244,2.08628,2.27389,2.3424
3853870420,,,,,,,,,,,,,,,,,,
3077416342,2.24379,2.3077,2.051,2.0792,2.1976,2.2419,2.41957,2.1832,2.31455,2.32987,2.30346,2.32591,2.23766,2.27218,2.26404,2.18149,2.31345,2.337
660646030,2.1338,2.24952,1.9653,1.91735,2.05892,2.02164,2.20366,1.99407,2.72036,2.1064,2.11498,2.13502,2.09702,1.95332,2.09264,1.98754,2.80581,2.20321
1694921530,2.29115,2.33803,2.18768,2.14964,2.27125,2.25589,2.35649,2.29319,2.33041,2.29648,2.31438,2.30582,2.25065,2.21013,2.28035,2.2632,2.37188,2.43857
3405165411,2.13305,2.26608,2.04415,2.04017,2.15631,2.19988,2.29018,2.25766,2.31685,2.2693,2.19209,2.20484,2.20734,2.16446,2.19629,2.07295,2.29313,2.43152
3161428794,2.25243,2.35325,2.12498,2.12153,2.26719,2.30312,2.31916,2.27131,2.24324,2.33033,2.32484,2.29695,2.27921,2.23468,2.30245,2.29367,2.35315,2.44108
1716517963,2.14925,2.21603,2.04684,2.07653,2.14386,2.21263,2.3206,2.19467,2.40034,2.05834,2.14109,2.14203,2.18304,2.09843,2.23112,2.19363,2.19396,2.14569
2029441378,2.19508,2.29736,2.09878,2.08073,2.11979,2.15155,2.25194,2.12053,2.36769,2.32012,2.27555,2.2286,2.23755,2.15845,2.1926,2.14515,2.35916,2.47219
3078714725,2.09449,2.19291,2.00165,2.00064,1.96171,1.94035,2.08315,2.08789,2.135,2.17847,2.08976,2.11692,2.03131,1.99738,2.04143,1.93221,2.22544,2.32192
155856501,2.25246,2.29841,2.07187,2.07303,2.09397,2.14738,2.35072,2.1871,2.32318,2.24025,2.23978,2.20308,2.20164,2.12932,2.182,2.1278,2.30876,2.35895
3150626060,2.25211,2.26897,2.05531,2.06766,2.32198,2.29625,2.30965,2.19246,2.27812,2.28174,2.26708,2.2534,2.20002,2.20253,2.22771,2.24559,2.36708,2.37441
3378156296,,,,,,,,,,,,,,,,,,
1334962949,2.22551,2.32571,2.021,2.0361,2.18519,2.19275,2.23884,2.32258,2.248,2.3715,2.25784,2.21016,2.2258,2.15217,2.21543,2.20056,2.27407,2.36604
1013350182,2.13827,2.22628,2.03059,2.08175,2.06746,2.0636,2.21476,2.29648,2.30642,2.19431,2.11942,2.14476,2.09462,2.06229,2.16724,2.10232,2.26163,2.24231
1775369738,2.10784,2.18878,2.01103,2.00412,2.04082,2.05148,2.2699,2.18563,2.18418,2.19705,2.12999,2.10095,2.05339,2.00172,2.08797,2.02206,2.24118,2.44312
2114912609,2.30226,2.34042,2.19207,2.1656,2.3335,2.32298,2.38459,2.34709,2.23413,2.34849,2.28926,2.26026,2.29315,2.21038,2.36436,2.36263,2.28158,2.39667
960088962,2.24325,2.34583,2.03041,2.0476,2.16134,2.18908,2.47567,2.3067,2.26618,2.31421,2.30037,2.2379,2.19998,2.13467,2.14933,2.18468,2.30669,2.43681
860791324,2.1364,2.26741,1.95434,2.01118,2.00933,2.01523,2.13972,2.03057,2.23999,2.26978,2.23612,2.25305,2.12525,2.10151,2.12956,2.02807,2.26481,2.27366
3997533799,2.1904,2.28922,2.03443,2.02006,2.17768,2.20524,2.3977,2.13023,2.34828,2.24642,2.21447,2.20948,2.13619,2.01884,2.17106,2.03477,2.28482,2.44121
324878277,2.1053,2.27823,1.92384,1.94147,2.01793,2.04346,2.35594,2.04389,2.27301,2.26786,2.198,2.23334,2.11604,2.12933,2.04963,1.99263,2.14901,2.32044
1330125813,2.14877,2.2585,1.97238,2.02124,2.04406,2.07548,2.16218,2.08039,2.46734,2.25549,2.17859,2.1721,2.09439,2.01726,2.13081,2.10614,2.18796,2.22257
2543614856,2.09568,2.16718,2.02798,2.02128,2.05945,2.04959,2.28799,2.10921,2.22823,2.19161,2.16342,2.13395,2.16693,2.13149,2.12324,1.96116,2.25992,2.34089
245707134,1.99236,2.16117,1.9229,1.92846,1.98968,1.95366,2.13993,2.09182,2.27148,2.14574,2.05876,2.0759,1.96972,1.93294,2.01048,2.00381,2.15002,2.2893
705612809,2.22616,2.2982,2.07105,2.05817,2.14365,2.2161,2.31832,2.17334,2.29341,2.27214,2.24765,2.22662,2.2123,2.10871,2.18588,2.0945,2.35987,2.30095
627700762,2.16183,2.28335,2.05814,2.01981,2.06572,2.1036,2.32167,2.27723,2.49184,2.24224,2.20071,2.22714,2.18138,2.0985,2.14278,2.07976,2.2109,2.29372
3777454664,2.30566,2.29261,2.15019,2.14461,2.26872,2.26957,2.34981,2.44117,2.52076,2.37795,2.4196,2.31355,2.36182,2.23613,2.28937,2.2363,2.44334,2.45321
190462137,2.20483,2.31765,2.03,2.06332,2.21958,2.19662,2.54627,2.27738,2.53086,2.27297,2.29936,2.3134,2.29748,2.27108,2.23978,2.18876,2.25079,2.32466
3945734525,,,,,,,,,,,,,,,,,,
3610239235,2.16812,2.14885,1.93645,1.98684,2.11547,2.12176,2.24718,2.1945,2.2318,2.23855,2.13415,2.14984,2.08709,2.08432,2.10819,2.10354,2.18941,2.45374
4232908175,,,,,,,,,,,,,,,,,,
1411593832,2.25879,2.25461,2.10693,2.16755,2.22255,2.20347,2.43433,2.43199,2.21066,2.31128,2.29591,2.2973,2.24172,2.24813,2.23277,2.23838,2.3152,2.32212
3997720855,2.25203,2.28025,2.13567,2.1763,2.21823,2.25363,2.38908,2.26143,2.4097,2.29585,2.27828,2.25135,2.25329,2.23939,2.26978,2.23345,2.3054,2.44345
2792628487,2.28739,2.36266,2.03485,2.04224,2.15843,2.22269,2.35216,2.20529,2.51423,2.24748,2.27702,2.23927,2.26386,2.13167,2.20232,2.14806,2.28763,2.36215
2375289141,2.22013,2.30807,2.10456,2.07488,2.17499,2.12326,2.32086,2.25634,2.61358,2.36612,2.31058,2.28068,2.25959,2.25623,2.33763,2.2297,2.38129,2.2822
3285570897,2.22226,2.34393,1.9988,2.02671,2.23542,2.255,2.29475,2.11742,2.39881,2.36178,2.28605,2.28026,2.17047,2.19703,2.18043,2.14887,2.281,2.29299
2951920612,2.16249,2.20642,2.06424,2.0172,2.06849,2.16055,2.46966,2.14935,2.37222,2.29625,2.2126,2.13992,2.14805,2.03081,2.15892,2.09209,2.33983,2.27624
1974557849,2.27024,2.41189,2.00597,2.0936,2.1854,2.14911,2.40447,2.28999,2.36204,2.38071,2.32211,2.32724,2.30004,2.24742,2.21862,2.15876,2.38499,2.38892
3784269419,2.11574,2.26081,2.02526,2.05897,2.08375,2.11989,2.3065,2.17795,2.32752,2.2385,2.19951,2.28192,2.16102,2.18147,2.10113,2.09159,2.1853,2.31594
2785789631,2.3013,2.44923,2.09692,2.09711,2.2469,2.31722,2.43975,2.34812,2.47243,2.37063,2.31557,2.30365,2.25226,2.21294,2.27299,2.2183,2.34091,2.4727
4013183307,2.09949,2.19528,1.96339,2.01323,2.00157,1.95626,2.2992,2.24614,2.16137,2.15271,2.15336,2.14372,2.11541,2.07243,2.08735,2.0381,2.19395,2.3395
1926820202,2.0759,2.25896,1.95962,1.98791,2.05409,2.11317,2.29031,2.15203,2.23839,2.18625,2.16351,2.18728,2.23466,2.1571,2.07479,2.02366,2.20399,2.22168
3910614691,2.11345,2.239,2.02937,2.01024,2.02955,2.034,2.06114,1.93891,2.73289,2.24193,2.21387,2.21408,2.11764,2.10048,2.16137,2.13307,2.16999,2.22453
2367781772,2.16446,2.17848,2.02521,2.04675,2.04445,2.09055,2.34717,2.16884,2.47504,2.21722,2.12151,2.18994,2.05184,2.0538,2.17702,2.14955,2.192,2.28966
1078778984,2.20197,2.24705,1.96439,1.99257,2.08718,2.10474,2.27154,2.13369,2.22822,2.21265,2.19627,2.14691,2.16266,2.08257,2.16777,2.05635,2.37588,2.47501
2620237605,2.12806,2.1422,1.93453,1.96886,1.99413,2.07732,2.1569,2.18228,2.26963,2.19588,2.18694,2.15288,2.13116,2.04268,2.11884,2.03739,2.23551,2.30632
2187354851,2.10922,2.12528,1.94325,1.95513,2.09111,2.07716,2.30473,2.14431,2.17218,2.16127,2.15494,2.10115,2.13922,2.017,2.09947,2.0204,2.1667,2.20814
141902367,2.14981,2.22699,1.99128,2.01314,2.04913,2.05418,2.38828,2.19508,2.6294,2.26004,2.16647,2.16528,2.19272,2.14484,2.09523,2.00918,2.28864,2.29178
1950521985,2.37263,2.3509,2.12155,2.03137,2.34276,2.30122,2.20177,2.15246,2.31421,2.37698,2.32741,2.29233,2.21386,2.15586,2.22584,2.27937,2.39255,2.45356
1283616526,2.24572,2.24728,2.0044,2.03995,2.19196,2.08536,2.46926,2.28733,2.50689,2.3208,2.26253,2.26762,2.29122,2.22309,2.2142,2.19658,2.40964,2.51587
2030796090,2.13549,2.24854,2.02765,2.03187,2.13109,2.15837,2.40912,1.92605,2.46432,2.3796,2.21309,2.28456,2.23933,2.19534,2.1269,2.14159,2.27176,2.3723
1216795300,2.13483,2.20348,1.99593,1.94562,2.05776,2.08844,2.26301,2.16034,2.37992,2.2553,2.27676,2.24101,2.20212,2.06753,2.15077,2.06124,2.3051,2.31965
3316812616,2.1871,2.22267,2.02789,2.09086,2.23179,2.22582,2.32581,2.24932,2.69858,2.2666,2.24813,2.19237,2.16703,2.13053,2.17177,2.16139,2.28004,2.3836
170684800,2.20681,2.34464,2.06741,2.01852,2.17214,2.23334,2.47199,2.18818,2.36056,2.27666,2.27946,2.21643,2.22507,2.10723,2.30065,2.19292,2.3653,2.32997
1746577983,2.11805,2.19473,1.89783,1.96635,2.0154,1.95832,2.09479,1.98351,2.23736,2.14217,2.12579,2.13949,2.10364,2.05802,2.08829,1.99375,2.20523,2.3132
3753298451,2.2209,2.45095,2.13977,2.1986,2.03636,2.15417,2.46762,2.36357,2.88536,2.50279,2.41733,2.2658,2.30292,2.25725,2.21017,1.95888,2.25631,2.61687
3701011948,2.2522,2.29186,2.0836,2.07927,2.2849,2.26044,2.37385,2.22033,2.24308,2.362,2.28965,2.20845,2.25185,2.13402,2.25535,2.19515,2.2873,2.32881
3281293927,2.10062,2.19565,2.07707,2.09113,2.05592,2.05518,2.24017,2.26853,2.2711,2.22872,2.19542,2.17761,2.1881,2.15302,2.13366,2.0802,2.25359,2.22563
565961005,2.21962,2.26636,2.04948,2.00162,2.16597,2.16682,2.20329,2.18496,2.26196,2.23254,2.24671,2.18959,2.17111,2.11518,2.14708,2.12219,2.33174,2.32183
3230458721,2.11918,2.22404,2.01802,2.04014,2.0577,2.06205,2.16353,2.19245,2.34865,2.31983,2.23566,2.26196,2.15603,2.1648,2.11924,2.00869,2.32427,2.38278
3908338605,,,,,,,,,,,,,,,,,,
889529844,,,,,,,,,,,,,,,,,,
2666519826,2.16683,2.29902,2.09943,2.00541,2.08695,2.15509,2.12869,2.10975,2.27494,2.17895,2.21249,2.22877,2.15806,2.12153,2.22,2.09873,2.28041,2.40005
3101682723,2.18871,2.25458,2.06536,2.12199,2.1947,2.24498,2.3282,2.20873,2.28647,2.28467,2.24197,2.21571,2.26533,2.1675,2.2227,2.2451,2.3244,2.46929
3964071883,2.18047,2.26758,2.03073,2.0285,2.1223,2.07607,2.23083,2.14018,2.40811,2.26492,2.2347,2.20355,2.15744,2.09558,2.2109,2.09157,2.33186,2.32109
4056247111,2.1702,2.2643,2.03439,1.99932,2.11085,2.14559,2.31933,2.29581,2.45301,2.23714,2.21877,2.25052,2.19998,2.21051,2.13435,2.08402,2.25189,2.27556
3713451277,2.19001,2.44886,2.07547,1.98974,2.17049,2.20172,2.43789,2.31133,2.47598,2.48808,2.32534,2.28631,2.26094,2.1879,2.23905,2.13956,2.30669,2.36235
2991386801,2.11819,2.19549,2.03235,2.06679,2.07181,2.06795,2.33049,2.14501,2.61395,2.21046,2.08944,2.09725,2.05375,1.99261,2.06943,1.99258,2.24962,2.20418
1627833025,,,,,,,,,,,,,,,,,,
378968257,2.21479,2.40984,2.01084,2.07904,2.08559,2.14757,2.20652,2.23925,2.22424,2.22639,2.17778,2.18404,2.10438,2.11032,2.18704,2.06856,2.2147,2.40677
1847147974,2.19798,2.29938,2.00313,1.99124,2.10398,2.14395,2.14541,2.08589,2.19016,2.29164,2.21668,2.19652,2.14017,2.11846,2.14342,2.08268,2.23527,2.42288
414751203,,,,,,,,,,,,,,,,,,
3213048437,2.20886,2.2536,2.07749,2.0332,2.17812,2.26323,2.60319,2.40871,2.2893,2.31326,2.31397,2.27779,2.30248,2.2936,2.27552,2.25568,2.32585,2.45434
835969082,2.22217,2.27031,2.00004,2.08639,2.11424,2.15066,2.35978,2.24027,2.57615,2.28351,2.15764,2.175,2.13618,2.06588,2.15559,2.18475,2.2961,2.28246
4073524189,2.18546,2.23444,1.97656,1.92992,2.10009,2.13703,2.1105,2.13105,2.1419,2.26633,2.16461,2.13155,2.12643,2.05428,2.11538,2.0528,2.24979,2.294
3139494501,2.11685,2.08566,1.94483,1.9822,2.01893,2.0328,2.16234,2.13511,2.24303,2.12882,2.08237,2.04839,2.04144,2.10284,2.05616,2.01368,2.11954,2.21255
3116412956,2.1363,2.1572,2.05379,2.03415,2.17155,2.26121,2.3623,2.21118,2.48069,2.24621,2.16934,2.17975,2.1479,2.0622,2.18434,2.12358,2.2986,2.37967
4167803284,2.2032,2.27899,2.1276,2.1203,2.14206,2.1676,2.4411,2.24548,2.32222,2.2858,2.24899,2.24968,2.2614,2.16356,2.20719,2.12806,2.30795,2.36333
2860471559,2.04159,2.1435,1.91793,1.93885,1.99499,2.03753,2.23503,2.16645,2.11854,2.22268,2.13251,2.15388,2.10458,2.12026,2.02978,1.97191,2.18682,2.34414
2416957439,2.26109,2.36786,1.97493,1.917,2.1543,2.16498,2.281,2.05663,2.36666,2.27317,2.26382,2.24178,2.23718,2.14999,2.30815,2.11436,2.29992,2.35235
3343888877,2.10229,2.16458,1.99626,2.01942,2.01758,2.05352,2.19634,2.33103,2.20023,2.22172,2.14946,2.18403,2.12292,2.10973,2.10744,2.00234,2.17614,2.26035
932610828,2.13735,2.30707,2.02935,2.00308,2.06917,2.02496,2.35426,2.04835,2.65932,2.27331,2.18613,2.21018,2.17928,2.11492,2.20072,2.11398,2.23962,2.29878
2064889136,2.14533,2.19564,1.90967,1.95008,2.14093,2.13414,2.12207,2.02759,2.27094,2.24293,2.21178,2.19067,2.1068,2.12157,2.14657,2.06626,2.28626,2.33846
3396578954,2.11543,2.23639,1.96578,1.94867,1.99741,1.99936,2.14237,2.05001,2.24707,2.21444,2.21395,2.1801,2.15491,2.05968,2.10851,1.95574,2.26617,2.23975
2055790389,2.22887,2.29814,2.10192,2.10544,2.14207,2.18303,2.38565,2.25046,2.6284,2.28082,2.23079,2.23445,2.21962,2.07612,2.16085,2.15173,2.37867,2.35308
3300521925,2.31226,2.41937,2.13111,2.09562,2.26011,2.27708,2.45077,2.28423,2.30127,2.41697,2.35303,2.26706,2.28005,2.22069,2.41353,2.33264,2.34833,2.32623
1499957125,2.28429,2.34973,2.11288,2.11123,2.21077,2.28152,2.26367,2.2893,2.42002,2.40068,2.31198,2.32292,2.31756,2.26604,2.26699,2.2663,2.38855,2.44022
3961542630,2.22993,2.28702,2.12042,2.09102,2.18999,2.24207,2.31305,2.26905,2.24374,2.29882,2.2275,2.23412,2.19488,2.1919,2.2357,2.23084,2.28809,2.40548
2784534345,2.26353,2.44381,2.01277,2.0614,2.2187,2.24492,2.40909,2.14992,2.44859,2.43771,2.37936,2.33903,2.28788,2.18539,2.25834,2.19583,2.29371,2.48784
2618149238,2.13632,2.14134,1.9613,1.96627,2.22304,2.14062,2.32846,2.24769,2.22136,2.23035,2.12549,2.0958,2.17925,2.03439,2.13107,1.99647,2.43853,2.45502
968056540,2.20421,2.27615,2.03933,2.03631,2.16704,2.21288,2.35323,2.22281,2.2262,2.26275,2.26215,2.26696,2.1376,2.16613,2.21602,2.16642,2.20138,2.29383
879667685,2.2143,2.28173,2.06092,2.0889,2.21473,2.24378,2.33727,2.32566,2.30587,2.27765,2.25975,2.23015,2.25689,2.18153,2.2972,2.26948,2.29307,2.43841
3797453058,2.17181,2.22005,2.07913,2.04435,2.10634,2.16454,2.25183,2.22823,2.24994,2.235,2.1901,2.18108,2.16793,2.10864,2.21072,2.12195,2.28125,2.2984
3911552755,2.13236,2.17325,1.93728,1.95849,2.02947,1.99015,2.23279,2.0423,2.23359,2.17875,2.16414,2.13964,2.0833,2.00068,2.01238,1.95884,2.19302,2.30066
2701393076,,,,,,,,,,,,,,,,,,
2774266468,2.15415,2.34743,2.01039,2.05546,1.97691,1.9947,2.28396,2.21018,2.63335,2.1547,2.14247,2.217,2.13111,2.11127,2.1205,2.05523,2.19439,2.24863
2445703356,2.24477,2.31603,2.06183,2.05905,2.25159,2.25115,2.42857,2.26544,2.33043,2.3365,2.31707,2.28225,2.26065,2.21525,2.2215,2.13858,2.37186,2.35625
820829528,2.02605,2.07534,1.78962,1.98631,2.34315,2.00296,2.35329,2.12253,3.32111,2.1312,2.11684,2.04791,2.14599,1.98067,2.21325,2.20737,2.05892,2.04571
1584609768,2.09495,2.16293,1.93581,1.96025,2.10521,2.11184,2.233,2.02493,2.11309,2.20686,2.16448,2.13714,2.08839,2.06376,2.11453,2.06632,2.11313,2.32743
4133451029,2.21174,2.19136,1.95142,1.96182,2.13603,2.06512,2.26371,2.13337,2.46079,2.22563,2.20024,2.17766,2.14847,2.0828,2.10537,2.0583,2.23931,2.40565
301860700,2.20659,2.30721,2.11245,2.08302,2.25585,2.36263,2.28968,2.24634,2.27361,2.26319,2.23774,2.22378,2.25082,2.18061,2.25198,2.22774,2.32329,2.46369
627978437,2.24072,2.2864,2.04098,2.09077,2.20227,2.20858,2.32987,2.24847,2.39129,2.4676,2.34873,2.33639,2.34279,2.29532,2.23929,2.18263,2.41741,2.46123
1879177404,2.15597,2.18551,2.03059,1.98144,2.14929,2.16989,2.20997,2.06051,2.0734,2.24055,2.1662,2.11571,2.09443,1.99557,2.14223,2.10895,2.23038,2.43387
1305940140,,,,,,,,,,,,,,,,,,
2280071386,,,,,,,,,,,,,,,,,,
2762211357,2.23507,2.36575,2.07073,2.06024,2.15145,2.17659,2.40542,2.15561,2.59019,2.25062,2.27396,2.30279,2.17988,2.16023,2.15408,2.10648,2.21594,2.30014
3459106211,2.19084,2.24152,2.08774,2.09127,2.16778,2.17755,2.34432,2.21613,2.34699,2.28795,2.21001,2.22245,2.17649,2.11934,2.16443,2.14253,2.31869,2.27772
261135184,2.32461,2.4784,2.05039,2.06729,2.12586,2.11001,2.38347,2.61773,3.25514,2.26893,2.2943,2.2919,2.19559,2.11646,2.23501,2.20605,2.32475,2.31188
4275589568,2.18834,2.27679,1.98381,1.98205,2.13414,2.13751,2.28909,2.11943,2.37377,2.26976,2.25585,2.27355,2.23158,2.16054,2.15554,2.00792,2.47659,2.42609
1195129143,2.24051,2.22278,2.03262,1.99816,2.23727,2.21633,2.25474,2.14909,2.5169,2.31315,2.31707,2.26817,2.31452,2.16796,2.23135,2.22165,2.47453,2.34839
626798752,2.20344,2.20994,1.98486,1.9785,2.22197,2.14876,2.35842,2.26199,2.14978,2.29966,2.19096,2.15366,2.16919,2.08275,2.08859,2.0498,2.35057,2.33239
1707160021,2.2525,2.35349,2.05756,2.11071,2.19646,2.21856,2.43411,2.15668,2.31485,2.33519,2.22561,2.26619,2.20819,2.12297,2.1681,2.13957,2.3036,2.38451
3043757599,2.24084,2.22328,2.07035,2.07346,2.11262,2.04005,2.39604,2.18018,2.35104,2.24446,2.29656,2.26214,2.26431,2.16492,2.21716,2.1983,2.47717,2.46161
3820022053,2.089,2.19644,2.02678,2.01966,2.06881,2.05398,2.23184,2.13549,2.27475,2.21494,2.19894,2.21384,2.17431,2.09493,2.11534,2.03498,2.25006,2.30313
3419659452,2.04425,2.217,1.94042,1.97515,1.96237,2.00078,2.20516,2.02407,2.32956,2.21507,2.14492,2.12906,2.09694,1.99864,2.0831,1.99347,2.16832,2.28113
3298482749,1.97623,2.10444,1.94048,2.03554,1.99199,2.0393,2.30303,2.22812,2.35014,2.16495,2.11647,2.12589,2.09797,1.91887,2.05951,2.03581,2.23963,2.16116
4071319025,2.29286,2.37224,2.16129,2.10999,2.28931,2.30585,2.29367,2.20044,2.21743,2.43131,2.31047,2.26798,2.26516,2.23621,2.28466,2.22673,2.30827,2.38612
3007270215,2.18621,2.33523,2.00515,2.04074,2.08151,2.15202,2.33512,2.27882,2.15912,2.36562,2.21122,2.23037,2.11827,2.12999,2.15871,2.11907,2.26859,2.32067
2050407883,2.20591,2.27509,2.09916,2.10037,2.11978,2.13032,2.24183,2.12492,2.29713,2.31266,2.27198,2.24988,2.2469,2.10683,2.17261,2.06633,2.29954,2.42784
2984999206,2.10784,2.25398,1.95881,2.0264,2.05328,2.06067,2.22982,2.1529,2.43396,2.33493,2.17204,2.22708,2.10522,2.08812,2.08682,2.12263,2.21464,2.34126
3487040174,2.23476,2.30922,2.10312,2.08804,2.20813,2.19769,2.44838,2.35119,3.1999,2.25192,2.24113,2.31722,2.21756,2.192,2.24013,2.20149,2.28727,2.42821
3701371148,2.19339,2.25074,2.10712,2.13621,2.15919,2.16439,2.38438,2.22688,2.229,2.23333,2.18547,2.22059,2.16589,2.15212,2.12259,2.16642,2.26537,2.32368
3379875334,2.28547,2.31276,2.13141,2.09066,2.29651,2.20669,2.32149,2.30729,2.49845,2.28516,2.25332,2.26634,2.22353,2.15409,2.30757,2.25884,2.33373,2.31349
1503682327,,,,,,,,,,,,,,,,,,
3927946187,2.08718,2.16485,1.94108,1.98667,2.12621,2.14313,2.14467,2.20704,2.40583,2.23716,2.12788,2.1399,2.03507,2.03648,2.12749,2.12952,2.18045,2.27264
1057439583,2.03356,2.13983,1.88594,1.8611,2.06423,2.09385,2.23842,1.86456,2.24885,2.16651,2.13501,2.09825,2.05405,1.92906,2.09629,1.99993,2.23196,2.29198
1393624765,2.01909,2.14587,1.95696,1.96453,2.01102,1.99925,2.17744,2.1752,2.49504,2.14581,2.09706,2.11882,2.0333,1.98047,2.0466,1.96595,2.20721,2.26902
1023978174,2.1311,2.16902,2.03579,2.02521,2.03118,2.01397,2.26406,2.0978,2.70719,2.16178,2.15249,2.13104,2.08808,2.0425,2.07956,2.05603,2.24376,2.25005
1054114481,2.06091,2.16896,1.97545,2.04704,2.04251,2.0918,2.4059,2.11723,2.2836,2.21986,2.12333,2.15023,2.09648,2.10494,2.12326,2.05352,2.21465,2.26489
2955522669,2.09064,2.15155,1.98174,2.01752,2.12373,2.16163,2.16107,2.15459,2.2327,2.17974,2.14824,2.16022,2.13174,2.09038,2.10052,2.08346,2.2931,2.3045
1329609672,2.21928,2.26916,2.03676,2.07805,2.15793,2.13198,2.28073,2.16674,2.28756,2.27128,2.20827,2.20177,2.18095,2.12981,2.12653,2.04503,2.28604,2.35362
3431975276,2.16386,2.23268,2.03574,2.03952,2.1346,2.10198,2.30853,2.19379,2.36154,2.27729,2.24433,2.14219,2.20668,2.08743,2.13587,2.11772,2.30954,2.26343
1985012461,2.28042,2.30527,2.06683,2.05637,2.22364,2.33439,2.34899,2.26823,2.24554,2.36951,2.24742,2.27556,2.2184,2.21684,2.32235,2.28278,2.31667,2.40925
2314119300,2.1956,2.26643,2.09492,2.05881,2.07278,2.18813,2.37099,2.11196,2.41634,2.24326,2.18028,2.18026,2.18755,2.07757,2.17248,2.14156,2.23967,2.27991
2217150377,2.10752,2.20942,1.87814,1.88269,1.87841,1.94527,2.03465,1.92762,2.19394,2.11752,2.11241,2.12816,1.98738,1.90781,2.01507,1.95055,2.24931,2.21413
3591272618,2.29486,2.32101,2.08445,2.12842,2.2544,2.23935,2.28228,2.18398,2.24821,2.29262,2.31154,2.28195,2.21948,2.21141,2.2733,2.20751,2.34269,2.3782
