"HBID","dti_dtitk_jhutract_tr_atr_l","dti_dtitk_jhutract_tr_atr_r","dti_dtitk_jhutract_tr_cst_l","dti_dtitk_jhutract_tr_cst_r","dti_dtitk_jhutract_tr_cgc_l","dti_dtitk_jhutract_tr_cgc_r","dti_dtitk_jhutract_tr_cgh_l","dti_dtitk_jhutract_tr_cgh_r","dti_dtitk_jhutract_tr_forceps_mjor","dti_dtitk_jhutract_tr_forceps_minor","dti_dtitk_jhutract_tr_ifo_l","dti_dtitk_jhutract_tr_ifo_r","dti_dtitk_jhutract_tr_ilf_l","dti_dtitk_jhutract_tr_ilf_r","dti_dtitk_jhutract_tr_slf_l","dti_dtitk_jhutract_tr_slf_r","dti_dtitk_jhutract_tr_uf_l","dti_dtitk_jhutract_tr_uf_r"
772098352,,,,,,,,,,,,,,,,,,
2884763258,2.25768,2.29982,2.0644,1.98488,2.14409,2.22096,2.31005,2.11032,2.24232,2.35016,2.28279,2.2666,2.25368,2.2158,2.20868,2.1148,2.40648,2.35009
4160517112,2.11048,2.2174,1.95997,1.96301,2.01243,1.99296,2.21851,1.92312,2.29547,2.1604,2.15314,2.13953,2.1114,2.03727,2.06466,2.05405,2.22504,2.26257
417786512,2.10016,2.17902,1.95888,1.96076,2.00933,2.03774,2.25335,2.13918,2.24177,2.21673,2.2099,2.14071,2.1341,2.05096,2.10033,2.0432,2.22217,2.20362
1231403496,2.19545,2.26767,2.07154,2.05546,2.16668,2.19044,2.36042,2.21816,2.21783,2.32247,2.30388,2.26506,2.25424,2.21406,2.26256,2.24942,2.31879,2.40359
3251930350,2.20486,2.26557,2.05728,2.0534,2.27947,2.31496,2.44752,2.16032,2.48806,2.43084,2.28207,2.2753,2.22894,2.21006,2.22829,2.26418,2.23614,2.30805
62812540,2.19796,2.29161,2.00157,2.00951,2.15632,2.16905,2.27279,2.18475,2.26912,2.27009,2.23203,2.25088,2.22793,2.18801,2.17488,2.17905,2.36268,2.48264
2697616890,2.01205,2.11777,1.92351,1.9686,1.97423,1.92475,2.19785,1.95492,2.35206,2.19985,2.09889,2.13548,2.04697,2.0307,2.02111,1.9573,2.22719,2.34514
672797871,2.1564,2.28347,2.00855,2.00079,2.13551,2.13814,2.49092,2.48397,3.52528,2.25547,2.18417,2.27408,2.12849,2.06308,2.14222,2.10531,2.23884,2.2836
1245408661,2.13507,2.24102,2.04757,2.01339,2.09605,2.114,2.26504,2.17384,2.29554,2.2033,2.11973,2.1437,2.10473,2.0819,2.1547,2.01751,2.18764,2.26384
683316265,2.2856,2.32959,2.13797,2.08438,2.35806,2.27066,2.39566,2.30863,2.41852,2.41426,2.30587,2.3043,2.24271,2.20377,2.23551,2.24448,2.38656,2.48913
3695252733,2.13633,2.24836,2.00717,2.02325,2.06896,2.05693,2.27673,2.13635,2.33369,2.22592,2.19971,2.18056,2.1395,2.09594,2.15684,2.07992,2.3298,2.33807
427651575,2.21264,2.3425,2.0899,2.06167,2.13782,2.18538,2.26738,2.18035,2.45637,2.42428,2.25703,2.2191,2.18527,2.14388,2.16465,2.07234,2.2603,2.27411
1389948415,2.15406,2.17658,1.97989,2.0036,2.21801,2.06566,2.23359,1.98173,2.39812,2.23927,2.19033,2.15393,2.21204,2.07581,2.11701,2.12865,2.17326,2.34067
3234177273,2.18374,2.2819,2.02166,1.97375,2.16996,2.18496,2.35334,2.23702,2.48453,2.24662,2.18866,2.21232,2.18195,2.09378,2.15656,2.08864,2.34143,2.41312
2550790780,2.11162,2.17537,1.86405,1.88327,2.06476,2.08807,1.93965,2.11199,2.31257,2.26487,2.15076,2.16318,2.09813,2.08261,2.10567,2.06935,2.17245,2.40993
3599993759,2.28799,2.34352,2.1421,2.12192,2.19163,2.26563,2.21005,2.24041,2.2321,2.2941,2.23596,2.24238,2.26964,2.25071,2.22815,2.30451,2.38848,2.4565
3536167672,2.12851,2.24962,2.00551,2.00385,2.06512,2.04393,2.24869,2.29648,2.25524,2.12909,2.14325,2.17699,2.07724,1.97977,2.09419,2.06871,2.3212,2.3338
1915090417,2.21709,2.27828,2.11689,2.14207,2.19678,2.17777,2.33203,2.31059,2.34424,2.38246,2.37933,2.36709,2.32327,2.25203,2.26791,2.25095,2.33853,2.42845
2133865934,2.19224,2.28648,2.01945,2.03986,2.12651,2.10563,2.33325,2.05411,2.3632,2.22657,2.2351,2.22373,2.1795,2.12445,2.16105,2.08056,2.28719,2.24266
4249418769,2.20974,2.38113,1.97881,2.02857,2.07069,2.11824,2.04043,2.09656,2.51256,2.32238,2.24145,2.31594,2.16844,2.18772,2.11973,2.13079,2.38263,2.44389
831071906,2.1564,2.39655,1.96487,1.97233,2.07046,2.1328,2.25667,1.98666,3.31778,2.35192,2.30157,2.34918,2.2663,2.22712,2.29458,2.22475,2.29698,2.37375
3062344511,2.19587,2.2614,1.99011,2.00443,2.03969,2.01522,2.06395,2.11121,2.41139,2.2788,2.20412,2.15852,2.11057,2.08816,2.07891,2.0171,2.26541,2.27983
1186470488,2.07433,2.13663,1.95643,2.02029,2.11271,2.09326,2.19335,2.10632,2.22848,2.20301,2.11521,2.1374,2.04985,2.03096,2.01621,1.99739,2.1522,2.25545
3880166308,,,,,,,,,,,,,,,,,,
3905380380,2.15507,2.30963,1.96163,1.98662,2.15318,2.17842,2.35455,2.30774,2.387,2.24688,2.27227,2.22599,2.18268,2.11098,2.17431,2.10267,2.3183,2.33552
941043079,,,,,,,,,,,,,,,,,,
2935035080,2.08932,2.35226,1.90968,1.98433,2.15913,2.053,2.40755,2.30855,2.197,2.12278,2.25056,2.12179,2.34969,2.08257,2.14391,2.07587,2.12999,2.22781
596848865,2.14787,2.29498,1.93829,1.96601,2.12853,2.19199,2.16187,2.10037,2.75184,2.23183,2.20082,2.20841,2.04697,2.08589,2.17881,2.09922,2.23091,2.37015
605721493,2.11253,2.24226,1.93447,1.966,2.17577,2.18955,2.18794,2.07837,2.18027,2.29626,2.20106,2.15659,2.07221,1.99901,2.087,2.119,2.31105,2.36989
2355037963,2.17929,2.30779,2.08179,2.083,2.1546,2.16853,2.3191,2.10642,2.2989,2.31773,2.25567,2.21851,2.21592,2.16185,2.24926,2.20994,2.30929,2.30728
4054937618,2.23969,2.258,2.01195,2.0029,2.17723,2.15196,2.25268,2.1093,2.34983,2.32362,2.22989,2.2162,2.16164,2.11726,2.15246,2.11693,2.2658,2.45286
4272508926,2.19026,2.32016,2.09759,2.07761,2.28913,2.30527,2.2699,2.16254,2.16955,2.37249,2.29024,2.26747,2.24425,2.13311,2.2501,2.18052,2.48715,2.39009
1175331633,2.06659,2.28172,1.89968,1.86757,1.98591,2.01986,1.98776,1.81551,2.08351,2.20927,2.04171,2.06264,2.01297,1.86714,2.05769,1.91418,2.28466,2.18316
794331966,2.20957,2.31775,2.06448,2.01655,2.19432,2.19485,2.35053,2.09945,2.2649,2.31613,2.30126,2.22646,2.28502,2.17486,2.25699,2.2713,2.43199,2.46556
2198495092,2.2099,2.2723,1.93726,2.03721,2.21263,2.12288,2.24089,2.18015,2.24293,2.34364,2.29748,2.32984,2.24906,2.23357,2.17995,2.18132,2.35925,2.4262
3507791328,2.09936,2.20024,2.07762,2.0362,2.13324,2.06531,2.07398,2.05468,2.22699,2.21018,2.1609,2.16196,2.03669,2.01283,2.10749,2.06173,2.21143,2.23321
1469529412,2.01849,2.11449,1.93937,1.91218,2.04291,2.01127,2.10448,1.83822,2.27787,2.28039,2.14844,2.12404,2.09168,1.9947,2.07116,1.99547,2.19249,2.15733
902659520,2.1037,2.15558,1.9764,1.969,2.02001,1.99912,2.30109,2.09963,2.34091,2.22177,2.16394,2.11909,2.112,2.00271,2.16802,2.07962,2.24254,2.26966
1335797480,2.17416,2.23554,1.99922,2.03313,2.08069,2.20293,2.27167,2.31041,2.31295,2.31248,2.22718,2.21737,2.17762,2.15461,2.09541,2.095,2.26476,2.29851
3294049933,2.15833,2.24903,1.97557,1.99458,2.1836,2.14122,2.18814,2.1465,2.20182,2.30998,2.1584,2.21311,2.12483,2.07917,2.11877,2.11994,2.34998,2.40077
2030451549,1.98247,2.13083,1.86658,1.91708,1.99198,2.02987,2.09831,1.84664,2.43835,2.12702,2.07537,2.05394,2.04021,1.94356,2.08197,2.05168,2.10583,2.1303
286041599,2.09727,2.20731,1.93036,1.95088,2.04344,2.08561,2.32977,2.14083,2.22414,2.23087,2.18154,2.1649,2.20821,2.10558,2.13038,2.01677,2.35991,2.39601
1865552346,2.22153,2.27398,1.96924,2.01871,2.09593,2.14389,2.25832,2.17312,2.32676,2.23653,2.20379,2.20639,2.13515,2.11356,2.13989,2.08599,2.29222,2.28462
3150136596,2.14848,2.1837,2.0279,2.03671,2.12517,2.17205,2.23214,2.15024,2.45519,2.29643,2.28579,2.28316,2.27228,2.21954,2.21247,2.218,2.27846,2.33857
1211564352,2.09087,2.06089,2.01585,2.04424,2.12349,2.14956,2.23543,2.03185,2.32366,2.17778,2.17997,2.18356,2.18364,2.10688,2.1251,2.09037,2.33496,2.34725
864054604,2.01667,2.15858,1.89141,1.88084,1.95521,1.97645,2.13654,2.2172,2.21377,2.21764,2.15667,2.18753,2.1855,2.14579,2.09038,2.11658,2.14953,2.1817
2647074597,2.28062,2.30023,2.03671,2.03511,2.17966,2.17634,2.29227,2.06203,2.44267,2.31634,2.22121,2.22403,2.18453,2.06283,2.16994,2.11646,2.36033,2.41874
4126518553,,,,,,,,,,,,,,,,,,
2176106208,2.23509,2.34342,2.02306,2.0301,2.16102,2.20327,2.32051,2.14547,2.58974,2.3257,2.32218,2.29528,2.25647,2.19394,2.29835,2.22263,2.31405,2.45832
1641190195,2.10597,2.18795,2.00465,2.0535,2.06854,1.88805,2.44076,2.24018,2.5142,2.14585,2.18458,2.12096,2.20378,2.11212,2.14026,2.04723,2.25698,2.12834
1668916995,2.12825,2.2256,1.92349,1.96306,2.04572,2.13874,2.23592,2.07988,2.25789,2.24113,2.25173,2.18775,2.13843,2.17606,2.15226,2.12841,2.28441,2.41513
430366261,2.05695,2.11445,1.94628,1.89001,1.91308,1.8954,2.03668,2.01148,2.226,2.11929,2.1412,2.10891,1.97996,1.96042,2.0514,1.95971,2.11495,2.21376
845781133,,,,,,,,,,,,,,,,,,
1948125981,2.21333,2.34178,2.02168,2.06964,2.15644,2.23072,2.19207,2.18714,2.42556,2.33814,2.30353,2.28508,2.26648,2.18369,2.19151,2.07551,2.35729,2.32483
277875052,2.19316,2.21067,1.97986,2.02197,2.18899,2.13569,2.10538,2.10916,2.28296,2.32432,2.18503,2.19207,2.10061,2.13518,2.18122,2.09035,2.26935,2.32689
818816018,2.07367,2.11505,1.96136,1.91057,2.02461,2.0774,2.17088,2.12934,2.09671,2.22455,2.15199,2.16581,2.15293,2.08578,2.08931,2.07234,2.22528,2.24337
1263392204,2.19679,2.30302,2.08722,2.06558,2.14822,2.09731,2.39275,2.19812,2.24256,2.2507,2.24054,2.24879,2.19357,2.08514,2.24203,2.16404,2.36864,2.40834
2839224673,2.20072,2.29619,2.01049,2.00037,2.13144,2.15395,2.34194,2.1359,2.44129,2.35745,2.34163,2.35437,2.30548,2.26552,2.26446,2.27146,2.37594,2.51224
2059643452,2.12382,2.22022,2.00387,1.99772,2.07895,2.12669,2.31093,2.09899,2.38792,2.32913,2.22331,2.18365,2.17617,2.05738,2.18734,2.11006,2.26685,2.36235
1079476191,2.08876,2.25172,2.00168,1.9882,2.00047,2.10763,2.07327,1.99392,2.66043,2.27431,2.18654,2.17871,2.12921,2.11758,2.17578,2.00006,2.18708,2.29495
511136589,2.12695,2.16677,2.07084,2.04166,2.04443,2.05391,2.33458,2.33135,2.27454,2.21058,2.16956,2.15122,2.11003,2.06041,2.06526,2.02551,2.30606,2.27587
2437012068,,,,,,,,,,,,,,,,,,
3452155618,2.19758,2.24331,1.97756,1.93543,2.17432,2.13822,2.29275,2.14045,2.33448,2.2978,2.16831,2.16729,2.13741,2.06127,2.16479,2.13187,2.32057,2.27229
4103742929,2.18717,2.26118,2.00711,2.01471,2.20741,2.16887,2.31015,2.20334,2.34391,2.29199,2.26955,2.26607,2.2274,2.1595,2.20556,2.08721,2.35994,2.44153
2675055112,2.08574,2.30086,1.88124,1.92874,1.95017,2.07261,2.19996,2.0915,2.41747,2.26846,2.22825,2.16059,2.05818,1.98187,2.10561,1.92572,2.15657,2.38804
901390161,2.05976,2.12541,1.98506,1.98117,2.03144,2.05356,2.29126,2.10321,2.17185,2.19383,2.13922,2.16255,2.1191,2.03037,2.08812,2.05329,2.14196,2.25727
847405446,2.19725,2.28167,2.05365,2.0601,2.13893,2.17383,2.29571,2.22808,2.4471,2.32567,2.28409,2.24993,2.28078,2.22967,2.27478,2.22034,2.28363,2.32706
3583217738,2.08936,2.14138,1.89447,1.88368,2.02063,1.98526,2.14271,2.10265,2.24374,2.21085,2.13643,2.1314,2.06967,2.02531,2.00486,1.8983,2.25701,2.21914
206017156,,,,,,,,,,,,,,,,,,
1834326432,2.14609,2.16617,2.03399,2.04473,2.17086,2.15421,2.31092,2.21547,2.46097,2.28118,2.23207,2.15653,2.14314,2.09924,2.20507,2.08968,2.26168,2.35516
3368350517,2.27034,2.42938,2.09489,2.06831,2.10457,2.18081,2.17293,2.19523,2.36813,2.26149,2.23318,2.22675,2.1194,2.09392,2.16777,2.12171,2.29914,2.52286
224359375,2.14243,2.19574,2.04308,2.03303,2.08318,2.0806,2.26094,2.16034,2.2672,2.21787,2.19397,2.10203,2.13427,2.02613,2.14817,2.10727,2.41981,2.36296
2429436801,2.23234,2.28004,2.06509,2.11653,2.20092,2.26968,2.34839,2.19022,2.45837,2.34675,2.24841,2.22918,2.21161,2.11993,2.24042,2.21396,2.34498,2.43549
1369564593,2.17764,2.26298,2.02259,1.95312,2.10813,2.12244,2.31684,2.17275,2.25899,2.25964,2.15293,2.13772,2.12789,2.0011,2.13983,2.08135,2.26474,2.33541
3843615920,2.30487,2.38456,2.13532,2.1262,2.28847,2.31668,2.44795,2.31296,2.31647,2.4735,2.37751,2.33932,2.32334,2.25419,2.35128,2.37231,2.42435,2.37532
1913743796,2.10317,2.17832,1.96683,1.96485,2.09906,2.08905,2.21303,2.16959,2.15977,2.1331,2.14972,2.12796,2.10304,2.00228,2.12553,2.02724,2.24158,2.24838
2931308155,2.17842,2.21613,2.01924,2.01413,2.11163,2.15686,2.17979,2.14896,2.24541,2.17659,2.16769,2.20137,2.20892,2.21958,2.14158,2.0871,2.20697,2.32385
3156288602,2.13223,2.18334,1.96036,1.8784,2.02228,2.02882,2.21735,2.01963,2.13378,2.17466,2.12116,2.07711,2.11234,2.01986,2.03127,1.919,2.282,2.23496
532408862,2.18036,2.23621,1.98813,1.9414,2.15978,2.1315,2.28674,2.03831,2.3191,2.33571,2.26411,2.29139,2.19212,2.17136,2.18135,2.16833,2.29299,2.38208
3559378372,,,,,,,,,,,,,,,,,,
1333772540,2.13865,2.22477,1.99167,1.97871,2.14426,2.13342,2.25987,2.18131,2.15515,2.21237,2.19108,2.20537,2.2085,2.13952,2.22745,2.12752,2.29139,2.4086
3429281445,2.12894,2.19808,2.01688,2.00708,1.95504,2.02693,2.23089,2.14532,2.33783,2.21499,2.14938,2.15014,2.11173,2.08717,2.0702,1.99173,2.247,2.30907
2153534428,2.22355,2.23531,1.98038,2.01736,2.1414,2.14434,2.38096,2.12945,2.31151,2.30835,2.23107,2.22092,2.17798,2.15407,2.17121,2.12717,2.3303,2.40584
3481366119,2.23745,2.31064,2.07494,1.97698,2.24617,2.22554,2.56892,2.25363,2.3554,2.3622,2.28929,2.26803,2.2858,2.21443,2.20711,2.09483,2.41903,2.38921
691079181,2.17994,2.23493,1.98024,2.06148,2.20627,2.23493,2.13764,2.15997,2.14764,2.27901,2.19205,2.21058,2.15753,2.14284,2.1905,2.2202,2.28823,2.37365
2713567056,2.18217,2.25431,2.05944,2.04033,2.21894,2.12755,2.28493,2.19875,2.59122,2.36281,2.27854,2.23656,2.20684,2.1424,2.22739,2.20026,2.3143,2.41204
728650873,2.14897,2.24132,1.90362,1.87068,1.94848,1.94825,2.06383,1.78664,2.5346,2.22713,2.176,2.14538,2.03877,1.96925,2.07289,1.92624,2.23053,2.36848
1922800547,2.06667,2.13959,1.94373,1.99695,1.89695,2.01734,2.26339,2.06733,2.80664,2.10324,2.10813,2.13179,2.00524,2.00241,2.04388,2.00331,2.12139,2.30731
1720607876,2.19617,2.35281,2.06511,2.09024,2.11881,2.14833,2.25392,2.23416,2.42632,2.37263,2.26676,2.22262,2.17778,2.14928,2.20231,2.12948,2.24258,2.36638
3153872665,2.11565,2.18932,2.02378,2.01135,2.12323,2.11121,2.39624,2.24348,2.34497,2.34183,2.22121,2.21988,2.15907,2.16915,2.17821,2.10465,2.20059,2.43371
2940487649,2.15263,2.23237,1.95506,1.99085,2.21288,2.18242,2.42822,1.98709,2.29802,2.29315,2.20597,2.21792,2.13382,2.0715,2.186,2.16688,2.33426,2.36724
3740823181,2.20893,2.3177,2.07967,2.04827,2.25286,2.28373,2.45644,2.21997,2.46944,2.36737,2.24399,2.23632,2.25962,2.13507,2.2519,2.20906,2.1835,2.38018
1976937659,2.23269,2.36137,2.08214,2.04592,2.14609,2.19648,2.18811,2.22415,2.29083,2.29379,2.27999,2.23614,2.2039,2.12594,2.15299,2.14962,2.30321,2.43839
249493606,2.21154,2.29708,2.128,2.10287,2.26514,2.31144,2.44102,2.25802,2.4448,2.43123,2.3468,2.34806,2.2952,2.24233,2.29914,2.22522,2.34811,2.34384
911646031,2.24207,2.40847,2.1039,2.11303,2.16769,2.2102,2.47367,2.32527,2.29561,2.32219,2.23687,2.25218,2.25546,2.20406,2.1775,2.03628,2.366,2.46214
2246798909,2.15085,2.23825,2.02914,2.03077,2.07412,2.12194,2.21871,2.2154,2.38032,2.256,2.2192,2.26565,2.16719,2.14316,2.12428,2.0388,2.33655,2.43274
2728934339,2.07839,2.20669,2.02155,2.00289,2.00984,2.0353,2.18941,1.94417,2.49526,2.20995,2.16103,2.16166,2.09459,2.01167,2.17943,2.12429,2.18804,2.26078
3687313938,2.23953,2.47677,2.01218,1.98117,2.18165,1.92921,2.40612,1.91114,3.39664,2.3987,2.23465,2.2889,2.24993,2.02386,2.14708,2.10459,2.19453,2.51578
1612308939,2.19198,2.30443,2.07394,2.05798,2.16518,2.13852,2.29417,2.18637,2.3891,2.28957,2.18511,2.20153,2.16799,2.14021,2.1168,2.07625,2.29099,2.50299
470226133,2.03338,2.01201,1.82768,1.85039,1.9038,1.92469,2.16398,2.03099,2.08432,2.15909,2.1171,2.0514,2.08041,1.94831,1.99646,1.92122,2.2107,2.28477
2992501050,2.26366,2.30962,2.01324,2.06883,2.22169,2.16962,2.32032,2.2048,2.29953,2.35278,2.28674,2.25817,2.20687,2.17396,2.14579,2.12744,2.40855,2.34445
1404794179,2.10388,2.19726,1.97513,2.018,2.09673,2.09058,2.29721,2.19128,2.33655,2.23988,2.16692,2.17515,2.13498,2.08831,2.11241,2.0783,2.16469,2.23897
3058390504,2.18451,2.24258,2.0642,2.08207,2.14121,2.09776,2.31644,2.22316,2.38572,2.2701,2.1954,2.20635,2.13125,2.10593,2.12803,2.09753,2.3044,2.19891
3183375640,2.14662,2.22706,2.04324,2.02081,2.05972,2.10276,2.17729,2.0307,2.76874,2.1565,2.15465,2.17831,2.0655,2.04947,2.12785,2.07905,2.24163,2.29839
205407253,2.17636,2.23229,2.09045,2.08894,2.0844,2.2002,2.30525,2.27096,2.2899,2.32,2.20803,2.15745,2.2571,2.13404,2.19934,2.12759,2.32257,2.51143
3107779654,2.22467,2.31077,2.00559,2.03985,2.15982,2.14477,2.27051,2.1441,2.21343,2.26614,2.24439,2.17245,2.1974,2.07604,2.15816,2.1654,2.28496,2.32518
3103018779,2.1821,2.18609,2.04462,2.00481,2.1314,2.1015,2.09836,2.13388,2.29721,2.30519,2.22727,2.19839,2.19251,2.11135,2.15446,2.09924,2.37936,2.43158
620946215,2.32216,2.30887,2.12136,2.13019,2.25155,2.25373,2.28803,2.23764,2.43624,2.39014,2.34779,2.29788,2.38482,2.25476,2.33184,2.21197,2.42969,2.49105
1274830805,2.20229,2.2703,1.98498,1.98931,2.1251,2.04567,2.31957,2.0739,2.27796,2.195,2.25086,2.19997,2.21395,2.08968,2.15167,2.076,2.26851,2.14478
101080559,2.3555,2.47753,2.05557,2.11032,2.28624,2.32275,2.40654,2.36991,2.23971,2.48374,2.3307,2.36566,2.28277,2.20069,2.29851,2.31931,2.46577,2.49406
2722252643,,,,,,,,,,,,,,,,,,
602649051,2.16906,2.32616,2.01693,2.03356,2.15761,2.14007,2.31282,2.20789,2.26598,2.24703,2.26731,2.24095,2.28578,2.1803,2.17947,2.17548,2.37673,2.40143
2020568713,2.12138,2.15369,2.11796,2.12834,1.78995,1.97751,2.51155,2.23948,2.43882,2.1338,2.17982,2.16571,2.09407,2.04985,2.05896,2.0956,2.50081,2.51881
1802386323,,,,,,,,,,,,,,,,,,
838827258,2.23861,2.26822,2.04854,2.03955,2.17,2.20034,2.27477,2.35105,2.33892,2.37344,2.29504,2.23172,2.2196,2.16321,2.23348,2.17066,2.2971,2.4108
2024240178,2.14,2.19327,1.96874,1.94071,2.08518,2.07122,2.24847,1.98281,2.37215,2.2136,2.1572,2.186,2.10034,2.07239,2.10085,1.96718,2.26325,2.29575
553653600,2.12488,2.22375,2.02679,2.00648,2.13954,2.06327,2.2929,2.14685,2.49612,2.26619,2.19705,2.2208,2.13213,2.09115,2.17734,2.13545,2.23785,2.43673
3595884738,2.14917,2.22907,2.04335,2.01478,2.14074,2.11421,2.30692,2.06864,2.26706,2.27513,2.20505,2.19064,2.14612,2.09958,2.16992,2.07442,2.29036,2.4003
2066365761,2.12718,2.33889,1.96874,1.99023,2.07612,2.01911,2.38087,2.17832,2.47363,2.26872,2.20611,2.25543,2.13025,2.15927,2.09412,2.0332,2.25675,2.35944
2635419378,1.95042,2.05635,1.85271,1.83355,1.88552,1.88605,2.11045,1.84628,2.12633,2.15668,2.08331,2.01489,2.0306,1.89377,2.07763,1.96729,1.94882,2.09501
3993697923,2.08533,2.15143,1.89202,1.93163,1.97445,2.05567,2.2432,1.98932,2.34721,2.26292,2.16598,2.18806,2.08822,2.09675,2.02091,2.05425,2.10289,2.2654
3601924967,2.12424,2.29248,1.89568,2.00885,1.9999,2.13646,2.00373,2.06145,2.17119,2.22097,2.23798,2.20709,2.2223,2.06861,2.16625,2.10501,2.28321,2.21877
3689818411,2.04311,2.21374,1.94379,1.9461,1.98379,1.98934,2.08004,2.0197,2.08131,2.22099,2.10075,2.13545,1.97384,2.04137,2.08607,1.96414,2.15136,2.21745
3799253165,2.1938,2.22606,2.01523,2.0427,2.1097,2.14803,2.19682,2.14764,2.31691,2.27705,2.20413,2.20143,2.12843,2.12592,2.19356,2.14175,2.23686,2.30326
2443740038,2.26219,2.33448,2.10233,2.04229,2.23142,2.13681,2.47804,2.2087,2.4761,2.32249,2.33385,2.31224,2.22407,2.22199,2.28365,2.28225,2.35493,2.39833
2080822405,2.11619,2.1713,1.96659,1.92839,1.93946,1.96577,2.34214,1.99106,2.20346,2.10533,2.08072,2.08582,2.03384,1.9676,2.01162,2.00382,2.13395,2.19352
4048854222,,,,,,,,,,,,,,,,,,
403857286,1.77773,1.99626,1.73558,1.73291,1.87696,1.93209,1.98393,1.79543,1.92884,2.09305,2.032,2.02409,1.97894,1.98611,2.02031,1.92861,1.8926,2.09688
84500333,2.2383,2.27535,2.03482,2.04538,2.21531,2.18164,2.30854,2.14992,2.46786,2.33268,2.22626,2.23248,2.23958,2.05864,2.22599,2.21621,2.3432,2.31973
2991471107,2.26096,2.38457,2.09602,2.16944,2.21555,2.26659,2.32997,2.22244,2.20659,2.33686,2.27208,2.24642,2.25442,2.17473,2.22064,2.1613,2.31064,2.42926
2288644243,,,,,,,,,,,,,,,,,,
4283335473,2.0576,2.2126,1.88944,1.961,1.91894,1.97299,2.0525,2.01111,2.12427,2.20041,2.04254,2.07557,1.97092,1.97632,2.02446,1.98118,2.09026,2.28289
867434602,2.16043,2.21515,1.93319,2.00306,1.9841,2.04556,2.24381,2.22151,2.33205,2.26412,2.22119,2.20659,2.08951,2.05217,2.07414,1.98337,2.22035,2.2514
1642960625,2.09781,2.19027,1.89928,1.92801,1.97974,1.92055,2.00917,2.03133,2.23354,2.18675,2.08679,2.08357,1.94562,1.95332,2.00976,1.93279,2.18061,2.19157
3492762761,,,,,,,,,,,,,,,,,,
2839578952,2.24781,2.37086,2.03487,2.04846,2.3098,2.31895,2.32903,2.23192,2.82993,2.52841,2.44763,2.47328,2.43796,2.31444,2.31397,2.33696,2.44584,2.55811
1119666911,2.14125,2.08383,1.92871,1.86271,2.16274,2.1852,2.24754,1.97169,2.26632,2.19614,2.2019,2.07832,2.19643,2.03914,2.16912,2.07674,2.20937,2.15963
277667235,2.24108,2.47102,2.04827,2.01843,2.17171,2.18176,2.32489,2.20628,2.45855,2.32654,2.29748,2.23567,2.27154,2.13145,2.23199,2.15518,2.34989,2.2749
1637311546,2.02671,2.12779,1.93508,1.92332,2.01299,2.0518,2.303,2.16566,2.33797,2.19646,2.12808,2.06653,2.07269,2.06429,2.09479,2.04737,1.97165,2.19775
3700295035,2.20242,2.32072,2.02776,2.05223,2.19588,2.17592,2.27939,2.18906,2.42252,2.26808,2.21925,2.2637,2.16529,2.15965,2.12465,2.13335,2.38382,2.35084
1722450846,2.15808,2.20266,2.04261,2.10004,2.11051,2.14706,2.31274,2.16016,2.33677,2.30422,2.27301,2.27855,2.24179,2.17803,2.2258,2.23477,2.28425,2.40078
1965294588,2.14909,2.23772,2.01964,1.98444,2.14532,2.19932,2.21767,2.23121,2.23349,2.30136,2.23919,2.27264,2.18542,2.16483,2.14668,2.10856,2.36856,2.40163
528046854,2.19193,2.30791,2.00285,2.04998,2.16284,2.23741,2.22234,2.16954,2.48145,2.30974,2.2755,2.21658,2.19562,2.14519,2.18395,2.12424,2.31342,2.31545
2449844839,2.22892,2.3261,2.03086,1.99514,2.24679,2.21909,2.16619,2.10853,2.73157,2.30777,2.31887,2.30653,2.21522,2.16291,2.20658,2.1495,2.33359,2.31083
1797324571,2.32238,2.40144,2.14269,2.14059,2.27841,2.28854,2.25081,2.2713,2.47625,2.39302,2.35989,2.35534,2.29768,2.26989,2.29436,2.30712,2.42597,2.48115
4071668089,2.19262,2.31271,2.06151,2.07872,2.15082,2.28092,2.40313,2.22328,2.44564,2.30754,2.25418,2.27889,2.2598,2.18988,2.2748,2.24644,2.45003,2.49315
1775468815,2.13737,2.29407,2.02049,2.0574,2.05558,2.06501,2.34697,2.08831,2.33447,2.18764,2.22699,2.21364,2.2137,2.16163,2.18136,2.14134,2.19976,2.25605
3550471249,2.20805,2.39987,2.02238,2.01517,1.99018,2.04711,2.33105,2.27905,2.27017,2.28807,2.20418,2.16552,2.1696,2.11568,2.12134,2.02783,2.26881,2.37472
4059957252,2.13927,2.22879,2.01869,2.01048,2.09707,2.14084,2.34708,2.07512,2.44814,2.19928,2.15319,2.1758,2.093,2.03147,2.14252,2.11015,2.25686,2.28976
2981295643,2.18714,2.22378,2.04448,2.09463,2.19396,2.1738,2.49294,2.23366,2.33417,2.31832,2.26097,2.28007,2.3378,2.27629,2.18811,2.16247,2.56329,2.50431
224738126,2.16006,2.21062,2.03931,2.05308,2.03886,2.06611,2.2159,2.15007,2.12365,2.20255,2.16659,2.18862,2.08566,2.01487,2.10466,2.09938,2.28837,2.29614
3689938332,2.10477,2.38439,2.01166,1.98797,2.03852,2.05845,2.28173,2.07526,3.10643,2.17845,2.20819,2.26343,2.15546,2.19583,2.15214,2.04582,2.18784,2.2912
