"HBID","dti_jlf_rd_L_Limbic_Lobe_WM","dti_jlf_rd_L_Insular_Lobe_WM","dti_jlf_rd_L_Frontal_Lobe_WM","dti_jlf_rd_L_Parietal_Lobe_WM","dti_jlf_rd_L_Occipital_Lobe_WM","dti_jlf_rd_L_Temporal_Lobe_WM","dti_jlf_rd_R_Limbic_Lobe_WM","dti_jlf_rd_R_Insular_Lobe_WM","dti_jlf_rd_R_Frontal_Lobe_WM","dti_jlf_rd_R_Parietal_Lobe_WM","dti_jlf_rd_R_Occipital_Lobe_WM","dti_jlf_rd_R_Temporal_Lobe_WM"
3878796358,0.60036,0.55197,0.63755,0.68248,0.70937,0.64785,0.60249,0.55504,0.61958,0.68609,0.69138,0.67851
3805887666,0.56793,0.54448,0.61561,0.62681,0.68239,0.606,0.58458,0.56324,0.61271,0.63864,0.69327,0.60488
3474996073,0.55956,0.53305,0.62015,0.6212,0.69243,0.60801,0.57598,0.52653,0.62019,0.64027,0.65722,0.60781
1609983328,0.61609,0.55873,0.63651,0.68027,0.73276,0.62046,0.61425,0.56839,0.6353,0.66786,0.69615,0.64976
1483323044,0.60684,0.55702,0.66878,0.65714,0.70803,0.64083,0.59449,0.55595,0.66204,0.6693,0.68722,0.64505
3752881451,0.57036,0.52516,0.62901,0.61691,0.60107,0.58288,0.5608,0.53152,0.61542,0.61528,0.60003,0.56227
3706348932,0.55684,0.52651,0.59909,0.59254,0.58835,0.58701,0.5912,0.53086,0.59899,0.6109,0.5701,0.59539
2044629575,0.64487,0.60293,0.70011,0.71118,0.7346,0.67736,0.64945,0.61363,0.69438,0.70735,0.72836,0.69452
424545710,0.64252,0.58968,0.67347,0.68629,0.69952,0.63314,0.65581,0.60522,0.66574,0.71295,0.69342,0.65339
2805801681,0.65857,0.59807,0.65359,0.65827,0.70067,0.59352,0.60312,0.56672,0.63231,0.65823,0.65484,0.59979
4111749669,0.61651,0.56387,0.65094,0.67014,0.71364,0.62452,0.61969,0.56863,0.64418,0.66891,0.68314,0.62689
423331775,0.6092,0.56102,0.64455,0.62582,0.6569,0.61116,0.59031,0.56386,0.6385,0.63747,0.6532,0.62626
1015236212,0.575,0.54298,0.62673,0.62227,0.65814,0.59416,0.57086,0.54274,0.63084,0.62944,0.63596,0.6097
239346697,0.55617,0.53198,0.63456,0.61735,0.671,0.59688,0.56359,0.53821,0.62424,0.63665,0.65871,0.60472
97589379,0.57708,0.57805,0.67201,0.67213,0.65633,0.64005,0.59941,0.56925,0.67222,0.67714,0.66011,0.66355
3345750533,0.55801,0.53733,0.59724,0.60267,0.60415,0.58004,0.55383,0.53697,0.57676,0.6031,0.59419,0.56913
3388075421,0.61819,0.55993,0.6397,0.62485,0.66643,0.59463,0.63199,0.58377,0.63073,0.6396,0.6692,0.60365
4053949537,0.60752,0.58975,0.68759,0.6884,0.70169,0.66112,0.61509,0.5967,0.67619,0.69188,0.68435,0.6538
1796783158,,,,,,,,,,,,
1643882229,0.57271,0.54897,0.62095,0.61897,0.65895,0.59113,0.57685,0.54664,0.60449,0.65439,0.66101,0.58199
1106392949,0.5958,0.58042,0.65324,0.65138,0.67885,0.6318,0.6133,0.57381,0.65658,0.6714,0.68708,0.64768
1358663899,0.63017,0.56593,0.6432,0.66245,0.68747,0.63315,0.63805,0.56189,0.64357,0.67607,0.68178,0.64226
44536020,0.59177,0.53696,0.62668,0.63962,0.64392,0.59237,0.58491,0.53984,0.63449,0.65393,0.64175,0.61899
1366541954,0.59091,0.57749,0.64508,0.66468,0.68899,0.62152,0.59207,0.56513,0.64479,0.70068,0.68551,0.63336
113378483,0.73109,0.65023,0.73062,0.73652,0.80563,0.6948,0.76516,0.65597,0.71049,0.74602,0.8098,0.71894
3958705697,0.57378,0.55741,0.64693,0.62542,0.67357,0.61751,0.57586,0.54972,0.64037,0.65469,0.6647,0.61898
1731224413,0.52602,0.52411,0.59708,0.59551,0.62892,0.5959,0.52939,0.5168,0.59248,0.61159,0.64381,0.58883
3472493685,0.58618,0.55962,0.65058,0.65133,0.67552,0.6368,0.58437,0.57367,0.6478,0.64782,0.67125,0.62339
2771995609,0.57243,0.54828,0.64185,0.67804,0.6999,0.60809,0.56842,0.53147,0.64496,0.69694,0.64479,0.63143
1608467671,0.59289,0.55615,0.64475,0.63232,0.6701,0.62155,0.60129,0.55649,0.64178,0.63045,0.66438,0.62433
3618210193,,,,,,,,,,,,
650218880,0.64726,0.56651,0.65719,0.67926,0.71166,0.61868,0.65556,0.57821,0.66041,0.67065,0.69113,0.64189
2703295848,,,,,,,,,,,,
2656129907,0.64176,0.56165,0.65625,0.65681,0.73938,0.62226,0.66775,0.56676,0.66506,0.67867,0.77917,0.63418
3697197878,0.60549,0.55906,0.64763,0.65909,0.68478,0.62735,0.6078,0.55032,0.64294,0.65727,0.70069,0.61878
3252606884,0.64436,0.58592,0.67908,0.68285,0.73174,0.64762,0.66014,0.58637,0.67847,0.6823,0.71557,0.65926
2850449885,0.58859,0.5595,0.66493,0.6324,0.68227,0.62878,0.59064,0.55722,0.66363,0.62867,0.65886,0.61749
802093773,0.55142,0.56097,0.62045,0.60712,0.64498,0.59144,0.56264,0.53916,0.61108,0.60815,0.60132,0.59515
2071869666,0.65372,0.59025,0.66467,0.70235,0.72345,0.64311,0.6508,0.59793,0.67041,0.70481,0.7233,0.65828
2849987231,0.60449,0.5447,0.63386,0.64321,0.70557,0.62963,0.59041,0.54097,0.62662,0.63705,0.69503,0.63691
2673389133,0.60395,0.58329,0.66006,0.6482,0.67085,0.62245,0.60869,0.57751,0.6612,0.65652,0.67834,0.62452
3254460686,0.61812,0.5659,0.66208,0.66287,0.71585,0.62485,0.64349,0.57282,0.66203,0.65648,0.73369,0.62364
1986525242,0.61289,0.58478,0.66833,0.65595,0.69645,0.62766,0.60646,0.59198,0.66659,0.65497,0.69317,0.63582
613016681,,,,,,,,,,,,
34624575,0.57266,0.55095,0.60832,0.64117,0.67615,0.62358,0.57465,0.54361,0.60689,0.64587,0.65287,0.61689
2000231899,0.71089,0.60653,0.69995,0.69897,0.71941,0.67647,0.71141,0.59998,0.68387,0.71257,0.74946,0.67445
2395727826,0.56645,0.56325,0.62222,0.62885,0.66123,0.60293,0.58476,0.5498,0.6261,0.63574,0.6503,0.60416
2766618630,0.60171,0.55652,0.6236,0.63909,0.67414,0.59867,0.62038,0.55845,0.63652,0.65302,0.66465,0.61851
2549411084,0.60248,0.58538,0.64358,0.65005,0.66151,0.64822,0.61623,0.58672,0.64525,0.65685,0.65935,0.65623
2938998106,0.60942,0.57787,0.63762,0.65288,0.68638,0.62582,0.61458,0.58037,0.63255,0.66577,0.65808,0.62993
1639098130,0.59449,0.55071,0.62354,0.63914,0.68704,0.60673,0.58697,0.55308,0.60746,0.68526,0.6626,0.61323
1944174611,0.61212,0.54104,0.61649,0.64536,0.66082,0.59536,0.60415,0.56296,0.62302,0.65125,0.62407,0.62305
407205930,0.57049,0.54845,0.62882,0.65077,0.66761,0.61478,0.56617,0.53353,0.6146,0.65156,0.64506,0.6208
800944333,0.55599,0.52054,0.63329,0.62443,0.65425,0.58717,0.56477,0.5254,0.63434,0.63027,0.67729,0.60289
813511761,0.59414,0.56747,0.63267,0.63358,0.63584,0.61021,0.59929,0.55071,0.62487,0.63913,0.65138,0.60935
213348559,0.5535,0.5152,0.62187,0.62265,0.63576,0.5904,0.5428,0.52019,0.62403,0.62966,0.61397,0.62063
4053233289,0.5645,0.53871,0.62861,0.63791,0.67301,0.60688,0.56839,0.53481,0.6244,0.64418,0.68987,0.62282
3232280144,0.60472,0.6134,0.68679,0.65719,0.68626,0.63928,0.62212,0.58874,0.67726,0.6783,0.70417,0.65676
4248289936,0.56907,0.53204,0.61318,0.62182,0.67029,0.5841,0.5631,0.53722,0.60278,0.62804,0.65068,0.59203
2275633589,0.5855,0.56419,0.65423,0.6177,0.66483,0.5998,0.63556,0.57583,0.65537,0.65309,0.68968,0.61572
864510458,0.60641,0.55166,0.65054,0.64792,0.66457,0.63425,0.60013,0.55617,0.65308,0.66417,0.67382,0.62338
1673750475,0.58203,0.55346,0.60737,0.63669,0.6971,0.58099,0.56414,0.55122,0.58981,0.62896,0.63431,0.59242
3054276010,0.58374,0.56775,0.65271,0.63679,0.66172,0.61095,0.60089,0.56663,0.65219,0.63288,0.64845,0.62896
1547405738,0.61299,0.55391,0.63363,0.63093,0.67857,0.5825,0.61947,0.53601,0.62568,0.6715,0.68433,0.60219
1404868502,0.59572,0.56824,0.64076,0.64406,0.66405,0.6206,0.59586,0.57392,0.64675,0.65356,0.66173,0.64561
450839973,0.5909,0.51761,0.6043,0.62164,0.66018,0.59123,0.57212,0.51988,0.60261,0.6413,0.65655,0.60572
3821414999,0.60231,0.53708,0.61473,0.60075,0.65132,0.57937,0.58456,0.53848,0.60263,0.61911,0.63392,0.58553
2768884702,0.55626,0.53357,0.60389,0.60053,0.64532,0.58548,0.54888,0.52241,0.59967,0.6135,0.60812,0.59167
1054564921,0.55284,0.53617,0.59026,0.57093,0.52583,0.5742,0.55792,0.52591,0.59465,0.58399,0.46149,0.56575
3608404778,,,,,,,,,,,,
521758747,0.59706,0.55327,0.65341,0.65674,0.68014,0.62557,0.60186,0.57074,0.66213,0.66703,0.69103,0.63232
81948209,0.61274,0.56073,0.64477,0.66307,0.65103,0.61877,0.60236,0.55902,0.64831,0.66697,0.63031,0.64685
1514906715,0.59088,0.55215,0.62953,0.62906,0.66978,0.6026,0.58941,0.54331,0.63246,0.62329,0.63857,0.60774
3671086106,0.56015,0.55143,0.64517,0.65405,0.682,0.60397,0.55273,0.53802,0.64385,0.64084,0.65633,0.61516
1676240622,0.60988,0.58787,0.67815,0.69466,0.70316,0.63307,0.61543,0.58045,0.6714,0.67694,0.67089,0.63176
4043670029,0.60486,0.55265,0.65518,0.67719,0.74547,0.65158,0.6429,0.57657,0.67169,0.69826,0.85456,0.67106
1034113430,0.62244,0.5325,0.6664,0.70158,0.67144,0.62069,0.62765,0.55883,0.66334,0.69778,0.62206,0.63103
1598696884,0.53668,0.51676,0.62114,0.62199,0.65222,0.57716,0.54621,0.52867,0.63186,0.62947,0.63592,0.6097
2118788322,0.60429,0.55177,0.65546,0.66439,0.69541,0.63101,0.59957,0.5458,0.64582,0.65897,0.70699,0.63491
3673595985,0.55778,0.53032,0.62511,0.62295,0.68735,0.60131,0.55457,0.53715,0.62364,0.6305,0.68301,0.60994
3394772610,0.58621,0.54885,0.6365,0.66513,0.68993,0.60492,0.61604,0.55822,0.62963,0.67781,0.6861,0.61848
2465645984,0.57153,0.56781,0.65862,0.64149,0.66153,0.6281,0.57773,0.5691,0.66066,0.64478,0.66384,0.63817
3370959924,0.61313,0.54795,0.6209,0.59767,0.66689,0.59954,0.58517,0.54162,0.62129,0.61391,0.65818,0.60939
3192645447,0.62372,0.57179,0.67937,0.68508,0.69991,0.65925,0.63564,0.56544,0.66727,0.67345,0.70784,0.65683
2516317324,0.57684,0.55076,0.64942,0.63296,0.66162,0.59511,0.59096,0.54771,0.65653,0.68151,0.6381,0.6196
3200099746,,,,,,,,,,,,
4037348414,0.60718,0.55536,0.63776,0.64329,0.67796,0.61661,0.61059,0.55239,0.63967,0.65207,0.69478,0.63133
3685155193,0.5789,0.57721,0.6521,0.62621,0.69834,0.62816,0.59769,0.57696,0.65751,0.63886,0.69292,0.647
3023208410,0.59792,0.59563,0.6742,0.66837,0.71814,0.64963,0.60253,0.58505,0.67108,0.67553,0.69793,0.66101
3437004334,0.61522,0.58464,0.66162,0.68143,0.69725,0.64695,0.63791,0.5856,0.66719,0.68389,0.69528,0.65287
970068520,0.58136,0.55279,0.63679,0.63269,0.66717,0.60692,0.58003,0.54201,0.63174,0.63672,0.66064,0.61832
329198433,0.59784,0.57207,0.64756,0.63001,0.65865,0.63318,0.60473,0.58122,0.65577,0.64028,0.66904,0.63198
163687222,0.75335,0.57016,0.64999,0.68129,0.76914,0.62054,0.71704,0.56251,0.64176,0.68284,0.71228,0.64954
1926908111,,,,,,,,,,,,
3639040400,0.61878,0.58525,0.66078,0.65321,0.68554,0.63731,0.61227,0.57019,0.65922,0.65208,0.6821,0.65593
3180266607,,,,,,,,,,,,
4233429794,0.59189,0.54284,0.64097,0.68621,0.63124,0.61059,0.59793,0.54834,0.65648,0.69548,0.62317,0.61744
1146565000,0.59445,0.59531,0.66059,0.64196,0.66621,0.64355,0.59593,0.58923,0.65528,0.6484,0.65892,0.62316
315713933,0.62103,0.55939,0.65222,0.69717,0.78649,0.63082,0.63306,0.57514,0.65209,0.69347,0.77669,0.63194
638371064,0.53076,0.52226,0.59007,0.57425,0.63769,0.57718,0.5274,0.51274,0.5867,0.60164,0.64891,0.59842
3704521565,0.54955,0.54019,0.62103,0.61104,0.63494,0.58593,0.55441,0.53515,0.61022,0.6245,0.62951,0.60242
2705733292,0.58476,0.57331,0.64208,0.66777,0.67951,0.63834,0.60381,0.57928,0.65454,0.67447,0.68625,0.64615
2298581488,0.61813,0.59162,0.65429,0.64424,0.68925,0.64362,0.6192,0.5784,0.65692,0.64676,0.66961,0.6458
2488538907,0.61424,0.56655,0.65094,0.66113,0.68969,0.64237,0.60285,0.55467,0.63946,0.68305,0.69769,0.65659
1061315734,0.60243,0.58086,0.65957,0.65571,0.65667,0.6462,0.59688,0.57673,0.66438,0.6591,0.66832,0.64336
36575386,0.60228,0.58142,0.67668,0.67657,0.71813,0.65808,0.60982,0.59903,0.66578,0.67444,0.70987,0.66952
1257179734,0.57658,0.56139,0.6336,0.64134,0.47464,0.60725,0.58003,0.5563,0.62675,0.61973,0.4133,0.58229
751793494,0.56287,0.56568,0.66777,0.63926,0.70151,0.63682,0.57043,0.57045,0.67075,0.65693,0.69635,0.64518
3890741055,0.65438,0.59825,0.67871,0.67463,0.6761,0.65931,0.59926,0.6317,0.65676,0.67727,0.6732,0.6192
2595421277,0.6063,0.52969,0.62149,0.63156,0.67868,0.617,0.58412,0.52508,0.60229,0.62314,0.65615,0.6156
2288961945,0.62103,0.58371,0.67716,0.67246,0.68051,0.64067,0.61296,0.58582,0.67359,0.67593,0.68943,0.663
2735680264,0.65512,0.60823,0.64372,0.64236,0.6903,0.63619,0.63915,0.58014,0.62495,0.66233,0.66526,0.64796
3622300906,0.57726,0.56896,0.63166,0.63052,0.67185,0.62362,0.58127,0.56121,0.62838,0.6358,0.67477,0.6286
304215454,0.57919,0.55366,0.6188,0.61327,0.65107,0.60854,0.57024,0.55192,0.61806,0.61475,0.62659,0.60648
4002085986,0.63837,0.58309,0.66032,0.66391,0.7105,0.64806,0.61892,0.59346,0.66488,0.69302,0.70318,0.65871
3197641642,0.61158,0.56689,0.65613,0.66087,0.7027,0.62943,0.62991,0.56014,0.64669,0.68115,0.75219,0.64108
2021071918,0.60058,0.58371,0.64355,0.64463,0.68695,0.62705,0.6059,0.57427,0.6447,0.67492,0.68484,0.64118
1521418730,0.57565,0.56555,0.64138,0.62854,0.70872,0.61275,0.59146,0.56975,0.64188,0.64955,0.7062,0.62312
3618663597,0.60786,0.56278,0.65245,0.64707,0.68277,0.62601,0.60292,0.56077,0.65806,0.65402,0.65283,0.63223
1221747054,,,,,,,,,,,,
1299498324,0.61397,0.58014,0.67067,0.67666,0.70632,0.64644,0.60962,0.59738,0.67443,0.67649,0.68837,0.66467
1824399043,0.62812,0.60023,0.68946,0.6845,0.68741,0.65661,0.63503,0.59633,0.69678,0.68729,0.68999,0.66305
2494315565,0.62702,0.57544,0.66797,0.66679,0.68853,0.61853,0.64334,0.58049,0.66634,0.67554,0.68787,0.62814
910263579,0.6002,0.58159,0.65024,0.63838,0.66923,0.62562,0.60814,0.57175,0.65288,0.66933,0.64876,0.64773
374650739,,,,,,,,,,,,
1006962161,0.61495,0.5763,0.65725,0.66904,0.71088,0.65741,0.61036,0.56674,0.66545,0.67422,0.69249,0.65327
440042591,0.62733,0.56813,0.68391,0.68994,0.70353,0.6411,0.63275,0.5807,0.69037,0.67854,0.68212,0.64907
3514139604,0.57849,0.5637,0.63974,0.61399,0.68241,0.60293,0.58367,0.5603,0.63558,0.62283,0.6735,0.62176
1638958686,,,,,,,,,,,,
1068213373,0.58922,0.55944,0.6358,0.64466,0.67259,0.6,0.58725,0.54809,0.64831,0.64867,0.65582,0.63338
3257492886,0.60331,0.54135,0.65315,0.63362,0.68969,0.59397,0.615,0.55833,0.65331,0.6447,0.66641,0.59998
1529606923,0.57191,0.57455,0.64383,0.66129,0.66208,0.6233,0.58509,0.58545,0.63953,0.65366,0.65476,0.63256
3658838439,0.58077,0.58252,0.63184,0.6386,0.65346,0.6246,0.58177,0.57404,0.6329,0.64797,0.63631,0.62664
3480191705,0.60987,0.58113,0.6232,0.65184,0.64993,0.59688,0.59073,0.57294,0.623,0.63668,0.62763,0.61297
4065463241,,,,,,,,,,,,
4069368405,,,,,,,,,,,,
3013454464,0.58631,0.58728,0.61766,0.63826,0.63574,0.61578,0.5947,0.57351,0.61286,0.63955,0.65074,0.62328
627119537,0.57875,0.54488,0.6049,0.61878,0.65894,0.59146,0.56893,0.54714,0.60471,0.61856,0.63092,0.60415
772098352,,,,,,,,,,,,
2884763258,0.60845,0.58119,0.67478,0.64667,0.68422,0.64108,0.61067,0.59055,0.67375,0.68066,0.67366,0.64829
4160517112,0.56945,0.53499,0.60969,0.62122,0.6536,0.59634,0.57444,0.5364,0.61171,0.63987,0.63523,0.61002
417786512,0.55646,0.53256,0.60755,0.61971,0.64529,0.59457,0.55901,0.53872,0.61432,0.63284,0.6426,0.61351
1231403496,0.60616,0.58538,0.6488,0.63989,0.66736,0.62725,0.61545,0.57554,0.6493,0.64814,0.67037,0.63019
3251930350,0.60148,0.57328,0.66685,0.66828,0.67544,0.62901,0.6125,0.57756,0.65988,0.66413,0.63658,0.62861
62812540,0.65718,0.58022,0.6771,0.67987,0.72343,0.65949,0.66766,0.58342,0.66868,0.68532,0.71131,0.66417
2697616890,0.54456,0.52654,0.63994,0.63406,0.70099,0.60304,0.56444,0.52947,0.64319,0.62742,0.70396,0.61604
672797871,0.69554,0.54451,0.62947,0.6667,0.81849,0.61491,0.66105,0.54291,0.63939,0.6581,0.72324,0.62087
1245408661,0.57977,0.54261,0.62831,0.62899,0.66418,0.61703,0.59401,0.54915,0.63464,0.63194,0.66309,0.63055
683316265,0.64987,0.60475,0.69432,0.7274,0.71439,0.66974,0.65864,0.60323,0.69862,0.70771,0.70458,0.66628
3695252733,0.58408,0.55104,0.6471,0.64439,0.65479,0.61367,0.59767,0.56219,0.65647,0.64508,0.64793,0.62395
427651575,0.65825,0.5598,0.67403,0.67878,0.71796,0.62167,0.66174,0.58276,0.68089,0.69047,0.68207,0.63329
1389948415,0.57388,0.54046,0.60874,0.60412,0.64988,0.59442,0.57334,0.54455,0.60067,0.61318,0.64047,0.61211
3234177273,0.62692,0.57059,0.6446,0.63592,0.66944,0.60912,0.6037,0.56012,0.63005,0.6302,0.63053,0.63112
2550790780,0.57284,0.54789,0.63552,0.64332,0.6899,0.62518,0.57022,0.55339,0.64756,0.64963,0.69779,0.61756
3599993759,0.6022,0.59606,0.65404,0.67513,0.67742,0.64298,0.59719,0.59466,0.65487,0.65905,0.63817,0.64753
3536167672,0.60623,0.54675,0.60485,0.62584,0.66132,0.57549,0.59604,0.53682,0.58945,0.6335,0.60648,0.59141
1915090417,0.60595,0.59757,0.67939,0.68504,0.70304,0.64271,0.61953,0.59699,0.67424,0.68796,0.68764,0.65355
2133865934,0.61899,0.55676,0.65802,0.65034,0.69439,0.6141,0.6135,0.56494,0.65017,0.6729,0.68251,0.63305
4249418769,0.59702,0.60364,0.67702,0.65858,0.70961,0.64571,0.59138,0.57816,0.67341,0.66598,0.70738,0.64208
831071906,0.65352,0.57415,0.65257,0.71553,0.73965,0.63602,0.66121,0.57749,0.6493,0.72573,0.7171,0.64318
3062344511,0.59241,0.54848,0.65357,0.62669,0.62849,0.61654,0.6018,0.56725,0.6561,0.667,0.62325,0.61297
1186470488,0.56484,0.55566,0.63621,0.62493,0.68401,0.59381,0.58187,0.53842,0.63362,0.62709,0.6824,0.60415
3880166308,,,,,,,,,,,,
3905380380,0.59132,0.5603,0.64834,0.64197,0.69167,0.62385,0.62084,0.56716,0.64926,0.64945,0.71271,0.64067
941043079,,,,,,,,,,,,
2935035080,0.59555,0.59264,0.65203,0.68835,0.66375,0.64888,0.58841,0.56805,0.64324,0.68314,0.68959,0.69054
596848865,0.6403,0.56292,0.66992,0.70696,0.75952,0.65891,0.63586,0.57392,0.68211,0.70881,0.76115,0.6406
605721493,0.58383,0.57822,0.63408,0.61306,0.62394,0.59704,0.58386,0.56652,0.61961,0.60252,0.59801,0.59794
2355037963,0.62622,0.57292,0.66226,0.66659,0.70515,0.62704,0.64226,0.568,0.66772,0.6687,0.71178,0.64436
4054937618,0.67468,0.57531,0.66387,0.64806,0.68428,0.63144,0.65485,0.56967,0.65948,0.65377,0.69881,0.63341
4272508926,0.61766,0.57606,0.67825,0.67268,0.70211,0.64841,0.62087,0.56958,0.6688,0.68423,0.6956,0.65872
1175331633,0.55651,0.53031,0.61145,0.58668,0.51279,0.55062,0.54764,0.51945,0.5998,0.59851,0.46354,0.55324
794331966,0.61183,0.57936,0.6643,0.68854,0.61914,0.65207,0.62947,0.58995,0.66586,0.68803,0.59341,0.66603
2198495092,0.5912,0.59745,0.65799,0.67198,0.71625,0.64113,0.59805,0.57743,0.66145,0.67064,0.69542,0.64091
3507791328,0.58053,0.56007,0.63668,0.64527,0.68251,0.5986,0.58321,0.55428,0.64644,0.66524,0.67378,0.61464
1469529412,0.5571,0.52702,0.6236,0.60378,0.65471,0.58927,0.54984,0.53579,0.629,0.62893,0.65649,0.59852
902659520,0.58185,0.52783,0.62052,0.66986,0.65427,0.57891,0.59988,0.544,0.61802,0.66218,0.64271,0.60098
1335797480,0.61591,0.5687,0.67402,0.66383,0.70215,0.65198,0.60004,0.5563,0.66919,0.66323,0.69002,0.64321
3294049933,0.62452,0.56655,0.64501,0.62369,0.62011,0.62589,0.61862,0.55196,0.63805,0.62391,0.60852,0.62139
2030451549,0.55899,0.51646,0.62373,0.63152,0.64471,0.58386,0.55829,0.5092,0.62615,0.63174,0.6557,0.57714
286041599,0.59266,0.54241,0.63536,0.644,0.69961,0.61951,0.58688,0.54979,0.63807,0.66244,0.69462,0.64762
1865552346,0.64292,0.54969,0.6307,0.63057,0.66067,0.61059,0.62176,0.56406,0.63664,0.61749,0.65258,0.63145
3150136596,0.58744,0.56255,0.6681,0.64009,0.68679,0.63653,0.58115,0.57678,0.66106,0.64078,0.69636,0.63781
1211564352,0.58223,0.55535,0.64672,0.6525,0.69028,0.62299,0.57503,0.55312,0.63557,0.63746,0.68002,0.62484
864054604,0.5558,0.53391,0.63326,0.64593,0.65489,0.60857,0.56204,0.52282,0.63015,0.65527,0.66148,0.63464
2647074597,0.62722,0.58825,0.64805,0.64993,0.68017,0.61553,0.6298,0.58453,0.65721,0.65226,0.65766,0.64404
4126518553,,,,,,,,,,,,
2176106208,0.63408,0.60853,0.66611,0.68905,0.70008,0.66049,0.62775,0.59792,0.66729,0.68853,0.70499,0.66242
1641190195,0.61659,0.54974,0.62035,0.63734,0.67668,0.60826,0.61856,0.55245,0.61545,0.65157,0.66129,0.62575
1668916995,0.59205,0.56644,0.6262,0.62454,0.64905,0.61436,0.58182,0.55333,0.62891,0.62893,0.6455,0.6095
430366261,0.53632,0.52015,0.59347,0.59238,0.64001,0.57825,0.54842,0.5216,0.59411,0.60641,0.62411,0.57189
845781133,,,,,,,,,,,,
1948125981,0.61904,0.57861,0.64279,0.63268,0.65248,0.6252,0.60714,0.57266,0.64674,0.65446,0.59783,0.63315
277875052,0.59292,0.57708,0.6571,0.64304,0.67868,0.6341,0.59415,0.56518,0.66799,0.66068,0.68728,0.62962
818816018,0.56837,0.53775,0.63095,0.61473,0.65048,0.6005,0.57617,0.54483,0.63005,0.62359,0.64494,0.60986
1263392204,0.62279,0.57666,0.65865,0.68645,0.70834,0.63006,0.61664,0.56657,0.65285,0.711,0.68506,0.65767
2839224673,0.63111,0.58053,0.65437,0.6715,0.68692,0.63965,0.6223,0.57677,0.65567,0.67097,0.67983,0.6523
2059643452,0.60703,0.55207,0.63766,0.63136,0.6754,0.61052,0.61261,0.55843,0.63211,0.66271,0.67943,0.63652
1079476191,0.59619,0.55522,0.62427,0.64597,0.64756,0.60114,0.59526,0.54255,0.62991,0.66519,0.65513,0.61233
511136589,0.56602,0.55061,0.64268,0.63367,0.71154,0.61931,0.57599,0.55965,0.64056,0.62543,0.67392,0.62807
2437012068,,,,,,,,,,,,
3452155618,0.59513,0.56732,0.64001,0.64209,0.66782,0.61703,0.61575,0.56389,0.63862,0.67361,0.65483,0.62417
4103742929,0.61489,0.57163,0.66049,0.65767,0.69275,0.64172,0.62387,0.58493,0.65895,0.65831,0.68599,0.65118
2675055112,0.58359,0.55199,0.62815,0.61893,0.66468,0.60141,0.56464,0.55704,0.63308,0.64162,0.65081,0.60862
901390161,0.5747,0.54495,0.63824,0.6199,0.68918,0.60165,0.59343,0.54564,0.63011,0.63906,0.68237,0.62078
847405446,0.6164,0.56392,0.67293,0.68464,0.74387,0.66168,0.62288,0.57916,0.67104,0.68918,0.7435,0.67031
3583217738,0.53019,0.51469,0.59989,0.57819,0.63148,0.58954,0.54689,0.5251,0.60372,0.58347,0.62571,0.58985
206017156,,,,,,,,,,,,
1834326432,0.58202,0.54527,0.65016,0.65032,0.66794,0.62331,0.60621,0.55912,0.64961,0.66157,0.66122,0.63705
3368350517,0.61909,0.5786,0.62386,0.65093,0.64772,0.62175,0.60953,0.57299,0.6166,0.64604,0.63506,0.60633
224359375,0.60816,0.54813,0.66369,0.65882,0.65517,0.61782,0.61187,0.55267,0.66423,0.66867,0.66623,0.63768
2429436801,0.61603,0.57548,0.66584,0.67125,0.69428,0.62656,0.61134,0.57699,0.65837,0.67427,0.68439,0.64419
1369564593,0.61892,0.5675,0.66555,0.63697,0.66465,0.62776,0.62825,0.57182,0.65677,0.65176,0.67047,0.62671
3843615920,0.63613,0.62007,0.72067,0.69639,0.68879,0.66616,0.63344,0.61265,0.71671,0.69263,0.68051,0.67253
1913743796,0.56148,0.52828,0.60224,0.59255,0.58589,0.57393,0.57584,0.5418,0.60423,0.61816,0.57106,0.59152
2931308155,0.55314,0.54693,0.62514,0.62094,0.67158,0.62518,0.56292,0.55188,0.62146,0.62833,0.65471,0.62441
3156288602,0.55449,0.53965,0.61714,0.59461,0.6623,0.59994,0.56743,0.54358,0.62777,0.61003,0.65056,0.61202
532408862,0.57737,0.56755,0.66336,0.62901,0.66908,0.62645,0.59061,0.56772,0.65972,0.64454,0.66947,0.62673
3559378372,,,,,,,,,,,,
1333772540,0.56776,0.55043,0.63356,0.62166,0.65939,0.62099,0.58215,0.55057,0.63454,0.64162,0.64972,0.63611
3429281445,0.56063,0.53566,0.63652,0.6398,0.68333,0.60097,0.56469,0.53451,0.63473,0.63911,0.66271,0.6071
2153534428,0.57402,0.57049,0.66441,0.64831,0.68339,0.6303,0.57365,0.58212,0.66648,0.65077,0.67602,0.63635
3481366119,0.61226,0.58402,0.62985,0.64749,0.66614,0.6204,0.62338,0.58014,0.62952,0.65699,0.65181,0.63668
691079181,0.59272,0.57687,0.65051,0.6507,0.65253,0.6315,0.60341,0.55752,0.64539,0.66281,0.65272,0.62746
2713567056,0.59995,0.5639,0.6539,0.63632,0.67957,0.61056,0.60413,0.5712,0.65036,0.66212,0.64881,0.63437
728650873,0.5638,0.55342,0.6076,0.6059,0.65753,0.59008,0.56458,0.54837,0.61444,0.62562,0.66276,0.60065
1922800547,0.59088,0.5252,0.62522,0.6053,0.68057,0.5789,0.60522,0.51438,0.62053,0.62451,0.70621,0.58487
