"HBID","dti_jlf_rd_L_Limbic_Lobe_WM","dti_jlf_rd_L_Insular_Lobe_WM","dti_jlf_rd_L_Frontal_Lobe_WM","dti_jlf_rd_L_Parietal_Lobe_WM","dti_jlf_rd_L_Occipital_Lobe_WM","dti_jlf_rd_L_Temporal_Lobe_WM","dti_jlf_rd_R_Limbic_Lobe_WM","dti_jlf_rd_R_Insular_Lobe_WM","dti_jlf_rd_R_Frontal_Lobe_WM","dti_jlf_rd_R_Parietal_Lobe_WM","dti_jlf_rd_R_Occipital_Lobe_WM","dti_jlf_rd_R_Temporal_Lobe_WM"
1720607876,0.61504,0.57616,0.65293,0.6585,0.66395,0.61853,0.60419,0.57784,0.65229,0.67713,0.65363,0.623
3153872665,0.5847,0.55655,0.63268,0.63506,0.68722,0.6221,0.58678,0.54713,0.62729,0.65449,0.68961,0.626
2940487649,0.60495,0.56975,0.65985,0.65831,0.65855,0.62513,0.61901,0.55742,0.65693,0.65483,0.66125,0.62428
3740823181,0.62996,0.58561,0.67833,0.67714,0.70918,0.62591,0.62031,0.56736,0.67163,0.68255,0.69549,0.64156
1976937659,0.59848,0.58166,0.64509,0.66435,0.68998,0.6236,0.59398,0.59395,0.64013,0.66668,0.67688,0.65133
249493606,0.62256,0.58923,0.6961,0.74067,0.73811,0.6555,0.63215,0.59117,0.71846,0.74286,0.74144,0.66332
911646031,0.61425,0.57613,0.68248,0.64696,0.69942,0.63502,0.61364,0.57603,0.66719,0.66475,0.67787,0.65112
2246798909,0.5724,0.56744,0.64219,0.65101,0.7228,0.62155,0.58025,0.57094,0.65395,0.65767,0.69931,0.63666
2728934339,0.59053,0.54549,0.63763,0.66994,0.67407,0.59976,0.59705,0.54563,0.63199,0.67702,0.67042,0.61078
3687313938,0.72777,0.53274,0.67,0.66375,0.67866,0.59393,0.78777,0.53816,0.6688,0.70647,0.74551,0.63197
1612308939,0.57782,0.56061,0.65288,0.62323,0.67438,0.61805,0.58363,0.55281,0.64967,0.64257,0.67845,0.62253
470226133,0.54042,0.52456,0.64148,0.59998,0.65703,0.58308,0.5399,0.53203,0.63253,0.61951,0.63698,0.58837
2992501050,0.60394,0.58862,0.66156,0.67331,0.70408,0.61773,0.61209,0.57746,0.647,0.66882,0.6844,0.63931
1404794179,0.58704,0.56233,0.6394,0.63307,0.67047,0.61088,0.57558,0.54737,0.64723,0.63287,0.66353,0.61841
3058390504,0.58824,0.55304,0.65405,0.64074,0.68277,0.61757,0.58929,0.56746,0.65322,0.6466,0.67157,0.63006
3183375640,0.58108,0.54759,0.62132,0.64584,0.69656,0.61228,0.57105,0.54727,0.63044,0.6539,0.68326,0.60453
205407253,0.58641,0.55729,0.66564,0.65768,0.67394,0.63647,0.5876,0.56222,0.65732,0.66907,0.68418,0.64379
3107779654,0.61668,0.57696,0.64902,0.6521,0.6593,0.61865,0.61958,0.57856,0.64604,0.65278,0.67314,0.62703
3103018779,0.58636,0.55768,0.65209,0.6579,0.66567,0.62128,0.59794,0.55225,0.63775,0.64335,0.66568,0.63998
620946215,0.62057,0.6097,0.68751,0.69786,0.70624,0.66419,0.64032,0.61547,0.69565,0.70679,0.71002,0.68176
1274830805,0.58915,0.55252,0.6333,0.64319,0.67835,0.61674,0.6112,0.56647,0.63682,0.64271,0.68319,0.63602
101080559,0.63621,0.62711,0.69858,0.70971,0.71863,0.67278,0.64837,0.61965,0.69561,0.70682,0.6895,0.67261
2722252643,,,,,,,,,,,,
602649051,0.58446,0.56088,0.6338,0.62499,0.61111,0.61687,0.57717,0.5557,0.62396,0.62614,0.56531,0.62519
2020568713,0.54748,0.54985,0.63381,0.63267,0.65014,0.61891,0.54369,0.57441,0.62063,0.61425,0.66251,0.62347
1802386323,,,,,,,,,,,,
838827258,0.59969,0.58444,0.66101,0.67034,0.65997,0.62701,0.6019,0.5888,0.65817,0.67038,0.65445,0.63209
2024240178,0.58052,0.5487,0.6286,0.61704,0.68431,0.63408,0.59152,0.55646,0.63198,0.62978,0.68973,0.62337
553653600,0.63769,0.55863,0.6755,0.68295,0.72713,0.65405,0.6579,0.54628,0.67467,0.70656,0.73703,0.65289
3595884738,0.58536,0.56233,0.63522,0.63892,0.65854,0.61602,0.58371,0.56281,0.63499,0.63981,0.66742,0.62863
2066365761,0.6345,0.5674,0.64163,0.63027,0.70958,0.6349,0.61555,0.55568,0.64962,0.63677,0.69176,0.61988
2635419378,0.54268,0.51351,0.61288,0.58952,0.61728,0.56588,0.55279,0.50775,0.61452,0.63041,0.63797,0.58745
3993697923,0.57183,0.54015,0.6339,0.62333,0.67624,0.6289,0.56394,0.52906,0.63824,0.61872,0.67756,0.594
3601924967,0.61222,0.56833,0.63914,0.63018,0.64288,0.59628,0.59224,0.56189,0.63221,0.6349,0.57494,0.6057
3689818411,0.56877,0.53714,0.63333,0.63326,0.68079,0.60033,0.57908,0.53378,0.63215,0.64372,0.66642,0.5943
3799253165,0.58451,0.57021,0.66012,0.66215,0.6697,0.62679,0.59085,0.56963,0.65811,0.67051,0.68151,0.61323
2443740038,0.62203,0.58423,0.6502,0.69048,0.67491,0.65221,0.62377,0.59763,0.64684,0.68083,0.6857,0.63746
2080822405,0.53858,0.53241,0.61685,0.59349,0.65084,0.58971,0.53975,0.53939,0.60657,0.59582,0.6418,0.58264
4048854222,,,,,,,,,,,,
403857286,0.51902,0.52692,0.61093,0.58182,0.58949,0.58002,0.51198,0.51036,0.60144,0.60498,0.6191,0.55656
84500333,0.62838,0.5771,0.67512,0.68619,0.71757,0.62498,0.62817,0.57725,0.67263,0.69274,0.70979,0.65541
2991471107,0.61088,0.59061,0.67906,0.69642,0.71788,0.64252,0.61019,0.58594,0.66348,0.68848,0.6944,0.64995
2288644243,,,,,,,,,,,,
4283335473,0.57738,0.53044,0.62983,0.62708,0.68796,0.58015,0.55279,0.52502,0.62641,0.62934,0.68043,0.57791
867434602,0.56363,0.54911,0.65411,0.62265,0.66855,0.60706,0.55753,0.55315,0.6416,0.63053,0.64455,0.58228
1642960625,0.54122,0.52555,0.60875,0.59461,0.64785,0.57498,0.54559,0.52747,0.61759,0.61677,0.63798,0.56455
3492762761,,,,,,,,,,,,
2839578952,0.70001,0.60454,0.69867,0.70905,0.74957,0.69131,0.69427,0.59538,0.69827,0.71987,0.74096,0.71164
1119666911,0.59329,0.53688,0.65226,0.6517,0.68446,0.61596,0.60354,0.56385,0.65684,0.66483,0.70772,0.63912
277667235,0.66516,0.59896,0.67344,0.67729,0.65057,0.6384,0.6674,0.58167,0.65966,0.66923,0.64775,0.65415
1637311546,0.57273,0.52977,0.62228,0.62772,0.67606,0.60034,0.58556,0.54519,0.62726,0.63274,0.65967,0.61315
3700295035,0.59139,0.56463,0.63345,0.62323,0.67261,0.6137,0.60211,0.55777,0.61967,0.62178,0.63866,0.60484
1722450846,0.60218,0.57486,0.6771,0.67185,0.71471,0.64733,0.60192,0.56936,0.68354,0.68156,0.68928,0.648
1965294588,0.5875,0.58115,0.66216,0.62846,0.67087,0.62837,0.59331,0.58022,0.65304,0.63706,0.66437,0.63232
528046854,0.6257,0.58029,0.65482,0.652,0.6897,0.62856,0.60904,0.58324,0.6486,0.65208,0.67933,0.63566
2449844839,0.62618,0.57947,0.66117,0.6452,0.68495,0.63706,0.63296,0.5824,0.65622,0.6641,0.68637,0.65857
1797324571,0.64102,0.61309,0.68876,0.68735,0.70165,0.67835,0.63439,0.60397,0.68892,0.69204,0.70164,0.66601
4071668089,0.60917,0.57343,0.66968,0.68531,0.69239,0.64572,0.61168,0.56715,0.67723,0.69902,0.67148,0.656
1775468815,0.65271,0.5822,0.6875,0.70745,0.76189,0.65789,0.64897,0.57538,0.68292,0.69318,0.72862,0.65562
3550471249,0.63648,0.56342,0.6554,0.64596,0.68239,0.62632,0.63309,0.56477,0.6446,0.65299,0.66968,0.62187
4059957252,0.59045,0.5642,0.64465,0.64399,0.69205,0.61792,0.58861,0.55591,0.64022,0.64958,0.68286,0.62804
2981295643,0.59973,0.58187,0.6731,0.68511,0.69665,0.66629,0.60313,0.5725,0.6771,0.69555,0.72187,0.66335
224738126,0.55878,0.56135,0.62758,0.61534,0.64469,0.59538,0.55717,0.5609,0.62406,0.61586,0.62814,0.6081
3689938332,0.61571,0.56322,0.59721,0.61138,0.69661,0.58963,0.59815,0.55584,0.58568,0.63121,0.66423,0.60496
586123677,0.54941,0.54348,0.63479,0.60641,0.64241,0.60599,0.54879,0.54547,0.63759,0.62365,0.64585,0.6235
3414495364,,,,,,,,,,,,
2699396027,0.61247,0.58545,0.66815,0.66741,0.70156,0.65285,0.60687,0.57643,0.66457,0.67833,0.7072,0.64754
582133842,0.62687,0.58549,0.66862,0.66571,0.71579,0.65585,0.62087,0.5961,0.66487,0.66851,0.70502,0.65356
1468244727,0.66138,0.60463,0.66575,0.70472,0.73175,0.64724,0.66111,0.60496,0.66428,0.71015,0.71821,0.66223
1581676408,0.62807,0.57146,0.65336,0.64771,0.68552,0.63493,0.6165,0.58593,0.64928,0.65534,0.6866,0.6493
2971930882,,,,,,,,,,,,
226926062,0.55431,0.54738,0.65074,0.6248,0.66882,0.62303,0.54933,0.56081,0.65187,0.63704,0.65168,0.62271
681593278,0.59145,0.54752,0.60821,0.6308,0.65388,0.61645,0.58262,0.55026,0.60468,0.62928,0.66781,0.62415
2098377652,0.6085,0.57912,0.66285,0.64207,0.67301,0.61438,0.61,0.56288,0.65549,0.64831,0.67805,0.63051
2719448591,0.60176,0.57609,0.62351,0.63152,0.65809,0.6049,0.59057,0.55929,0.61139,0.63541,0.63467,0.61381
1220140848,0.61468,0.56241,0.6301,0.65478,0.67003,0.58269,0.61301,0.57896,0.64105,0.67071,0.67136,0.61867
2749958490,0.61163,0.565,0.65178,0.68058,0.7065,0.63529,0.61969,0.56442,0.65206,0.69446,0.73289,0.64177
1388131380,,,,,,,,,,,,
1418865346,0.66341,0.57608,0.65979,0.66841,0.70674,0.64128,0.64212,0.5791,0.66591,0.66111,0.69267,0.63749
4265842926,0.66403,0.61375,0.69401,0.71853,0.75544,0.68734,0.67166,0.6324,0.70104,0.72792,0.74058,0.70419
222250702,0.61642,0.58018,0.66995,0.68508,0.71424,0.64343,0.62096,0.57393,0.67099,0.70907,0.71498,0.66628
415500179,0.62277,0.61651,0.68664,0.66527,0.69869,0.6675,0.63385,0.61524,0.67626,0.6901,0.70391,0.67459
1464934784,0.64576,0.58698,0.6986,0.69367,0.7068,0.66057,0.65457,0.58633,0.70235,0.70709,0.70796,0.67692
3012953992,0.57073,0.55386,0.64126,0.65257,0.63327,0.59215,0.60134,0.54574,0.65147,0.67139,0.6359,0.63427
1820674049,0.56816,0.52098,0.61969,0.63768,0.68825,0.58448,0.56779,0.52964,0.6187,0.62518,0.68439,0.61669
3379329204,,,,,,,,,,,,
2202560758,0.6235,0.58852,0.68721,0.70478,0.71148,0.65834,0.64358,0.58716,0.68403,0.7063,0.70638,0.65872
598522404,0.62591,0.61574,0.69297,0.66459,0.705,0.66443,0.62026,0.60988,0.68359,0.6859,0.71618,0.68233
2492433640,0.58998,0.5432,0.64058,0.65579,0.68517,0.62388,0.59488,0.54509,0.65025,0.66447,0.67233,0.61939
1375613164,0.63828,0.58641,0.67207,0.70609,0.73805,0.67543,0.63994,0.58103,0.66794,0.71406,0.72748,0.69583
20444332,,,,,,,,,,,,
3714590241,0.65138,0.59988,0.69115,0.69007,0.69655,0.64986,0.6467,0.601,0.68858,0.68643,0.69594,0.65851
2117820651,,,,,,,,,,,,
203660031,,,,,,,,,,,,
2641859852,0.5959,0.581,0.65339,0.66233,0.71102,0.65375,0.59518,0.58162,0.64985,0.6727,0.69737,0.66469
3837916031,0.57518,0.55482,0.6466,0.65351,0.63395,0.60663,0.5806,0.56367,0.63747,0.65451,0.62569,0.62384
3318449194,0.64921,0.59161,0.67604,0.68132,0.70396,0.66528,0.64796,0.5819,0.67607,0.68123,0.68769,0.65945
3567245230,0.61335,0.60847,0.65972,0.64673,0.65771,0.63039,0.61295,0.58404,0.64247,0.65382,0.65729,0.64026
3035981853,0.59207,0.54798,0.63628,0.63089,0.67092,0.62016,0.58826,0.55743,0.6345,0.63031,0.6575,0.62468
369701513,,,,,,,,,,,,
3957383881,0.56148,0.56553,0.6339,0.59554,0.66399,0.66889,0.582,0.58575,0.62399,0.59835,0.661,0.66172
3998031817,0.58498,0.56236,0.60065,0.64628,0.65576,0.61534,0.60897,0.56387,0.61274,0.66232,0.64308,0.63732
2711404120,0.59522,0.56697,0.64722,0.63198,0.66036,0.60283,0.58276,0.56073,0.6358,0.66725,0.6522,0.63379
1863840169,,,,,,,,,,,,
2225378832,,,,,,,,,,,,
2105294204,0.64542,0.61335,0.73492,0.72692,0.74135,0.7003,0.65607,0.61478,0.74039,0.72798,0.71558,0.72376
3031480465,,,,,,,,,,,,
1036323098,0.55787,0.57623,0.65506,0.62858,0.63694,0.59623,0.56276,0.57141,0.6521,0.65758,0.64484,0.61993
1422367009,0.58044,0.55677,0.64823,0.657,0.67888,0.63684,0.58197,0.55968,0.64461,0.65504,0.67216,0.6316
1807456679,,,,,,,,,,,,
1145663118,0.62566,0.53995,0.62785,0.64896,0.7571,0.61246,0.63629,0.54656,0.62584,0.65249,0.73441,0.61852
514579735,0.65728,0.63619,0.67857,0.66812,0.71231,0.66488,0.63771,0.62439,0.68265,0.67263,0.69405,0.67079
3340740659,0.63795,0.61023,0.70868,0.70153,0.71519,0.68781,0.66858,0.60673,0.70115,0.70187,0.69816,0.67332
2857483491,0.60658,0.59174,0.65743,0.64664,0.69386,0.61787,0.61404,0.59082,0.65638,0.6601,0.67071,0.63668
4030393866,0.66014,0.61751,0.69595,0.70959,0.73475,0.68885,0.67043,0.60548,0.70003,0.70818,0.7202,0.68268
2288814610,0.6075,0.61154,0.67066,0.66552,0.66813,0.64137,0.62611,0.58955,0.66523,0.67304,0.66969,0.65328
2819028438,0.66162,0.59355,0.7005,0.6831,0.66144,0.68436,0.66579,0.60998,0.70908,0.68858,0.66479,0.70978
2833888812,0.61145,0.56303,0.63595,0.62645,0.66425,0.62534,0.64639,0.59295,0.63036,0.63476,0.65635,0.61868
2177188586,0.57953,0.55487,0.65729,0.63994,0.69977,0.62414,0.5797,0.55446,0.65492,0.65382,0.69781,0.63609
2785742257,0.63031,0.61264,0.70151,0.68302,0.72713,0.67447,0.64486,0.60485,0.70303,0.70819,0.73126,0.66305
155318177,0.62768,0.58708,0.68919,0.68825,0.72089,0.6449,0.63335,0.58033,0.6811,0.69126,0.70779,0.66331
1986743748,0.57047,0.55062,0.64589,0.62554,0.65657,0.6078,0.58695,0.55869,0.64455,0.63155,0.6366,0.61267
4023035282,0.64318,0.55865,0.67146,0.69895,0.76116,0.67014,0.63867,0.56221,0.68217,0.69364,0.73977,0.6754
4193862452,0.65109,0.61391,0.68711,0.68311,0.68491,0.66712,0.65844,0.60856,0.686,0.68079,0.65711,0.66313
1715147813,0.63448,0.5738,0.68871,0.69625,0.70783,0.64943,0.63586,0.56556,0.70174,0.70144,0.69189,0.6634
1207741693,0.59112,0.55673,0.65907,0.6343,0.68991,0.6228,0.60198,0.56109,0.66604,0.65653,0.67986,0.634
88484547,0.6255,0.60464,0.68268,0.67219,0.68499,0.65024,0.65133,0.60094,0.67955,0.67471,0.68547,0.66669
1429206368,0.65555,0.60737,0.68632,0.69756,0.72414,0.6734,0.64571,0.60362,0.67726,0.6928,0.69913,0.67665
1373786726,,,,,,,,,,,,
641890761,,,,,,,,,,,,
1841967665,0.60322,0.62433,0.68464,0.65344,0.70259,0.65327,0.61138,0.60646,0.6755,0.65544,0.70108,0.6524
1430959369,0.59867,0.58815,0.66784,0.64642,0.66226,0.62647,0.60298,0.58416,0.65774,0.64049,0.62489,0.63273
3400050432,,,,,,,,,,,,
1733501322,,,,,,,,,,,,
431560527,0.59425,0.57323,0.67332,0.66146,0.69423,0.65101,0.60822,0.57607,0.68329,0.6739,0.69223,0.65523
181527398,0.60543,0.57502,0.65434,0.64785,0.69774,0.65191,0.61044,0.56643,0.65377,0.65129,0.67973,0.66287
523897934,0.60596,0.54198,0.59425,0.60708,0.63271,0.58704,0.59551,0.53211,0.58303,0.59893,0.57193,0.59159
445205881,0.57022,0.55692,0.63752,0.62989,0.65331,0.60173,0.5569,0.5492,0.61743,0.62849,0.61329,0.60773
2038569625,0.60768,0.5682,0.6873,0.66732,0.69611,0.6543,0.61359,0.57616,0.68172,0.66586,0.71033,0.65006
1937360833,0.62718,0.56801,0.6644,0.66181,0.70807,0.64397,0.6204,0.56558,0.67155,0.65731,0.70488,0.65459
907214173,0.67922,0.61303,0.70735,0.73144,0.74657,0.67351,0.68222,0.61639,0.70918,0.72791,0.73383,0.67929
1615160978,0.55772,0.52994,0.60578,0.61978,0.66714,0.60414,0.56328,0.54189,0.60097,0.63437,0.65172,0.6077
2928245981,0.59944,0.59169,0.66618,0.64425,0.6867,0.62196,0.59565,0.59727,0.66314,0.66065,0.67546,0.63697
3493046778,0.60889,0.57028,0.64948,0.64996,0.68053,0.63512,0.60449,0.56888,0.64745,0.64827,0.65212,0.64699
2758066707,0.59588,0.5472,0.67821,0.67581,0.70072,0.65189,0.60025,0.55721,0.68369,0.69217,0.70232,0.66715
279552932,0.64827,0.6182,0.68338,0.70054,0.72394,0.66383,0.64749,0.60395,0.68506,0.70465,0.71533,0.65889
1583344736,0.61331,0.58039,0.65384,0.65219,0.69214,0.63804,0.62981,0.58347,0.65602,0.65733,0.6931,0.64501
3528552825,0.5675,0.55796,0.64739,0.61117,0.63761,0.5996,0.55608,0.53617,0.63495,0.62358,0.65745,0.5906
3466724314,0.59662,0.55279,0.66782,0.65825,0.70551,0.62657,0.58455,0.55433,0.6708,0.67297,0.68709,0.6558
3607908008,0.6223,0.55446,0.66276,0.65277,0.70589,0.64077,0.63721,0.55551,0.65652,0.65147,0.68997,0.65155
3463951352,0.60817,0.56253,0.67516,0.64133,0.69317,0.62568,0.61607,0.58132,0.67712,0.67041,0.70661,0.64323
3625078391,0.60158,0.5638,0.64794,0.64412,0.66479,0.62505,0.59994,0.56104,0.64955,0.65671,0.67775,0.63001
853925179,0.57269,0.54642,0.61101,0.62613,0.6666,0.59264,0.58032,0.54259,0.60355,0.64265,0.64273,0.59892
3140100045,0.61638,0.55245,0.63448,0.65161,0.70707,0.62535,0.65116,0.56396,0.64204,0.66481,0.69941,0.63501
1264502965,0.59385,0.53788,0.62042,0.62119,0.68287,0.57258,0.57406,0.53121,0.60863,0.65305,0.67865,0.60082
4063458583,0.58831,0.54702,0.62874,0.65342,0.68117,0.58558,0.61065,0.56071,0.62353,0.67804,0.64355,0.59459
2806140172,0.57681,0.55937,0.65271,0.63756,0.67632,0.63176,0.5735,0.56245,0.64478,0.64839,0.67501,0.64016
4079897981,0.57407,0.56459,0.65505,0.62508,0.66083,0.61095,0.59499,0.56225,0.64876,0.64866,0.64569,0.62001
64929903,0.60655,0.58305,0.65127,0.63835,0.68765,0.62568,0.62377,0.57808,0.65586,0.66649,0.71122,0.65928
1396650549,0.60664,0.56282,0.64968,0.67414,0.67113,0.6348,0.60982,0.55339,0.64719,0.67689,0.67811,0.64429
160224944,0.60922,0.58768,0.63774,0.64986,0.67329,0.64158,0.5975,0.57068,0.62625,0.65095,0.65981,0.63955
3176054691,0.60454,0.57333,0.65097,0.6445,0.66924,0.62557,0.62988,0.5885,0.66194,0.63696,0.69552,0.65817
1865371712,0.62066,0.56675,0.67026,0.68377,0.70623,0.64017,0.62116,0.56338,0.67575,0.69722,0.67811,0.66636
505413825,0.61556,0.58877,0.65837,0.6814,0.68377,0.64714,0.6149,0.58509,0.6568,0.67957,0.68445,0.644
3359731346,,,,,,,,,,,,
152118069,0.6296,0.586,0.68279,0.69562,0.70526,0.64649,0.65555,0.57407,0.6706,0.68189,0.69087,0.6582
2639585471,0.62038,0.58101,0.65647,0.65758,0.6876,0.64923,0.64999,0.59354,0.65782,0.65957,0.69391,0.65011
2510542180,0.60983,0.58191,0.67339,0.64663,0.67548,0.6365,0.60755,0.59057,0.67178,0.64915,0.66744,0.63152
744276681,0.59518,0.56609,0.66728,0.65583,0.72095,0.64001,0.59939,0.56939,0.66744,0.65609,0.7105,0.64955
2628495557,0.64251,0.56714,0.6962,0.7036,0.7907,0.65822,0.64667,0.56925,0.69472,0.71777,0.80521,0.6631
1506364643,0.63963,0.56747,0.67215,0.67454,0.7231,0.63,0.60376,0.57056,0.66741,0.67556,0.70718,0.64822
3802761719,0.64688,0.57333,0.6619,0.68121,0.77335,0.62852,0.69099,0.614,0.6719,0.69832,0.81706,0.66892
3297342830,0.68508,0.62653,0.69767,0.70947,0.7193,0.69111,0.69177,0.60642,0.68738,0.70971,0.72135,0.67544
1061785954,0.62084,0.5978,0.68364,0.69067,0.69616,0.65067,0.62839,0.59161,0.68505,0.70458,0.68565,0.67577
840441168,0.63218,0.57386,0.65225,0.67022,0.70438,0.61057,0.62269,0.56722,0.63944,0.70236,0.67146,0.63145
2073256607,0.60523,0.58237,0.67309,0.66821,0.70311,0.64288,0.60517,0.59439,0.66433,0.67559,0.70725,0.6679
2738262442,,,,,,,,,,,,
1366980320,0.65933,0.59792,0.69827,0.69836,0.73413,0.68859,0.69202,0.608,0.6872,0.70754,0.74024,0.69008
2833220163,,,,,,,,,,,,
1384725921,0.54131,0.51709,0.60687,0.58752,0.612,0.56608,0.54712,0.51273,0.59579,0.61246,0.62074,0.5939
645047557,0.60038,0.57389,0.65041,0.6466,0.68861,0.63321,0.60643,0.56072,0.65392,0.65901,0.70481,0.63236
722712860,0.59728,0.55153,0.58811,0.62604,0.65789,0.59724,0.59093,0.53308,0.58916,0.63203,0.64122,0.59041
2333392863,0.61095,0.55661,0.64603,0.65592,0.70401,0.61434,0.61145,0.55731,0.63998,0.6642,0.67856,0.62557
3874779637,0.58558,0.57089,0.66636,0.6496,0.73526,0.6171,0.58746,0.57098,0.67356,0.68349,0.70751,0.63859
1692228311,0.61953,0.55273,0.65123,0.669,0.67949,0.62915,0.62688,0.55632,0.64536,0.67739,0.67976,0.63465
949553897,0.59277,0.55016,0.60499,0.61749,0.64787,0.60232,0.59028,0.55139,0.60291,0.62884,0.62463,0.61199
3542747657,0.59315,0.55514,0.61257,0.65042,0.68793,0.60235,0.60722,0.53706,0.59527,0.6601,0.67406,0.59814
1470401953,0.56453,0.5191,0.59978,0.61536,0.64597,0.60138,0.57822,0.50213,0.58806,0.63142,0.65528,0.57418
1333776331,0.57923,0.54872,0.63172,0.64568,0.66447,0.60556,0.5758,0.53618,0.61751,0.63362,0.65376,0.60261
333924186,0.6435,0.59249,0.68517,0.72886,0.73321,0.64378,0.63582,0.58884,0.67744,0.72002,0.68512,0.65756
835560282,0.5371,0.50593,0.58582,0.57131,0.61014,0.55261,0.54742,0.52042,0.58206,0.58162,0.65657,0.56714
1812134246,,,,,,,,,,,,
266419891,0.59165,0.54795,0.65015,0.63059,0.69726,0.6161,0.60523,0.56399,0.65302,0.64897,0.68442,0.63315
2339362899,0.55814,0.53227,0.61614,0.59509,0.6342,0.58922,0.55924,0.5414,0.61554,0.60728,0.65162,0.60689
1478569228,0.53366,0.50396,0.5915,0.59916,0.67381,0.5568,0.52985,0.49615,0.60777,0.61383,0.67963,0.553
2854676166,0.5577,0.53412,0.59959,0.60707,0.62368,0.58443,0.55913,0.52076,0.60913,0.6305,0.60735,0.60439
3193273925,0.59594,0.57081,0.65863,0.64767,0.69712,0.62788,0.60452,0.57497,0.66268,0.6674,0.68935,0.63753
3694177249,,,,,,,,,,,,
3529593059,,,,,,,,,,,,
1392758224,0.63246,0.61099,0.68706,0.6616,0.69523,0.64803,0.64555,0.61511,0.68541,0.68855,0.70041,0.66415
2201863517,0.58189,0.5701,0.65202,0.63832,0.70525,0.61343,0.5992,0.57239,0.65547,0.65033,0.68874,0.63387
443219575,0.58657,0.54324,0.62197,0.62853,0.68875,0.60309,0.59479,0.55127,0.6196,0.62912,0.65253,0.61242
830499760,0.58572,0.56096,0.64372,0.63495,0.68829,0.6209,0.59207,0.56452,0.64915,0.65186,0.68691,0.63408
40836548,0.56639,0.55495,0.63007,0.61467,0.68843,0.59815,0.58275,0.54052,0.63171,0.63388,0.67147,0.59847
1059746511,0.64166,0.61295,0.68489,0.69108,0.71396,0.65326,0.63395,0.60277,0.68039,0.69096,0.69688,0.67289
104629839,0.58431,0.57789,0.66827,0.64265,0.68567,0.64616,0.59821,0.56561,0.66724,0.64642,0.68763,0.62055
3921210122,0.57767,0.54938,0.59845,0.59038,0.62339,0.56974,0.59036,0.55375,0.59513,0.63149,0.63371,0.59518
929171989,0.63234,0.5922,0.68207,0.67171,0.73473,0.6474,0.63718,0.58797,0.6882,0.67132,0.71756,0.64302
4028118579,0.57265,0.5774,0.64613,0.63858,0.66962,0.61632,0.5793,0.56538,0.63084,0.65598,0.67411,0.6349
1758233379,0.62723,0.55907,0.64507,0.68112,0.7203,0.63764,0.62655,0.56371,0.63865,0.67994,0.6937,0.64398
32977899,,,,,,,,,,,,
3810097204,0.57534,0.57818,0.63516,0.61623,0.64368,0.60661,0.58374,0.57383,0.63829,0.62431,0.63825,0.61266
2860940430,0.58227,0.54436,0.64903,0.63016,0.68342,0.60483,0.58626,0.55113,0.65064,0.63977,0.68579,0.60656
1639265869,0.61152,0.55266,0.64024,0.67007,0.71465,0.61386,0.61405,0.55789,0.63952,0.68496,0.72063,0.62744
2905707501,0.58065,0.55178,0.62382,0.62963,0.66318,0.58738,0.58974,0.5478,0.62367,0.62724,0.65506,0.58982
3964206220,0.59275,0.56401,0.65142,0.61127,0.64034,0.61111,0.58934,0.57066,0.65238,0.62661,0.65542,0.62479
3137567718,0.58066,0.55416,0.64222,0.63934,0.66341,0.60463,0.58029,0.55324,0.63102,0.63006,0.63273,0.58304
494182284,0.62722,0.57164,0.66865,0.67112,0.69104,0.64409,0.63082,0.59036,0.66268,0.67658,0.67351,0.63906
813652829,0.54992,0.5271,0.63169,0.64386,0.67383,0.60425,0.55196,0.52357,0.63518,0.63589,0.67536,0.63317
2799701794,0.59353,0.56526,0.65825,0.63124,0.65906,0.62061,0.59959,0.57498,0.66509,0.65634,0.67834,0.64281
334769830,0.5735,0.5258,0.64473,0.62681,0.69248,0.62071,0.57987,0.5418,0.65102,0.6349,0.6837,0.63276
412950338,0.62018,0.54886,0.63004,0.63737,0.6692,0.60989,0.62239,0.55578,0.63016,0.65432,0.66959,0.62051
612463117,0.62815,0.55903,0.66145,0.67324,0.70784,0.61813,0.6354,0.55872,0.65681,0.68951,0.69951,0.64618
3666010985,0.61061,0.5497,0.63712,0.64392,0.69361,0.62628,0.59387,0.53903,0.64499,0.64492,0.66735,0.63113
1147662449,0.57151,0.55681,0.5963,0.5824,0.56507,0.58849,0.58298,0.55636,0.59228,0.56764,0.51845,0.55977
3068698031,0.61423,0.5847,0.66271,0.64338,0.67385,0.64614,0.61064,0.59503,0.65451,0.64849,0.67803,0.6499
2398485513,,,,,,,,,,,,
2142818843,0.63668,0.59374,0.70639,0.69026,0.70622,0.67359,0.64071,0.60163,0.70454,0.7071,0.68997,0.668
4188493975,0.59934,0.57514,0.66678,0.65828,0.69848,0.649,0.58166,0.56701,0.65231,0.66477,0.70457,0.65012
4129935726,0.61398,0.57914,0.67131,0.65436,0.71386,0.63119,0.63346,0.57346,0.66429,0.67231,0.7127,0.63171
3519784861,0.58193,0.53478,0.68323,0.68865,0.72458,0.62065,0.58064,0.55038,0.67937,0.70144,0.71058,0.63857
3386879997,0.57643,0.5671,0.6781,0.65529,0.70474,0.64954,0.57554,0.54998,0.68188,0.66783,0.68429,0.61318
3191406030,0.59193,0.55473,0.64666,0.63118,0.66672,0.63601,0.58519,0.54773,0.6432,0.63239,0.67945,0.62937
