"HBID","dti_jlf_tr_R_Accumbens_Area","dti_jlf_tr_L_Accumbens_Area","dti_jlf_tr_R_Amygdala","dti_jlf_tr_L_Amygdala","dti_jlf_tr_Brain_Stem","dti_jlf_tr_R_Caudate","dti_jlf_tr_L_Caudate","dti_jlf_tr_R_Cerebellum_Exterior","dti_jlf_tr_L_Cerebellum_Exterior","dti_jlf_tr_R_Hippocampus","dti_jlf_tr_L_Hippocampus","dti_jlf_tr_R_Pallidum","dti_jlf_tr_L_Pallidum","dti_jlf_tr_R_Putamen","dti_jlf_tr_L_Putamen","dti_jlf_tr_R_Thalamus_Proper","dti_jlf_tr_L_Thalamus_Proper","dti_jlf_tr_Cerebellar_Vermal_Lobules_I.V","dti_jlf_tr_Cerebellar_Vermal_Lobules_VI.VII","dti_jlf_tr_Cerebellar_Vermal_Lobules_VIII.X","dti_jlf_tr_R_ACgG","dti_jlf_tr_L_ACgG","dti_jlf_tr_R_AIns","dti_jlf_tr_L_AIns","dti_jlf_tr_R_AOrG","dti_jlf_tr_L_AOrG","dti_jlf_tr_R_AnG","dti_jlf_tr_L_AnG","dti_jlf_tr_R_Calc","dti_jlf_tr_L_Calc","dti_jlf_tr_R_CO","dti_jlf_tr_L_CO","dti_jlf_tr_R_Cun","dti_jlf_tr_L_Cun","dti_jlf_tr_R_Ent","dti_jlf_tr_L_Ent","dti_jlf_tr_R_FO","dti_jlf_tr_L_FO","dti_jlf_tr_R_FRP","dti_jlf_tr_L_FRP","dti_jlf_tr_R_FuG","dti_jlf_tr_L_FuG","dti_jlf_tr_R_GRe","dti_jlf_tr_L_GRe","dti_jlf_tr_R_IOG","dti_jlf_tr_L_IOG","dti_jlf_tr_R_ITG","dti_jlf_tr_L_ITG","dti_jlf_tr_R_LiG","dti_jlf_tr_L_LiG","dti_jlf_tr_R_LOrG","dti_jlf_tr_L_LOrG","dti_jlf_tr_R_MCgG","dti_jlf_tr_L_MCgG","dti_jlf_tr_R_MFC","dti_jlf_tr_L_MFC","dti_jlf_tr_R_MFG","dti_jlf_tr_L_MFG","dti_jlf_tr_R_MOG","dti_jlf_tr_L_MOG","dti_jlf_tr_R_MOrG","dti_jlf_tr_L_MOrG","dti_jlf_tr_R_MPoG","dti_jlf_tr_L_MPoG","dti_jlf_tr_R_MPrG","dti_jlf_tr_L_MPrG","dti_jlf_tr_R_MSFG","dti_jlf_tr_L_MSFG","dti_jlf_tr_R_MTG","dti_jlf_tr_L_MTG","dti_jlf_tr_R_OCP","dti_jlf_tr_L_OCP","dti_jlf_tr_R_OFuG","dti_jlf_tr_L_OFuG","dti_jlf_tr_R_OpIFG","dti_jlf_tr_L_OpIFG","dti_jlf_tr_R_OrIFG","dti_jlf_tr_L_OrIFG","dti_jlf_tr_R_PCgG","dti_jlf_tr_L_PCgG","dti_jlf_tr_R_PCu","dti_jlf_tr_L_PCu","dti_jlf_tr_R_PHG","dti_jlf_tr_L_PHG","dti_jlf_tr_R_PIns","dti_jlf_tr_L_PIns","dti_jlf_tr_R_PO","dti_jlf_tr_L_PO","dti_jlf_tr_R_PoG","dti_jlf_tr_L_PoG","dti_jlf_tr_R_POrG","dti_jlf_tr_L_POrG","dti_jlf_tr_R_PP","dti_jlf_tr_L_PP","dti_jlf_tr_R_PrG","dti_jlf_tr_L_PrG","dti_jlf_tr_R_PT","dti_jlf_tr_L_PT","dti_jlf_tr_R_SCA","dti_jlf_tr_L_SCA","dti_jlf_tr_R_SFG","dti_jlf_tr_L_SFG","dti_jlf_tr_R_SMC","dti_jlf_tr_L_SMC","dti_jlf_tr_R_SMG","dti_jlf_tr_L_SMG","dti_jlf_tr_R_SOG","dti_jlf_tr_L_SOG","dti_jlf_tr_R_SPL","dti_jlf_tr_L_SPL","dti_jlf_tr_R_STG","dti_jlf_tr_L_STG","dti_jlf_tr_R_TMP","dti_jlf_tr_L_TMP","dti_jlf_tr_R_TrIFG","dti_jlf_tr_L_TrIFG","dti_jlf_tr_R_TTG","dti_jlf_tr_L_TTG"
3777454664,2.42329,2.44037,2.83637,2.94169,2.59089,2.47735,2.53409,1.87599,2.02345,2.94926,3.06949,2.12586,2.13748,2.2328,2.1991,2.26422,2.34863,2.50566,2.2808,2.32411,2.71649,2.814,2.76899,2.75496,1.83052,1.75389,1.904,1.71081,2.50404,2.46604,2.61493,2.57421,2.7528,2.50027,2.46297,2.84285,2.73761,2.75597,0.77587,0.67795,2.42998,2.45436,2.03123,1.97574,1.68513,1.6808,1.87249,2.04044,2.58314,2.55733,0.98773,1.12123,2.685,2.7554,2.69011,2.67201,2.37054,2.38692,1.94728,1.71481,2.10297,2.05269,3.16862,2.88498,2.98262,2.80576,2.99999,3.09333,2.02721,1.86368,1.70471,1.20582,2.13179,2.13643,2.62825,2.62744,1.79899,1.73983,2.56369,2.56141,2.66611,2.71177,3.00927,3.16742,2.72607,2.6342,2.67011,2.51157,2.56027,2.49737,2.63041,2.92692,2.9257,2.9811,2.65544,2.74183,2.77264,2.7404,2.88264,2.84051,2.9385,2.95949,2.98229,2.83968,1.69784,1.67893,1.98032,2.01322,2.31527,2.23448,2.00072,1.97659,1.74599,2.16233,1.99901,1.82868,3.09681,2.83848
190462137,2.44561,2.33082,2.63466,2.51499,2.29967,2.63325,2.64164,1.89211,1.98432,2.95147,2.79603,2.09473,2.00695,2.20257,2.17846,2.24357,2.28611,3.21157,2.62595,2.76851,2.81179,2.71539,2.87608,2.82432,1.66396,1.37733,1.47919,1.39231,2.4969,2.56712,2.73444,2.75416,2.46004,2.56663,2.74341,2.7282,2.81523,2.63691,0.1001,0.3014,2.49024,2.5164,2.12155,2.10375,1.61103,1.3485,1.91761,1.74666,2.73373,2.70649,1.2645,0.93328,2.59496,2.54568,2.63029,2.58667,1.94057,2.00711,1.49381,1.2784,2.22865,2.12423,2.7684,2.65371,2.68519,2.48076,2.76144,2.8213,2.12467,1.95983,0.60017,0.49188,2.1758,1.90837,2.54868,2.39335,1.97311,1.56734,2.52513,2.46375,2.39256,2.48918,3.04161,3.06927,2.827,2.85659,2.64571,2.72105,2.19507,2.28008,2.72145,2.64386,2.67216,2.87525,2.43628,2.53053,2.71598,2.73277,3.01892,2.94625,2.27192,2.31495,2.7702,2.70338,1.60073,1.88535,1.48945,1.43065,1.23245,1.38126,2.11823,2.24532,1.62092,1.75484,1.94949,1.62287,2.73814,2.85537
3945734525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610239235,2.31198,2.41887,2.74647,2.60127,2.10916,2.45253,2.49675,1.72414,1.79666,2.87422,2.81233,2.08244,2.01446,2.21148,2.1446,2.24073,2.25452,2.4745,2.32805,2.33333,2.76435,2.74415,2.8976,2.74688,1.53841,1.4902,1.56235,1.25557,2.44441,2.43035,2.69797,2.57199,2.65612,2.59906,2.31059,2.38365,2.63658,2.67212,0.44516,0.86621,2.36266,2.33148,1.58157,1.5186,1.57033,1.33949,1.81682,1.68881,2.5969,2.54123,0.94005,0.84064,2.53058,2.68495,2.87473,2.5784,2.16065,2.20733,1.64632,1.19205,1.85382,1.83765,2.8104,2.73561,2.76919,2.50139,2.99068,2.96839,1.88026,1.74053,1.14644,0.85067,2.10148,2.05947,2.33725,2.32429,1.79395,1.51706,2.67403,2.60471,2.47214,2.53403,2.87053,2.89798,2.82571,2.58319,2.68087,2.48262,2.06525,2.17254,2.57514,2.69981,2.8582,2.90026,2.58866,2.57623,2.65786,2.49694,2.95614,2.88735,2.65381,2.87621,2.83666,2.76282,1.32834,1.4304,1.85279,1.75311,1.68031,1.51185,1.98939,1.94976,1.28377,1.45081,1.85211,1.63323,2.92747,2.77113
4232908175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411593832,2.44128,2.38543,3.05991,2.92952,2.6763,2.48313,2.55342,1.816,1.84126,3.04707,2.87954,2.29812,2.16108,2.23993,2.19545,2.40019,2.4655,3.0143,2.50167,2.61522,3.02016,2.93856,2.9599,2.81605,1.8331,1.42245,1.36884,1.35594,2.62532,2.53865,2.62709,2.54111,2.55283,2.72252,4.63264,3.11739,3.00758,2.64686,0.48756,0.80595,2.53528,2.52358,1.7644,1.56827,1.12892,0.76391,1.57157,1.42588,2.86025,2.74898,0.82826,0.56911,2.71036,2.80117,2.78354,2.7886,2.12545,2.18634,1.29155,1.08444,2.1436,1.81883,3.54162,2.85619,3.03216,2.72408,3.27577,3.52733,1.56627,1.35135,0.39321,0.2682,1.91773,1.63392,2.0247,1.90538,1.45706,1.42951,2.80621,2.73785,2.73331,2.76625,3.54115,3.3978,2.85097,2.64825,2.84112,2.50593,2.42915,2.29387,2.81035,2.33662,2.91559,3.03201,2.58175,2.55104,2.72922,2.45203,2.78255,2.76376,3.30952,3.32595,3.04422,3.01935,1.3887,1.48,1.50548,1.50459,1.78348,1.90068,1.73445,1.56023,1.63531,1.21364,1.05333,0.87627,2.94118,3.05142
3997720855,2.48419,2.49675,2.94071,2.66513,2.62773,2.82767,2.81457,2.22183,2.22644,3.18084,3.13989,2.1744,2.04264,2.23848,2.19568,2.47168,2.49325,3.05203,2.61769,3.20046,2.96903,2.90905,2.9373,2.89601,2.23432,2.08094,1.91307,1.87331,2.86213,2.63216,2.97787,2.85493,2.86685,2.78622,2.92403,3.28211,3.09617,3.16233,1.52873,1.89059,2.61897,2.57848,2.22809,2.21491,1.83175,1.68801,2.14317,1.74554,2.85047,2.74219,1.43625,1.18937,2.91047,2.76858,3.04555,2.87844,2.93642,2.81743,1.93177,1.92231,2.11954,2.09272,3.80122,4.11514,3.83382,3.4189,3.45346,3.83984,2.34873,1.89339,1.47569,1.33311,2.45822,2.26729,3.16542,3.07941,2.07565,1.85121,2.84984,2.67037,2.88499,2.90976,3.35057,3.42474,3.07356,2.7339,2.85907,2.74105,2.67907,2.63366,2.76085,2.80216,3.3978,3.5088,3.15355,3.16701,3.06403,2.81735,2.97824,2.90561,3.56941,3.76084,3.26505,3.39661,1.68437,1.9672,2.31386,2.09869,2.35915,2.15657,2.4134,2.28475,2.32469,2.40432,2.48331,2.09514,3.36723,2.98264
2792628487,2.38924,2.40426,2.59668,2.71822,2.29005,3.86852,3.8215,1.77207,1.92833,2.90155,2.99213,2.1478,2.11022,2.20347,2.162,2.3382,2.4457,2.61835,2.52413,2.56346,2.62195,2.81443,2.76773,2.82923,0.81052,0.87628,1.68436,1.7043,2.38367,2.45536,2.56719,2.60668,2.46971,2.41555,2.0148,2.10848,2.87684,2.68354,0.00302,0.00348,2.25551,2.33021,1.32397,1.22686,1.17512,1.12418,1.70071,1.77512,2.44546,2.46952,0.54929,0.54396,2.56075,2.56283,2.29043,2.49644,1.66346,1.91404,1.35095,1.27226,1.53086,1.47255,3.59909,2.51444,2.68227,2.7425,2.66534,2.63207,1.93273,2.08473,0.0977,0.13023,1.74177,1.79595,2.37618,2.54331,1.35953,1.55957,2.75914,2.73216,2.48385,2.55615,2.81752,2.93826,2.78844,2.65367,2.65132,2.70755,2.53805,2.67602,2.15014,2.02364,2.7122,2.85711,2.57078,2.71406,2.66922,2.70158,2.87695,2.66699,2.064,2.12497,2.77891,2.85144,1.85567,2.30748,1.25832,1.30002,1.59975,1.66338,2.11555,2.32612,0.89865,1.23315,1.13187,1.54439,2.56598,2.74642
2375289141,2.40334,2.2254,2.76536,2.57569,2.49709,2.76068,2.54696,1.96837,2.19066,3.11774,3.08279,2.12672,2.07089,2.1338,2.13996,2.34653,2.37585,3.26848,2.82634,3.06526,2.79629,2.80408,2.73374,3.01804,1.76984,1.61583,1.67767,1.93241,3.03074,2.94985,2.75912,2.85349,2.60629,2.79334,3.08804,3.31782,2.87055,2.87052,0.29266,0.2763,2.44879,2.47687,1.81591,1.86497,1.33631,1.56476,1.81874,1.81745,2.98856,2.97111,1.13186,0.84083,2.83386,2.64213,2.71812,2.64915,1.91778,2.09214,1.62205,1.81418,2.1255,2.09556,3.71268,3.27419,3.4432,3.20654,2.86139,2.72541,2.04623,2.01546,0.36005,0.40717,2.35591,2.57529,2.2245,2.33602,1.76662,1.44563,2.77974,2.61606,2.8815,2.97164,2.91972,3.11257,2.83571,3.01069,2.83614,2.89647,2.67173,2.69074,2.78864,2.82366,3.11959,3.30494,2.73484,2.73974,3.0779,3.24837,2.73912,2.87616,2.60597,2.69387,3.00161,2.98151,1.70864,2.11905,1.76888,2.03842,1.97794,1.90846,2.09823,2.20188,1.55271,1.71838,1.53653,1.46004,3.0159,3.44298
3285570897,2.42121,2.46924,2.66929,2.64358,2.31179,2.81864,2.90206,2.07198,2.1942,2.98869,3.02014,2.13336,1.94675,2.18993,2.16818,2.38898,2.39834,3.17005,2.91925,3.01635,3.03467,3.05933,2.89352,3.01058,2.08125,2.02174,1.919,1.87445,3.00133,2.78623,2.80228,2.7927,3.20558,2.86544,3.03002,3.45591,2.92136,2.94711,0.24203,0.58107,2.48842,2.47008,2.51734,2.29926,1.49592,1.48141,2.04971,1.97032,3.20277,3.08484,1.49475,1.55377,2.97264,2.79635,2.81966,2.90786,2.28583,2.54499,1.72056,1.50929,2.54997,2.3952,4.52197,3.69029,3.28776,3.14331,3.15265,3.25772,2.19285,2.11744,0.89483,0.21764,2.52373,2.43454,2.87246,3.23592,2.53088,2.34046,2.69721,2.7579,2.99153,3.12246,3.1093,3.38493,2.84849,2.82542,2.75907,2.91104,2.90641,3.06275,2.87082,3.0319,2.84137,3.07199,3.09975,3.10207,2.96282,2.95527,3.39899,3.62671,3.00895,3.20007,3.22004,3.19317,1.99115,2.48053,1.98756,1.90487,2.38165,2.32297,2.39733,2.4988,1.97535,2.56948,2.48544,2.36929,3.17998,3.09622
2951920612,2.4038,2.3901,2.74306,2.73812,2.3753,2.37621,2.47166,2.06538,2.08345,2.7937,2.94724,2.09549,2.14853,2.12583,2.17764,2.24326,2.34644,3.22102,3.01524,3.03875,2.79803,2.97917,2.99866,3.03494,1.4808,1.34721,1.4925,1.53244,2.62766,2.63017,3.06881,2.83578,2.85583,2.81376,2.69887,3.13428,2.9064,2.88481,0.01326,0.13136,2.2767,2.38823,1.95529,1.70135,1.58528,1.12718,1.75467,1.63094,3.10963,3.00111,0.95393,0.69032,2.90424,2.79203,2.51873,2.72305,2.25082,2.01625,1.5758,1.49011,2.01804,1.75944,3.78422,3.10797,3.34197,2.89224,3.07112,3.23219,1.97956,1.64391,1.10362,0.7649,2.35124,2.17971,2.64528,2.74134,1.79067,1.65286,2.77117,2.74861,2.81505,3.03928,3.07835,3.20748,2.80455,2.79954,2.76011,2.80066,2.35355,2.62226,2.66131,2.69208,2.91737,3.03075,2.83584,2.91147,2.9556,2.76664,3.50089,2.87092,2.71365,2.85183,3.12943,3.08055,1.37684,1.6103,2.1437,2.15874,1.77433,1.98387,2.05134,1.95542,1.34787,1.51578,1.96028,1.52435,2.9563,3.09614
1974557849,2.43191,2.44122,2.55367,2.6423,2.35939,3.48157,3.366,1.96884,2.0211,2.95809,3.06105,2.09413,1.98585,2.2081,2.17103,2.57765,2.6061,3.18637,2.80917,3.44415,2.79223,2.88251,2.99933,2.91966,1.85863,1.6449,1.45712,1.59764,2.80227,2.73223,2.96312,2.78811,2.97875,2.89341,2.84843,3.13371,2.76667,2.96196,0.79465,0.82945,2.4479,2.49942,1.91924,1.85041,1.86265,1.6454,1.80024,2.00498,2.84939,2.81207,0.96212,1.0694,2.84676,2.5309,2.70197,2.92876,2.49597,2.58645,1.72439,1.75142,2.01665,2.03716,3.98398,3.08422,3.4643,3.21918,3.48553,3.4473,1.99497,2.04563,0.97969,0.91446,2.37893,2.30638,2.59701,2.60137,1.75874,1.69666,2.75391,2.57245,2.89579,2.91252,3.00774,3.23433,2.91061,2.86313,2.94645,2.93053,2.26537,2.49503,2.6578,2.82497,2.96966,3.25507,3.08451,3.05372,3.08564,2.67976,3.26007,3.3923,3.38421,3.45564,3.17432,3.11388,1.58243,1.68313,1.92249,1.936,1.52765,1.6762,2.15516,1.93761,1.98809,1.91497,1.92954,1.92213,2.86359,3.3531
3784269419,2.36526,2.31584,2.64512,2.42478,2.41661,2.48785,2.91275,1.93918,2.01817,2.93666,2.98805,2.07751,1.8278,2.16974,2.00736,2.39855,2.42708,2.99661,2.64694,3.02383,2.69261,2.69083,2.88594,2.76767,1.91283,1.66839,1.63163,1.28468,2.66809,2.59932,2.69159,2.79287,2.87355,2.93349,2.43086,3.36133,2.80508,3.1311,0.47382,0.92382,2.40595,2.50957,1.9504,1.94606,1.6722,1.04441,1.91511,1.66959,2.43262,2.87055,1.10447,1.02419,2.65379,2.53719,2.7262,2.78849,2.2416,2.56681,1.62944,1.33069,2.29633,1.90504,3.25586,2.93898,3.17246,2.80413,3.31785,3.39452,1.86797,1.71561,1.14689,0.71884,2.3184,2.01627,2.55597,3.18336,2.03791,1.40881,2.54246,2.65498,2.78212,2.76842,2.97986,3.40489,2.89988,2.68694,2.56221,2.68087,1.9084,2.22055,2.86123,2.87825,2.99304,3.31488,2.19312,2.59731,2.57973,2.85248,3.23998,3.47006,2.74732,2.77774,2.9661,2.88166,1.31676,1.67851,2.07027,1.67464,1.76597,1.54695,1.88658,2.22379,1.19108,2.23321,2.16577,1.79593,3.0238,2.96104
2785789631,2.56493,2.47594,2.82308,2.707,2.4798,3.14297,3.15434,1.86375,1.98783,3.15874,3.1326,2.32403,2.21028,2.27206,2.22729,2.50554,2.53763,2.86563,2.39985,2.7927,2.90074,2.86691,2.92198,3.07308,1.9736,1.88669,1.71593,1.51057,2.53569,2.50318,2.64186,2.79164,2.62334,2.65266,2.79782,3.24257,3.0242,2.92782,0.38004,1.08887,2.55234,2.53034,2.3668,2.24807,1.44726,1.28149,2.06228,1.92697,2.54654,2.56189,1.01732,1.17817,2.77796,2.65662,2.66926,2.72135,2.10775,2.19719,1.80563,1.40959,2.26444,2.18522,2.87031,2.67409,2.88756,2.68346,2.95772,3.03567,2.02915,2.05636,1.22398,0.70769,2.15842,1.75115,2.19448,2.59927,1.78816,1.56324,2.6203,2.59951,2.58983,2.53624,2.98352,3.07909,2.80689,2.7973,2.71916,2.61354,1.91779,2.06715,2.84989,2.80724,2.96299,3.04729,2.42755,2.73737,2.63694,2.77174,3.30963,2.91774,2.72634,2.79179,2.84385,2.78721,1.38462,1.52648,1.90688,1.75523,1.73915,1.5763,2.01388,2.28513,1.59983,2.33192,1.76735,1.78374,2.9634,2.92796
4013183307,2.37553,2.3102,2.59812,2.5084,2.14796,2.40444,2.38104,1.83304,1.87461,2.71684,2.7516,2.18246,2.06361,2.17365,2.11252,2.27972,2.28928,2.67806,2.50227,2.4018,2.65807,2.76156,2.76905,2.74212,1.76088,1.46048,1.46174,1.41123,2.50726,2.47222,2.56565,2.44781,2.55407,2.6164,2.29879,2.52296,2.72155,2.60137,0.53304,0.71848,2.14185,2.24387,2.09384,1.98545,1.00466,0.78821,1.3463,1.19019,2.78827,2.72813,0.94476,0.81404,2.6512,2.61482,2.71473,2.60682,2.28997,2.21125,1.35466,1.14879,2.21794,2.0469,3.25052,3.27117,3.25065,2.95875,3.21124,3.1666,1.39204,1.16492,0.68727,0.33522,1.87474,1.77141,1.96673,1.87943,1.80937,1.41345,2.62271,2.59663,2.64258,2.62036,2.83843,2.96245,3.00657,2.68112,2.51541,2.44937,2.35957,2.37856,2.91835,2.77754,2.66242,2.70625,2.50069,2.69468,2.30355,2.57232,3.00879,2.89107,2.99866,3.02991,2.89541,2.88851,1.38395,1.78794,1.68988,1.56755,1.65942,1.54655,1.45251,1.41723,0.88028,1.27477,1.19454,0.8019,2.75251,2.77663
1926820202,2.3275,2.27212,2.51075,2.47788,2.5087,2.55183,2.56462,1.86421,1.78803,2.73431,2.75725,2.01142,1.85804,2.12977,2.00833,2.2013,2.23286,2.9932,2.50725,2.72081,2.5711,2.51981,2.56816,2.69611,1.99966,2.0148,1.87764,1.77939,2.42721,2.28313,2.52296,2.41038,2.46529,2.23628,2.69645,2.66109,2.52336,2.56033,0.77345,1.20468,2.32091,2.27776,2.31128,2.22993,1.51224,1.59128,1.92208,1.85345,2.43855,2.22895,1.57633,1.26846,2.50534,2.47111,2.64489,2.50493,2.28584,2.31461,1.69294,1.65577,2.10012,1.93446,3.04269,2.92557,2.83879,2.51622,2.78482,2.74041,1.9416,1.9083,0.52554,0.30583,2.07782,1.9839,2.40302,2.28984,2.08901,1.67626,2.36387,2.33746,2.47016,2.47121,2.77027,2.94032,2.68201,2.7321,2.43157,2.47197,2.45501,2.41808,1.93258,2.08372,2.51112,2.60228,2.52517,2.69645,2.60453,2.38976,2.81955,2.80812,2.81882,3.04501,2.91877,2.78265,2.00459,2.28204,1.66701,1.62497,2.11041,2.03666,2.09837,2.15705,1.70238,1.87146,2.31694,1.76337,2.55187,2.8484
3910614691,2.37128,2.43476,2.54342,2.40102,2.32937,3.09184,3.71808,1.99649,1.9928,2.71562,2.67353,2.10405,1.8354,2.20526,2.05195,2.21855,2.33056,2.65397,2.60155,2.68119,2.86094,2.77751,2.7857,2.89353,1.40208,1.52188,1.71624,1.58338,2.74824,2.64985,2.85847,2.77725,2.87691,2.68718,2.47378,2.76933,3.15574,2.82427,0.03621,0.26307,2.20189,2.27725,2.0179,2.10736,1.83638,1.36393,1.95576,1.80851,2.50598,2.55677,0.87772,1.16786,2.78214,2.69661,2.58511,2.75873,2.04326,2.1591,1.77212,1.54375,1.95036,1.90248,3.87281,3.1648,3.07245,2.95081,2.92921,3.04309,2.17714,1.78554,1.66143,0.91683,2.17823,1.95014,2.52327,2.49365,2.16463,1.89783,2.61183,2.74534,2.84093,2.81834,2.77791,2.84809,2.93609,2.66777,2.87952,2.77383,2.2395,2.58678,2.35821,2.54476,2.77434,3.10195,2.60419,2.78989,2.83853,2.58815,3.35048,2.84711,2.58001,2.9692,3.11274,3.02911,1.32184,1.74836,2.23818,2.06832,1.99313,1.98458,2.10683,2.07975,1.42957,1.83789,2.15023,1.66819,2.80719,2.88323
2367781772,2.38274,2.35286,2.92276,2.70587,2.49734,2.50935,2.78171,2.21266,2.17587,3.03098,2.95747,2.09842,2.03358,2.21112,2.13923,2.33442,2.41043,3.48578,2.7036,3.38743,2.82177,3.00639,3.20131,3.12828,1.94613,1.77435,1.92497,1.90536,2.662,2.83476,3.289,3.14524,3.07477,2.73363,2.52835,3.08486,3.12027,3.08089,0.41243,0.69332,2.4203,2.50215,2.11093,2.19248,1.91012,1.71196,2.06264,2.1603,2.89159,2.88644,1.23419,1.366,2.69511,2.83359,2.81471,2.83584,2.71465,2.77454,1.84745,1.7429,1.85571,1.83375,3.82822,3.6696,3.25473,3.03504,3.2598,3.42325,2.17725,2.20343,0.92286,0.77389,2.62104,2.56978,3.15013,3.00634,1.98148,2.33087,2.74599,2.72907,3.05109,3.11968,2.87309,3.13808,3.21018,2.97445,3.70698,3.00796,3.23616,2.97111,2.90348,2.84022,2.95604,3.51073,3.31019,3.23316,3.45375,3.05073,2.84757,2.63807,3.38144,3.45904,3.12501,3.1026,2.44163,2.62921,2.28242,2.24323,2.15126,2.37832,2.49757,2.50266,1.71887,2.00288,2.46832,2.46758,3.3765,3.44169
1078778984,2.36848,2.38031,2.65656,2.62588,2.31281,2.3532,2.46232,1.92317,2.05002,3.00774,3.0791,2.18973,2.15502,2.21394,2.16637,2.26275,2.29433,2.64603,2.69122,2.89773,2.76605,2.78645,2.94046,2.81082,1.6451,1.48295,1.42187,1.41525,2.60051,2.43425,2.68962,2.55235,2.78922,2.58959,2.85278,2.79448,2.68381,2.68488,0.25554,0.4111,2.40633,2.40529,2.19607,2.2761,1.47244,1.10141,1.86471,1.61374,2.62507,2.61209,1.06699,1.12166,2.60687,2.83189,2.84325,2.63685,1.93025,1.93983,1.5731,1.22715,2.2321,2.21856,3.65329,3.06628,3.13022,2.80532,3.07099,3.16631,1.62158,1.57249,1.09411,0.69639,2.16453,1.82526,2.20504,2.10421,1.96992,1.73203,2.60648,2.54825,2.77547,2.86779,3.1082,3.16838,2.86583,2.82444,2.57883,2.63007,2.09747,2.43815,2.73371,2.88038,2.88124,2.90962,2.59198,2.81446,2.38347,2.46478,2.8914,2.83816,2.88367,2.91409,3.10602,2.97448,1.06241,1.32882,2.21479,2.1507,2.02884,2.1955,1.61811,1.69867,1.58665,1.81949,1.50426,1.17274,2.67956,2.95353
2620237605,2.30294,2.32371,2.58661,2.57406,2.48432,2.96359,3.51951,2.06484,2.08118,3.01865,3.00415,2.06165,1.77329,2.09382,2.05359,2.33693,2.34205,3.19404,2.87546,3.08213,2.95924,2.80284,2.94056,2.94292,1.79085,1.74464,1.88763,2.00075,2.74074,2.67467,2.9405,2.85828,2.97445,2.80369,2.35479,2.82151,3.1656,3.08489,0.29124,0.5783,2.42324,2.45189,2.19959,2.14137,1.70806,1.57702,2.09527,1.87284,2.94869,2.74805,1.16546,1.22611,2.70519,2.75658,2.82699,2.84083,2.25049,2.53412,1.83505,1.77066,2.05714,2.18435,3.01989,2.74574,3.10532,2.92478,3.14119,3.22208,2.30501,2.19088,0.89278,0.48008,2.23319,2.13426,2.71989,2.98446,1.9596,1.98607,2.67558,2.72014,2.87362,2.92648,2.97697,3.12031,2.94345,2.84838,2.84865,2.77526,2.77414,3.00391,2.70667,2.72472,2.88681,3.24846,2.94077,2.9676,2.90037,3.03474,3.45862,3.27978,3.02609,3.20236,2.95321,2.95602,1.9921,2.34661,2.00741,1.7686,1.98832,2.05306,2.35213,2.46714,1.4148,2.08429,2.07748,2.1941,2.86626,3.14872
2187354851,2.3235,2.30096,2.81244,2.6753,2.09021,2.291,2.31424,1.48247,1.62912,2.81917,2.77419,2.01938,1.90568,2.13411,2.11376,2.20953,2.24066,2.49768,2.21748,2.28952,2.68461,2.75548,2.87335,2.8301,1.35595,1.13768,1.45344,1.47472,2.49842,2.41633,2.66955,2.52742,2.56638,2.51586,2.12221,2.49769,2.86724,2.69122,0.01871,0.10776,2.23066,2.27402,1.80298,1.74638,1.32202,1.01637,1.66716,1.57011,2.57421,2.61663,0.80596,0.73898,2.7262,2.65097,2.35359,2.6102,1.7321,1.72023,1.60923,1.30968,1.95758,1.91761,2.86505,3.15711,2.83786,2.63287,2.69631,3.00793,1.72196,1.65184,0.89946,0.48536,1.87297,1.71587,1.96051,1.84803,1.66467,1.43952,2.63121,2.47593,2.44083,2.46282,2.75876,2.93099,2.85182,2.76379,2.77941,2.66032,1.78419,1.62862,2.67955,2.74977,2.73245,2.99928,2.07878,2.19212,2.48041,2.47984,2.98158,3.00128,2.34948,2.47951,2.91987,2.86444,1.35024,1.40207,1.72364,1.65284,1.47932,1.42643,1.80475,1.81816,0.88607,1.20946,1.07719,1.24541,2.94429,3.05329
