"HBID","dti_jlf_tr_R_Accumbens_Area","dti_jlf_tr_L_Accumbens_Area","dti_jlf_tr_R_Amygdala","dti_jlf_tr_L_Amygdala","dti_jlf_tr_Brain_Stem","dti_jlf_tr_R_Caudate","dti_jlf_tr_L_Caudate","dti_jlf_tr_R_Cerebellum_Exterior","dti_jlf_tr_L_Cerebellum_Exterior","dti_jlf_tr_R_Hippocampus","dti_jlf_tr_L_Hippocampus","dti_jlf_tr_R_Pallidum","dti_jlf_tr_L_Pallidum","dti_jlf_tr_R_Putamen","dti_jlf_tr_L_Putamen","dti_jlf_tr_R_Thalamus_Proper","dti_jlf_tr_L_Thalamus_Proper","dti_jlf_tr_Cerebellar_Vermal_Lobules_I.V","dti_jlf_tr_Cerebellar_Vermal_Lobules_VI.VII","dti_jlf_tr_Cerebellar_Vermal_Lobules_VIII.X","dti_jlf_tr_R_ACgG","dti_jlf_tr_L_ACgG","dti_jlf_tr_R_AIns","dti_jlf_tr_L_AIns","dti_jlf_tr_R_AOrG","dti_jlf_tr_L_AOrG","dti_jlf_tr_R_AnG","dti_jlf_tr_L_AnG","dti_jlf_tr_R_Calc","dti_jlf_tr_L_Calc","dti_jlf_tr_R_CO","dti_jlf_tr_L_CO","dti_jlf_tr_R_Cun","dti_jlf_tr_L_Cun","dti_jlf_tr_R_Ent","dti_jlf_tr_L_Ent","dti_jlf_tr_R_FO","dti_jlf_tr_L_FO","dti_jlf_tr_R_FRP","dti_jlf_tr_L_FRP","dti_jlf_tr_R_FuG","dti_jlf_tr_L_FuG","dti_jlf_tr_R_GRe","dti_jlf_tr_L_GRe","dti_jlf_tr_R_IOG","dti_jlf_tr_L_IOG","dti_jlf_tr_R_ITG","dti_jlf_tr_L_ITG","dti_jlf_tr_R_LiG","dti_jlf_tr_L_LiG","dti_jlf_tr_R_LOrG","dti_jlf_tr_L_LOrG","dti_jlf_tr_R_MCgG","dti_jlf_tr_L_MCgG","dti_jlf_tr_R_MFC","dti_jlf_tr_L_MFC","dti_jlf_tr_R_MFG","dti_jlf_tr_L_MFG","dti_jlf_tr_R_MOG","dti_jlf_tr_L_MOG","dti_jlf_tr_R_MOrG","dti_jlf_tr_L_MOrG","dti_jlf_tr_R_MPoG","dti_jlf_tr_L_MPoG","dti_jlf_tr_R_MPrG","dti_jlf_tr_L_MPrG","dti_jlf_tr_R_MSFG","dti_jlf_tr_L_MSFG","dti_jlf_tr_R_MTG","dti_jlf_tr_L_MTG","dti_jlf_tr_R_OCP","dti_jlf_tr_L_OCP","dti_jlf_tr_R_OFuG","dti_jlf_tr_L_OFuG","dti_jlf_tr_R_OpIFG","dti_jlf_tr_L_OpIFG","dti_jlf_tr_R_OrIFG","dti_jlf_tr_L_OrIFG","dti_jlf_tr_R_PCgG","dti_jlf_tr_L_PCgG","dti_jlf_tr_R_PCu","dti_jlf_tr_L_PCu","dti_jlf_tr_R_PHG","dti_jlf_tr_L_PHG","dti_jlf_tr_R_PIns","dti_jlf_tr_L_PIns","dti_jlf_tr_R_PO","dti_jlf_tr_L_PO","dti_jlf_tr_R_PoG","dti_jlf_tr_L_PoG","dti_jlf_tr_R_POrG","dti_jlf_tr_L_POrG","dti_jlf_tr_R_PP","dti_jlf_tr_L_PP","dti_jlf_tr_R_PrG","dti_jlf_tr_L_PrG","dti_jlf_tr_R_PT","dti_jlf_tr_L_PT","dti_jlf_tr_R_SCA","dti_jlf_tr_L_SCA","dti_jlf_tr_R_SFG","dti_jlf_tr_L_SFG","dti_jlf_tr_R_SMC","dti_jlf_tr_L_SMC","dti_jlf_tr_R_SMG","dti_jlf_tr_L_SMG","dti_jlf_tr_R_SOG","dti_jlf_tr_L_SOG","dti_jlf_tr_R_SPL","dti_jlf_tr_L_SPL","dti_jlf_tr_R_STG","dti_jlf_tr_L_STG","dti_jlf_tr_R_TMP","dti_jlf_tr_L_TMP","dti_jlf_tr_R_TrIFG","dti_jlf_tr_L_TrIFG","dti_jlf_tr_R_TTG","dti_jlf_tr_L_TTG"
2992501050,2.39986,2.41586,2.69351,2.7781,1.94863,2.77168,3.05196,1.33818,1.46522,2.88316,3.03302,2.12021,1.98328,2.2318,2.1763,2.38112,2.45306,3.51079,3.00572,2.21136,3.0095,3.26534,3.00878,3.00363,1.24092,1.18705,1.69072,1.59614,2.56954,2.36961,2.85287,2.71184,3.19005,3.03869,1.90625,2.48497,3.03868,2.97946,0.09893,0.52696,2.34601,2.43488,1.27108,1.15333,1.29336,1.15454,1.55591,1.40115,2.58463,2.60518,0.61853,0.67676,3.04599,3.14159,2.84255,2.95623,1.86118,1.97414,1.7398,1.52136,1.57622,1.58987,3.01478,3.49959,3.30017,3.1668,3.13984,3.23067,2.10093,1.86085,0.72825,0.38852,1.96308,1.72314,2.70688,2.63084,1.65337,1.51414,2.73759,2.78182,2.92707,3.14379,2.60631,2.8703,3.15046,3.02605,2.79948,2.80095,2.37689,2.79791,2.53496,2.80278,2.88168,3.17948,2.69164,2.97796,3.1929,2.99818,2.94122,3.10396,2.71764,2.97771,3.3057,3.05956,1.6193,1.96717,2.34943,2.16222,1.86885,2.04913,2.2584,2.29162,1.34629,1.48947,1.36819,1.3196,2.98922,3.32373
1404794179,2.38206,2.36613,2.77582,2.63493,2.32088,2.48016,2.29813,2.01725,1.97994,2.98839,2.8709,2.03747,1.98262,2.14017,2.09351,2.22263,2.214,2.82906,2.38996,2.35597,2.78311,2.90035,2.76685,2.72236,1.66534,1.56477,1.5911,1.6468,2.68612,2.62056,2.80075,2.72198,2.88867,2.76762,2.87602,3.18903,2.84488,2.81111,0.29161,0.4856,2.40949,2.46261,2.07504,1.9931,1.56946,1.20607,2.07316,1.84115,2.77086,2.60352,1.0059,1.12628,2.75418,2.70266,2.84615,2.64457,1.88371,2.02223,1.51978,1.45493,2.20711,2.18427,2.96726,2.93277,2.75447,2.62201,3.06149,3.0814,2.08216,1.89883,0.83678,0.37296,2.38642,2.06991,2.49235,2.46555,2.02092,1.69772,2.6254,2.58015,2.77203,2.64941,3.04348,3.07501,2.92294,2.69478,2.72593,2.66701,2.10499,2.22333,2.6837,2.64971,2.78337,2.97786,2.54223,2.58278,2.56484,2.70091,3.43243,2.94324,2.62452,2.72995,3.00795,2.88012,1.3897,1.75735,1.67049,1.89,1.9159,1.89929,2.11423,2.16531,1.6974,2.00431,1.91661,1.61528,2.75281,2.75089
3058390504,2.50263,2.43759,2.68384,2.56455,2.44163,2.88165,2.90422,1.94192,1.95536,2.8281,2.85201,1.99763,1.9624,2.12355,2.10241,2.28184,2.30771,3.04517,2.53689,3.34643,2.95833,2.89324,2.84087,2.75841,1.86186,1.90066,1.59722,1.65034,2.63424,2.40996,2.64305,2.59091,3.07497,2.64896,2.9044,3.20383,2.86886,2.71363,0.45482,1.26247,2.38422,2.38396,2.15504,2.01179,1.65836,1.17215,1.87439,1.74222,2.65027,2.49408,0.94904,1.10621,2.83555,2.77278,2.76704,2.86042,2.40923,2.6315,1.60788,1.27502,2.10815,2.11945,3.41588,3.26133,3.57546,2.90755,3.25132,3.40828,2.03691,1.90715,0.75153,0.5426,2.18488,1.96477,2.3961,2.68394,1.71558,1.89236,2.59258,2.61503,2.85508,2.74429,3.27171,3.01344,2.77544,2.76638,2.57411,2.6246,2.73468,2.85385,2.62061,2.68274,2.7042,2.86776,3.01287,2.90972,2.61599,2.62324,3.57739,3.40688,3.24906,3.43014,3.27322,3.05747,1.53037,2.0716,1.83566,1.73359,2.06234,2.07932,1.94099,1.95959,1.66311,2.16657,1.7304,2.1065,2.68519,2.70095
3183375640,2.39385,2.3623,2.65704,2.54892,2.35196,2.70818,2.8669,2.07169,2.12406,2.85207,2.8919,2.11851,1.95078,2.13987,2.10588,2.56162,2.40671,2.93894,2.95004,2.70351,2.80035,2.91247,2.90948,3.04805,1.61023,1.64408,1.68125,1.65091,2.9135,2.74888,2.89082,2.88025,2.92968,2.77646,2.84922,3.36362,3.00398,3.10647,0.01994,0.18729,2.44659,2.44225,1.89856,1.96412,1.54419,1.22975,1.8961,1.58346,2.96987,2.80072,0.95747,1.00532,2.70713,2.71503,2.76707,3.08746,1.80474,2.2779,1.55736,1.25415,2.02634,2.21434,3.39138,3.32326,3.02087,2.90795,2.86882,3.08099,2.07102,1.7161,0.72721,0.24948,2.32991,2.10499,2.91558,2.9939,1.99492,1.54477,2.6473,2.74924,2.81167,2.86534,2.84694,3.06572,2.91293,2.83112,2.83673,2.8976,2.34005,2.6015,2.71228,2.95707,2.96052,3.39982,2.50249,2.88991,2.61869,3.063,3.10302,3.16387,2.64645,2.86576,2.90106,3.21383,1.62907,1.85782,1.77856,1.77854,1.93692,1.76082,2.03578,2.15555,1.37391,1.70678,1.6776,1.2384,3.10441,3.10393
205407253,2.44445,2.45375,2.84232,2.70652,2.39505,2.39544,2.54213,2.00694,1.96648,3.0197,2.98772,2.12386,2.04444,2.18064,2.15273,2.3414,2.36824,2.98361,2.81861,2.85717,2.84399,2.89492,2.88901,3.03205,1.89367,1.74633,1.91297,1.94441,2.8394,2.85785,2.99562,2.70434,3.01293,2.79417,2.37578,2.91362,2.98836,3.04372,0.18956,0.45088,2.45957,2.48251,2.2835,2.19387,1.45178,1.29868,2.20369,1.80317,2.93014,2.75134,1.06241,0.95914,2.75578,2.98817,3.027,2.93751,1.84392,2.0973,1.77752,1.56652,2.28796,2.20818,3.67211,3.55945,3.01825,2.96405,3.17951,3.34087,2.28751,1.83107,0.77906,0.3078,2.25152,2.04208,2.54324,2.37515,1.80575,1.58528,2.76509,2.75396,2.93941,2.96311,3.05204,2.95873,2.88252,2.84195,2.54952,2.65217,2.61727,2.7224,2.73553,2.84176,3.20905,3.1355,2.75383,2.81124,3.11108,2.9936,3.2127,3.08534,2.81009,3.17754,3.14572,3.06654,1.68871,2.03289,1.82166,1.92439,2.15682,2.18179,2.28113,2.17544,1.70225,1.762,1.71173,1.37526,3.18902,3.23657
3107779654,2.56075,2.44567,2.77779,2.71326,2.49711,3.43718,2.97111,2.04684,2.06889,2.99508,2.95462,2.20411,2.07885,2.21711,2.14396,2.41598,2.56145,3.22232,2.70095,3.02199,2.82331,2.95662,3.08697,3.04225,1.94622,1.95181,1.34064,1.5018,2.72346,2.51838,3.04468,3.00812,2.85839,2.72806,2.95995,3.11621,3.53044,3.65814,0.93541,1.07567,2.48512,2.51905,2.46799,2.52941,1.23914,1.16495,1.66522,1.76401,2.85869,2.67803,1.03147,1.26001,2.74691,2.75955,2.95616,2.77566,2.32294,2.38309,1.3334,1.48179,2.15428,2.18465,3.43028,3.23778,2.88989,2.90272,3.09618,3.15152,1.96208,1.65361,0.19645,0.43469,1.99589,2.0426,3.04375,2.92121,1.61746,1.70166,2.77003,2.63346,2.79888,2.87924,3.32077,3.24494,2.93685,2.87571,3.07049,2.60471,2.57997,2.45247,2.77383,2.81427,2.92553,3.26257,2.66682,2.66983,3.23723,2.89995,2.93891,3.05746,3.19972,3.53285,2.91891,2.83254,1.54278,1.75558,1.80811,1.84469,1.91477,2.07392,2.16816,1.87587,1.96408,1.68211,1.4866,1.52081,3.24547,3.26915
3103018779,2.39131,2.24226,2.80349,2.60501,2.48624,2.46976,2.49946,1.93302,2.10866,3.04368,2.95585,2.14291,2.05128,2.12919,2.05523,2.25538,2.35935,3.36127,2.76823,2.72761,2.72737,2.81546,2.93685,2.82517,1.85886,1.73568,1.73491,1.95913,2.53896,2.5714,2.74493,2.69662,2.90338,2.74202,3.40441,3.35625,2.52631,2.88668,0.28998,0.54436,2.38417,2.48779,2.14848,2.1541,1.72356,1.62574,1.89129,2.09369,2.68148,2.77347,1.05643,1.38628,2.70114,2.6367,2.82789,2.59205,2.10445,2.18611,1.79985,1.88706,2.21311,2.2476,3.29957,2.86145,2.76842,2.65763,3.18846,2.96106,2.11149,2.2242,0.5644,0.68345,2.06725,2.18861,2.48771,2.91245,2.2335,2.15022,2.67883,2.72187,2.60561,2.63036,3.11759,3.22401,2.95306,2.92871,2.90218,3.0055,2.24457,2.37602,2.60524,3.15796,3.05819,3.18311,2.52102,2.72128,3.0328,2.96127,2.80129,2.98841,2.7255,2.79035,2.9227,2.95812,1.56436,2.41273,2.04242,1.90315,1.85582,1.71482,2.08598,2.37583,1.71639,1.82021,1.93458,2.11679,3.22041,3.37062
620946215,2.46264,2.41904,2.63575,2.6312,2.45544,2.87114,3.33718,2.21058,2.18076,2.85593,2.92315,2.25504,2.19537,2.20971,2.19509,2.3833,2.39742,3.12214,2.9636,2.90171,2.78798,3.14441,3.00841,3.06138,2.07674,2.08173,1.86542,1.61374,2.88479,2.65725,2.95854,2.8064,2.88334,2.97761,3.06914,3.27273,3.12102,2.93681,0.51039,1.07932,2.5533,2.47652,2.40471,2.38542,1.58846,1.06001,2.08924,1.5862,2.89069,2.72019,1.28206,1.17427,2.79711,2.9787,2.94271,3.00356,2.4236,2.82748,1.72395,1.09868,2.32969,2.29836,3.65393,3.28368,3.0618,2.9808,3.34468,3.8188,2.11848,1.86921,0.47265,0.16096,2.34909,1.9356,2.63721,2.79238,1.99736,1.85457,2.86677,2.78347,2.9477,2.94619,2.98141,3.17351,3.09279,2.99157,3.01328,2.59876,2.7355,2.91941,2.9996,3.04346,3.27004,3.29263,2.9723,3.13225,2.85348,3.22219,2.7886,2.92894,3.51734,3.63191,3.16113,3.23505,1.97205,2.11478,1.79103,1.98662,2.30148,2.13334,2.27435,2.12997,1.79539,2.1886,1.91713,1.69249,3.09787,3.10652
1274830805,2.31181,2.3472,2.61328,2.57336,2.48558,2.96773,3.17122,2.07978,2.11801,2.89275,2.95449,2.02006,1.90278,2.08797,2.10939,2.38398,2.39191,3.18367,2.40378,3.14684,2.59465,2.72612,2.75178,2.73029,2.19941,1.91745,2.00937,1.88912,2.72362,2.57398,2.66897,2.62025,2.7494,2.71538,2.69755,2.79772,2.94195,2.65428,0.56639,0.81973,2.38748,2.4118,2.4258,2.33249,2.20942,1.72705,2.11853,2.14269,2.68968,2.58394,1.63606,1.58503,2.5178,2.58666,2.76455,2.70509,2.25616,2.2183,1.97423,1.71374,2.19095,2.23252,3.11239,2.80846,2.71429,2.61894,2.84444,2.89203,2.14225,2.08608,1.01482,0.81721,2.37555,2.30071,2.63438,2.65896,2.23891,2.01399,2.53354,2.48049,2.63744,2.59219,2.83936,2.84956,2.73569,2.62462,2.69346,2.61819,2.54791,2.4623,2.56784,2.62432,2.85875,3.00746,2.57606,2.55238,2.73823,2.80156,2.88552,2.88929,2.61835,2.72017,2.7046,2.62628,2.25072,2.38814,1.99732,1.80815,1.89648,1.94794,2.16581,2.11355,1.7265,1.91081,2.36076,2.20806,3.08619,3.00901
101080559,2.5093,2.39828,2.74019,2.7062,2.47293,3.2711,3.35949,2.01863,2.03758,3.10546,3.10218,1.82166,1.78073,2.24042,2.17963,2.44573,2.52933,3.02663,2.61052,2.66107,2.9242,2.84429,2.82421,2.89381,2.40652,2.54185,1.97302,1.80808,2.72452,2.65993,2.8625,2.78704,2.62526,2.59971,2.80547,3.08798,2.86109,2.96031,1.34133,1.4095,2.4767,2.47118,2.61733,2.59747,1.80566,1.50115,2.04902,1.96726,2.60065,2.58951,1.69897,1.99778,2.75645,2.66497,2.91986,2.91419,2.3269,2.28644,1.85224,1.65046,2.60563,2.37123,2.9852,2.71543,2.86981,2.84868,3.04002,3.02524,2.12113,2.00829,0.80438,0.77619,2.2867,2.05768,2.75051,2.82553,2.2977,2.24247,2.70785,2.54798,2.65896,2.68606,3.07058,3.10799,2.9863,2.99182,3.15748,2.89857,2.3082,2.32258,2.70339,2.76155,2.94762,3.16882,2.564,2.69846,3.13044,2.90082,3.02202,2.88403,2.55442,2.73884,2.99876,2.90818,1.9543,2.09479,1.87085,1.85476,2.05837,1.93729,2.20826,2.16815,1.83334,2.19995,2.47544,2.25994,3.01985,3.05966
2722252643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602649051,2.47708,2.38948,2.81647,2.73358,2.14414,2.56003,2.43606,1.28581,1.3007,3.08911,2.97658,2.10319,1.96474,2.13906,2.06863,2.3632,2.30627,2.80092,2.41447,2.40131,2.70893,2.70624,2.74863,2.80731,1.58417,1.17066,1.30576,0.8179,2.31045,2.19108,2.60333,2.50616,2.34263,2.52591,2.64874,2.89462,2.99539,2.60417,0.0612,0.24889,2.27233,2.23073,1.38112,1.48439,0.95752,0.40291,1.37413,0.92869,2.29816,2.40943,1.01531,0.65703,2.67556,2.59239,2.45718,2.66705,1.61606,1.74601,1.00339,0.45862,1.94467,1.65418,2.55018,2.60461,2.67792,2.49358,2.73536,2.92582,1.60399,1.28405,0.18561,0.08169,1.49488,1.20515,2.05689,2.2772,1.52657,1.2863,2.48334,2.46844,2.32884,2.40451,3.1362,3.16101,2.81288,2.82198,2.46362,2.34508,1.70714,1.75964,2.74359,2.63417,3.06738,2.87147,2.19886,2.57838,2.54455,2.44578,2.81072,2.73833,2.31006,2.27698,2.87647,2.70439,1.17915,1.09863,1.12038,0.89886,1.20702,1.14672,1.74277,1.57899,1.11015,1.47198,1.21037,1.05947,2.82805,2.85734
2020568713,2.59179,2.30427,2.69739,2.77997,2.31808,2.53955,2.5198,1.71903,1.81029,2.74603,2.98517,2.0752,1.9884,2.19183,2.17702,2.2747,2.29237,3.2813,2.59854,2.48363,2.85556,2.80669,2.73714,2.81145,1.236,1.22049,1.4565,1.64109,2.53069,2.37026,2.70582,2.55333,2.34222,2.24672,1.96573,2.56334,2.8593,2.81107,0.03871,0.05696,2.38153,2.46369,1.52307,1.4312,0.99249,1.22267,1.5089,1.55053,2.48435,2.32506,0.66324,0.87234,2.61235,2.58043,2.57736,2.68471,1.92717,1.97699,1.03181,1.37106,1.96106,1.8766,3.06886,2.81852,2.77624,2.73773,2.91515,2.93711,1.79611,1.66517,0.03083,0.08094,1.7748,1.73861,2.09253,2.15023,1.78422,1.75516,2.64442,2.52357,2.40372,2.42802,2.85973,2.98841,2.96184,2.85013,2.6269,2.53261,2.30797,2.34985,2.57786,2.60031,2.83465,2.82331,2.41728,2.50739,2.35303,2.21914,2.68064,2.94118,2.34858,2.5128,2.8506,2.91084,1.66869,1.87255,1.08903,1.31553,1.59369,1.74212,1.88008,2.00064,1.32661,1.55468,1.59712,1.42966,2.73982,2.63152
1802386323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838827258,2.43421,2.54923,2.58167,2.63014,2.34183,2.41928,2.47148,1.93909,1.97709,2.87452,2.90238,2.24785,2.12608,2.22623,2.15699,2.24188,2.37665,2.85095,2.53233,3.54377,3.12265,3.02195,2.9705,2.98038,1.16684,1.12132,1.43175,1.34159,2.83881,2.64441,2.73523,2.74276,2.94387,2.7889,2.30213,2.39046,2.934,3.06121,0.0521,0.06622,2.38435,2.37657,1.87462,1.74939,1.26273,0.83472,1.50513,1.17724,2.60236,2.58349,0.6754,0.56444,2.90211,3.02095,2.64012,2.97989,1.83956,1.83085,1.53212,1.06423,1.97918,1.83838,3.43891,3.05758,3.02705,2.83715,2.94814,3.14623,1.87141,1.45182,0.7169,0.45276,2.11215,1.72856,2.24185,2.41126,1.63366,1.41838,2.6965,2.64337,2.78438,2.8385,2.9929,3.03274,3.13607,2.91861,3.07403,2.77114,1.97897,2.10355,2.86853,2.77873,2.79815,2.8768,2.41754,2.4716,2.80165,2.66864,2.76058,2.98775,2.4555,2.60433,3.07901,2.89746,1.30063,1.43818,1.87766,1.89685,1.72325,1.63239,1.87447,1.77685,1.1563,1.15532,1.32258,1.17392,3.31633,3.52073
2024240178,2.33468,2.36155,2.71082,2.64544,2.52139,2.35302,2.44037,2.05991,2.12779,3.11229,3.06706,2.0667,2.02117,2.17182,2.16916,2.23003,2.2846,2.66094,2.57694,2.52218,2.78674,2.85203,2.8252,2.84173,2.65363,2.23151,1.85737,1.7881,2.59844,2.5789,2.74423,2.64833,2.7677,2.70467,3.02817,3.01217,2.84782,2.98903,0.72493,0.83683,2.44932,2.51338,2.21327,2.33682,1.85136,1.72242,2.03918,1.93967,2.78754,2.7281,2.44575,2.14963,2.64269,2.68744,2.69537,2.79063,2.1266,2.10856,1.94777,1.66659,1.92693,1.95586,3.0593,2.76547,2.74322,2.62942,2.92775,2.99094,2.29613,2.18682,1.331,0.64645,2.39672,2.10537,2.8014,2.65045,2.76872,2.4764,2.57698,2.58358,2.55513,2.76338,3.01451,3.24341,2.76996,2.66487,2.59282,2.64635,2.40535,2.47377,2.75483,2.75042,2.64148,2.83386,2.4531,2.59036,2.88077,2.77491,3.05957,2.94215,2.41764,2.65263,2.68911,2.84249,1.92355,2.00223,2.08159,2.11696,1.80143,1.89318,2.28734,2.22734,2.57237,2.27078,2.64496,2.50737,2.70893,2.83378
553653600,2.49918,2.49138,2.74491,2.54975,2.5637,3.47215,4.23105,2.1273,2.15507,3.09321,2.95514,2.02812,1.8408,2.18112,2.07662,2.32008,2.46329,3.70916,2.98349,2.93105,3.32473,3.03328,3.36598,3.14035,2.50438,2.13426,1.80383,1.9204,2.93221,3.01309,3.43695,3.04885,2.87472,2.8191,3.31954,3.33454,3.46988,3.24669,1.49945,2.08014,2.45036,2.44659,2.33763,2.17408,1.90655,1.60042,1.98743,1.96449,2.81386,3.07163,1.60236,1.32619,2.93546,2.81805,3.31443,3.12184,2.70352,2.85379,1.84897,1.68041,2.25713,2.30405,3.85876,3.59974,3.49139,3.10717,3.48307,3.55662,2.32317,2.16741,0.68599,0.5495,2.2781,2.39412,3.07626,3.14457,2.30053,2.02863,2.82273,2.83373,3.07096,3.04349,3.10647,2.98412,3.14932,2.95077,3.13459,3.12237,2.8089,2.93966,3.13415,3.19,3.67439,3.49796,3.14362,3.05444,3.82056,3.28853,3.65277,3.66664,3.74403,3.75921,3.3158,3.16457,1.89612,2.47024,1.65664,1.84904,1.98839,2.32672,2.3469,2.27828,2.21464,2.22181,2.62433,2.61287,3.87257,3.57603
3595884738,2.36948,2.34379,2.99058,2.87123,2.54898,2.61061,2.93424,1.94794,1.92948,2.8637,2.93149,2.13142,1.97259,2.19634,2.14203,2.35583,2.33787,3.26045,2.70724,2.7984,2.90813,2.92451,2.97527,2.78958,1.54999,1.45727,1.4382,1.43337,2.76179,2.4554,2.81129,2.731,2.80268,2.68181,2.51985,2.83606,2.91763,3.04739,0.02185,0.12347,2.34529,2.51472,1.64968,1.76861,1.49158,1.21736,1.88764,1.66823,2.72023,2.70988,0.87524,0.95373,2.80002,2.77097,2.65873,2.93026,1.82177,2.06195,1.53192,1.59566,1.95961,2.05081,2.51791,3.00016,3.09474,2.93857,2.8419,3.08855,1.96046,1.73977,1.23084,0.7861,2.37701,1.85406,2.8146,2.65702,1.95749,1.76821,2.75555,2.75667,2.66214,2.61726,2.90302,3.37514,2.98449,2.87014,2.71945,2.73326,1.75205,2.08446,2.72505,2.68085,3.01317,3.36986,2.1998,2.72421,2.75135,2.80305,3.02643,2.87482,2.52958,2.68336,2.89615,2.98914,1.19826,1.4241,1.75689,1.91503,1.52126,1.56235,1.93313,1.94563,1.24443,1.98341,1.91889,1.64993,3.20371,2.94602
2066365761,2.42693,2.30442,2.54384,2.46166,2.52091,3.87449,3.09305,1.99467,2.05318,3.09873,2.95602,1.889,1.78096,2.07676,2.03239,2.38435,2.36332,3.3821,2.69099,2.944,2.664,2.79178,2.77143,2.73128,1.86871,1.68428,1.90112,1.81394,2.80008,2.63933,2.77215,2.59207,2.89646,2.95736,3.07373,3.20446,2.88959,2.57817,0.72269,1.08816,2.47797,2.39887,2.13506,2.13192,1.76267,1.78342,2.2837,2.02645,3.02473,2.89642,1.29141,1.18463,2.62941,2.54835,2.54881,2.56712,2.19704,2.16258,1.99461,1.9242,1.90438,2.11696,2.98074,2.90327,2.75776,2.73727,2.95583,3.2278,2.11331,1.98328,0.88414,0.69125,2.68344,2.57803,2.76461,2.4888,2.128,1.8798,2.64142,2.51973,2.70381,2.66922,3.25186,3.25325,2.66048,2.59219,2.59261,2.66356,2.52765,2.21779,2.2301,2.38764,2.93123,2.80095,2.6796,2.43289,2.65387,2.53409,2.72774,2.87538,2.85229,2.84189,2.95168,2.89188,1.69419,1.96527,2.22299,2.25321,1.81248,1.71332,2.08138,2.00793,2.15513,2.53052,2.03742,1.86868,2.92069,2.91779
2635419378,2.28513,2.3258,2.42509,2.33022,1.98106,2.41114,2.42404,1.84494,1.91163,2.76666,2.6843,1.90545,1.85561,2.05291,2.02551,1.96628,2.08396,2.94953,2.39844,2.67216,2.86362,2.78629,2.74664,2.86456,1.47663,1.486,1.46952,1.45478,2.58445,2.46403,2.61041,2.60244,2.56204,2.57794,2.63206,2.3782,2.72053,2.71474,0.14464,0.31998,2.16677,2.14384,1.93272,1.78784,1.71028,1.66938,1.71986,1.64465,2.67545,2.50122,1.02398,1.20097,2.57722,2.60177,2.60936,2.51276,1.95997,2.04074,1.39575,1.36193,1.85153,1.88645,3.41794,2.78353,2.79565,2.52227,2.95552,2.75151,1.97119,1.84347,0.89614,0.68703,2.114,2.13887,2.37893,2.57999,1.90539,1.80955,2.47318,2.42483,2.49747,2.71428,2.65176,2.58388,2.59324,2.65023,2.82655,2.49726,2.34962,2.47346,2.43924,2.75892,2.64369,2.75932,2.59172,2.63935,2.63798,2.4594,2.94035,2.86138,2.38172,2.54942,2.90942,2.85579,1.63834,1.84887,1.73931,1.90194,1.59234,1.6899,1.99194,1.99037,1.40315,1.49533,1.68827,1.55264,2.91678,2.63108
3993697923,2.45917,2.36184,2.67464,2.58058,2.3465,2.70503,2.64616,1.91911,2.03143,2.73454,2.67365,1.99338,1.72738,2.09886,2.03116,2.18913,2.25177,2.58918,2.43243,2.69492,2.70831,2.81806,3.0396,2.8455,2.29392,2.20179,1.42191,1.68038,2.56193,2.61333,3.04331,2.83243,2.67479,2.62585,3.16674,3.02085,3.13158,3.05924,1.13811,1.31732,2.34197,2.34223,2.41416,2.4623,1.53673,1.49496,2.02277,1.84559,2.8412,2.72096,1.61376,1.52372,2.61811,2.59759,2.72631,2.88132,2.30809,2.38572,1.67157,1.6891,2.11694,2.17023,3.06532,2.79834,2.6165,2.6489,2.97732,3.1935,2.08943,1.91253,1.11096,1.15848,2.32501,2.15006,2.765,2.96144,2.20631,1.90602,2.68623,2.61314,2.61909,2.62258,3.13469,3.12071,3.08801,2.63147,2.82257,2.7945,2.05039,2.22926,2.74647,2.907,2.98884,3.04661,2.58323,2.6698,2.85104,2.76105,3.22977,2.9604,2.84614,2.98484,2.81537,2.77324,1.5288,1.77401,2.01554,2.12361,1.85783,1.82996,2.02699,2.18705,1.939,2.15442,2.02787,1.79729,3.1047,2.73482
