"HBID","X","lh_bankssts_area","lh_caudalanteriorcingulate_area","lh_caudalmiddlefrontal_area","lh_cuneus_area","lh_entorhinal_area","lh_fusiform_area","lh_inferiorparietal_area","lh_inferiortemporal_area","lh_isthmuscingulate_area","lh_lateraloccipital_area","lh_lateralorbitofrontal_area","lh_lingual_area","lh_medialorbitofrontal_area","lh_middletemporal_area","lh_parahippocampal_area","lh_paracentral_area","lh_parsopercularis_area","lh_parsorbitalis_area","lh_parstriangularis_area","lh_pericalcarine_area","lh_postcentral_area","lh_posteriorcingulate_area","lh_precentral_area","lh_precuneus_area","lh_rostralanteriorcingulate_area","lh_rostralmiddlefrontal_area","lh_superiorfrontal_area","lh_superiorparietal_area","lh_superiortemporal_area","lh_supramarginal_area","lh_frontalpole_area","lh_temporalpole_area","lh_transversetemporal_area","lh_insula_area","lh_WhiteSurfArea_area","rh_bankssts_area","rh_caudalanteriorcingulate_area","rh_caudalmiddlefrontal_area","rh_cuneus_area","rh_entorhinal_area","rh_fusiform_area","rh_inferiorparietal_area","rh_inferiortemporal_area","rh_isthmuscingulate_area","rh_lateraloccipital_area","rh_lateralorbitofrontal_area","rh_lingual_area","rh_medialorbitofrontal_area","rh_middletemporal_area","rh_parahippocampal_area","rh_paracentral_area","rh_parsopercularis_area","rh_parsorbitalis_area","rh_parstriangularis_area","rh_pericalcarine_area","rh_postcentral_area","rh_posteriorcingulate_area","rh_precentral_area","rh_precuneus_area","rh_rostralanteriorcingulate_area","rh_rostralmiddlefrontal_area","rh_superiorfrontal_area","rh_superiorparietal_area","rh_superiortemporal_area","rh_supramarginal_area","rh_frontalpole_area","rh_temporalpole_area","rh_transversetemporal_area","rh_insula_area","rh_WhiteSurfArea_area"
652149536,1275,1182,569,2173,1028,368,2716,4036,3163,1221,4302,2512,2486,1692,2617,854,1298,1479,487,1345,1127,3494,1043,4542,4213,849,5937,6784,5235,3564,4190,227,424,531,2073,79757.3,919,595,1494,1301,339,2902,4437,3197,965,4459,2655,2688,1816,3075,802,1344,1048,711,1628,1472,3519,913,4033,4455,474,6895,6832,5044,3340,3646,285,406,359,1933,79984.7
239329961,1276,994,619,2019,938,332,3249,4101,3290,850,4149,2413,2233,1748,2531,587,1240,1455,517,899,970,3751,1113,3921,3613,737,4120,6152,4511,2614,3893,153,446,381,1745,72283.4,967,648,2045,1089,292,2720,4461,2935,902,3711,2441,2339,1662,2781,600,1234,1160,706,1183,1334,3872,1174,3840,3511,501,4709,5720,4591,2916,3779,237,408,362,2000,72827.4
1953600552,1277,1036,640,2245,1716,356,3359,5224,3895,1263,5846,2987,3692,1804,3208,675,1368,2043,704,1684,1671,5311,1605,5020,4245,990,6808,8168,5356,4541,3662,239,517,526,2762,95165.8,1262,878,2694,1789,320,3354,5542,3224,1175,5193,3056,3284,2052,3659,587,1550,1643,875,1453,1840,4033,1487,5099,4465,689,7790,6661,5973,4458,3733,239,434,306,2272,93068
513385718,1278,907,935,2436,1466,303,3158,4700,3396,954,4839,2954,2971,1846,3648,811,1461,1596,626,1186,1325,4010,1218,5186,3671,868,6481,8145,5031,4348,3185,185,500,501,2787,87632.5,1018,837,2736,1592,277,3553,4907,3291,1008,4802,3245,2257,2031,3267,762,1715,1142,709,1335,1150,4186,1646,5269,3561,773,6595,7680,5292,3848,3660,247,489,411,1962,87251.6
3903684726,1280,1217,612,2312,1762,389,3699,5398,3757,1150,5941,2798,3614,1865,3310,791,1341,1718,589,1210,1626,4155,1224,4836,3853,887,7953,7254,6448,3711,4316,166,550,312,2064,92827.7,1223,1156,2348,1763,345,3375,6546,3463,1443,4829,2693,3615,2095,3839,841,1442,1161,844,1589,1704,4847,1707,4680,4162,773,7326,6428,5134,3613,3708,354,497,324,2199,92066.2
1501268706,1283,1430,572,2294,1448,497,2763,4394,3357,826,4413,2500,3211,1713,3421,615,1147,1589,769,1214,1226,3616,1037,4364,3657,635,4758,6067,4798,3445,3754,240,398,366,1977,78510.3,840,647,1926,1670,394,3259,5845,3016,765,4327,2374,3101,1568,3286,639,1292,1257,862,1361,1289,3275,935,3860,3527,442,6168,6434,4615,3051,3521,251,361,348,1935,78439.4
3986639438,1284,1079,521,1902,1301,397,3030,4556,3471,1034,4736,2290,2981,1709,3104,728,1382,1736,499,1224,1180,3976,947,4381,3753,655,5365,7773,5567,3644,3365,198,491,404,2219,81594.5,1060,884,2039,1393,431,3099,5493,3230,964,4184,2438,2760,1633,3501,784,1498,1417,664,1468,1424,3694,991,4449,3852,753,6073,6453,5585,3579,3503,210,385,342,2230,82460
2624871894,1285,1255,620,2518,1945,543,3876,5805,4490,1056,4792,3313,3349,2219,3737,810,1431,1744,759,1313,1828,5535,1262,4993,4261,956,7335,7450,5642,3845,4262,191,550,518,2075,96277.9,1210,911,2288,1654,284,3727,6547,4120,1278,4067,3056,3440,2200,4756,827,1675,1503,836,1569,1766,4449,1487,4927,3914,721,6448,8279,5782,4186,4308,247,485,421,2547,95916.5
1316295394,1286,888,658,2937,1158,358,3219,4407,3685,908,4344,3020,3200,2131,3040,723,1696,1884,635,1470,1379,4866,1436,4795,3763,1048,6681,7969,5568,3886,3963,183,336,579,2297,89109.6,970,750,2423,1215,350,3195,4884,3555,1049,5188,3072,2939,1939,3244,740,1355,1130,858,2010,1414,3652,1422,4755,3875,621,7021,8195,6423,3793,4144,238,500,347,2343,89606
2642032693,1289,1013,624,2162,1231,457,3127,5265,4144,915,4263,2585,2877,2281,3466,678,1195,2014,526,1431,1288,4274,1179,4872,3691,776,5704,6899,4700,3656,3969,234,562,382,2056,84494.6,1104,688,2052,1326,331,2608,5760,2855,769,5009,2817,3189,1955,3383,608,1555,1305,725,1577,1563,4129,1019,5021,3825,528,5867,6994,4677,3974,4195,260,461,365,2155,84651.5
4262939287,1292,1149,921,3390,1348,338,3502,6447,3878,1131,4679,3020,3541,2126,4089,790,1229,1875,814,1835,1301,4315,1020,5520,3873,925,6731,8511,5921,4383,4903,258,530,490,2315,97095.5,1160,732,2685,1412,369,3720,7620,4022,1072,4569,2930,3274,1986,3968,714,1332,1327,915,1486,1449,4526,1368,4978,3887,763,7264,7972,5059,3996,4257,299,480,390,2347,94328
1024207457,1296,833,515,2033,911,319,2558,3422,2785,892,3357,2469,2291,1660,2606,787,1264,1746,548,1374,1095,3081,926,3960,3289,607,5262,6424,3849,2747,3205,235,460,288,1951,69752.8,699,760,1822,981,255,2464,4392,2433,848,3738,2452,2223,1657,2825,442,1605,1318,721,1619,1220,2722,904,3885,3385,610,5325,6224,3992,3148,3304,257,349,319,1840,70739.9
2288696276,1299,1106,655,2404,1096,440,2903,4885,3689,829,4458,2427,2810,1812,3305,704,1296,1470,658,1075,935,4000,1113,4602,3222,714,6619,7580,5040,3993,4084,189,397,449,1996,82955.2,1156,676,2101,1210,355,3353,6147,3050,894,3894,2301,3127,1788,3547,765,1516,1414,733,1470,1324,3801,1213,4387,3462,562,6662,7442,5090,4001,3910,193,406,347,2226,84520.8
2850939671,1301,1083,631,2979,1565,369,3915,5483,3745,1060,4906,2615,3277,1748,3343,627,1424,1970,518,1434,1535,4051,1259,4427,3721,906,7074,7491,5264,4093,3986,237,369,419,2661,90186.3,946,1039,2222,1588,356,3573,5887,3474,809,4819,2302,3335,1991,3676,758,1659,1690,635,1522,1644,3861,1109,4554,3837,705,8000,7005,5308,3829,3924,331,393,412,2446,89637.9
3699850676,1302,1150,487,2863,1507,402,4816,6014,3879,1262,5842,2878,3797,1764,3846,716,1969,2146,637,1629,1656,4435,1476,5595,4515,857,7630,9173,5786,4837,5563,297,564,632,3147,103767,1463,983,2672,1888,335,4165,7414,3783,1249,5194,2858,3880,2183,4386,774,1798,1778,967,2259,1916,4822,1625,5376,4907,874,7360,8776,5475,4655,4955,351,357,336,3245,105059
2212061863,1303,1185,785,2351,1410,410,2678,4538,2992,883,4433,2675,3035,1710,2772,696,1338,1471,612,1246,1273,4370,1387,4655,3823,899,5808,6456,5022,3563,3689,207,427,378,1913,81091.8,849,853,2027,1464,306,2485,5855,2649,839,4514,2590,3049,1814,3480,744,1440,1154,805,1491,1465,3845,1213,4294,4187,848,6440,6216,4880,3328,3317,229,406,341,2070,81487.5
1196960680,1304,1411,892,2522,1585,429,4025,5095,3488,1018,5146,2565,2946,2010,3157,915,1476,1483,653,1291,1672,4738,1389,5356,4408,1085,7105,8064,6150,4150,4314,202,494,477,2005,93715.4,1051,887,1870,1730,506,3901,6439,2996,1124,5092,3099,3313,1862,3380,839,1719,1379,621,1384,1813,4077,1548,5394,3939,907,6807,8109,5004,3740,4845,258,510,358,1933,92433.2
2994644321,1307,1229,719,2156,1390,340,3007,5540,2630,939,5204,2333,3748,1589,2861,679,1376,1660,649,1262,1315,4236,1174,4928,3726,578,6029,7141,4728,4204,4244,291,473,561,2166,85106,969,607,2345,1573,339,3111,6681,2594,841,4714,2374,3418,1934,3086,723,1751,1301,637,1442,1523,3921,1097,5070,4034,589,5810,7226,5739,3772,3429,302,346,322,1994,85612.6
4042564201,1310,1501,651,2753,1539,500,3760,5785,3924,1121,5011,3019,3472,2108,3605,678,1461,1689,747,1945,1728,4011,1407,5175,3940,925,7482,7940,5725,4307,3944,247,501,496,2533,95629.3,1021,932,2530,1608,386,3599,7331,3262,1050,5112,3515,3464,2237,3694,759,1504,1212,1027,1718,1688,3908,1447,5413,4163,640,7049,7955,5587,4365,4123,268,438,323,2541,95872.2
2502333578,1312,1266,683,2443,1846,443,4068,5490,3377,1049,5525,2915,3644,1961,3281,915,1549,1543,701,1242,1635,4765,1282,5167,4217,961,7672,7977,6557,4632,5033,190,454,495,2621,97595.5,952,808,2119,1737,462,3940,5983,3233,1173,6475,3142,3347,2003,3159,973,1713,1390,858,1695,1794,4704,1277,5252,5284,906,6745,7791,6159,4338,4563,290,450,350,2317,97382.7
1578091698,1313,1229,722,1857,1639,463,3185,4866,3587,1051,5260,2765,3517,1936,3504,761,1618,1813,577,1419,1636,4613,1360,5076,4179,869,6360,8404,5331,4142,4277,242,384,496,2311,91450.1,1025,994,2334,1692,385,3552,5805,3440,947,5046,2715,3162,1840,3627,613,1870,1671,804,1815,1594,4331,1282,5040,4188,809,6040,7345,5223,3775,4578,268,415,340,2145,90712.4
576367783,1314,1368,480,2538,1205,423,3267,4477,3246,773,4312,2338,2860,1737,2931,751,1095,974,592,1034,1410,3606,1187,4654,2773,670,5422,6230,4878,3482,3212,171,443,469,1951,76959.3,930,601,1739,655,332,2915,5201,2958,1150,4363,2469,2908,1555,3398,633,1139,1355,703,1473,1145,3494,1025,4144,3679,645,5277,5887,4767,3468,3517,307,405,325,1951,76507.1
3103169042,1316,944,686,2004,1291,336,2969,3874,2768,899,4547,2527,2559,1832,2962,588,1546,1131,627,1060,1103,3784,1021,4450,3371,910,5472,6815,4541,3351,3093,205,445,451,1901,76062,865,796,1937,1289,341,3127,4939,2555,796,4030,2486,2927,1608,2824,655,1497,1221,809,1752,1324,3392,1204,4205,3601,771,5098,6251,4235,3481,3414,238,373,401,2295,76736.2
1244863535,1317,1099,471,1905,1015,349,2965,4392,2933,887,4065,2204,3102,1402,2753,595,1122,1433,465,949,1132,3588,849,3849,3128,795,4971,6127,4602,2950,2975,172,349,325,1848,71766.3,984,522,1517,1307,279,2670,5325,2796,778,3882,2205,3131,1557,2804,666,1178,1143,530,1137,1332,4123,944,3814,3149,503,5036,6130,4129,2791,3073,206,390,237,1785,72054.4
3146619534,1320,972,442,2657,1409,336,2854,4845,3152,968,5231,2065,2749,1657,3025,728,1267,1367,705,1169,1413,4070,844,4875,3902,474,6097,7042,5233,4059,3820,246,447,518,2119,82756.7,897,885,1910,1538,294,2940,5936,3091,847,4914,2253,3093,1717,3408,721,1349,1462,712,1494,1577,4105,1313,4775,3777,628,6512,6114,5274,3317,3468,230,388,293,2227,83458
2704655767,1321,1240,747,3375,1762,463,3341,5407,4676,1551,5861,2762,3559,1842,3790,751,1391,2150,736,1648,1476,5422,1305,5723,4345,1068,7252,8777,6860,5139,5561,296,594,522,2683,104077,982,864,2948,1859,492,3764,7314,4407,1263,5866,2984,3300,2234,4080,679,1495,1476,978,2131,1545,4699,1342,5662,4983,710,7884,8264,6507,4316,4849,396,413,426,2681,103795
3529392586,1322,1510,635,3155,1512,436,3374,5189,3591,1177,6583,2956,3769,1961,4001,647,1219,1453,747,1424,1542,4950,1227,5187,5360,907,8204,7218,7176,4583,4572,192,610,519,2486,100070,1006,918,2226,1598,262,3907,6564,4236,1187,5497,2685,3230,1779,4214,653,1877,1767,932,2049,1582,3935,1485,4972,5018,847,7169,7821,6618,3860,4510,253,479,377,2694,98205.4
3294268991,1324,945,541,1592,1383,343,2825,4141,3439,730,4245,2207,2748,1494,3105,637,1203,1384,528,1190,1373,3456,1090,3917,3164,606,4913,6381,4709,3547,3186,187,384,412,1911,73914.1,893,667,1742,1274,224,2607,5066,3027,756,4389,2046,2410,1272,2893,484,1235,1118,658,1482,1473,3169,938,4163,3217,563,5046,5603,4614,3656,3346,242,359,400,1881,72913
710666968,1327,937,496,2302,1240,318,2464,4048,3013,895,4362,2412,1977,1670,2535,537,1039,1433,550,844,1028,3423,908,4223,3348,737,4854,5899,4610,2710,2859,124,448,345,1880,70468.1,786,518,2009,1223,207,2111,4451,2602,794,3650,2246,2269,1600,2727,523,1242,1119,704,1107,1138,3356,933,4815,3346,387,4778,5931,4979,3114,2991,321,408,258,1962,70604.4
2929042527,1329,1186,695,2717,1209,379,3228,4252,3608,821,3720,2180,2964,1436,2943,637,1110,2177,624,1637,1229,3354,997,4270,3166,699,5979,6089,4305,4085,3943,195,441,541,2034,78852.6,1018,596,1940,1115,227,2916,6372,3785,1026,4612,2581,2783,1501,3590,571,1202,2066,811,1689,1106,3145,1184,3979,3386,509,5866,6903,4565,3864,4064,260,376,356,1950,81914.1
515062225,1330,1129,576,2310,1253,354,3162,5950,3164,1289,4844,2714,3147,1787,3490,891,1566,1797,633,1390,1300,5709,1214,4887,3914,752,5622,7617,5012,4040,4819,242,510,473,2317,89874.7,1047,751,2135,1396,269,3381,5968,3592,971,4868,2743,2822,1869,4120,821,1592,1680,856,1214,1332,4461,1294,4795,4766,658,6215,6954,6545,3993,4431,278,483,369,2672,91341.4
1664968837,1332,865,647,1926,1391,436,2927,4543,2700,994,4836,2751,2898,1715,2958,598,1360,1578,539,1452,1492,3876,1188,4799,2950,710,5093,6701,4378,3379,2865,213,405,341,2122,77625.2,833,652,2047,1307,358,2693,5261,2768,941,4123,2785,3014,1590,3216,523,1274,1344,722,1764,1633,3668,1002,4523,3237,503,4857,6240,4812,3239,3939,264,373,412,2168,78086.4
3020185910,1334,1059,673,2846,1623,451,3908,5431,3905,900,5174,3077,3365,1836,3133,677,1601,2184,660,1429,1547,4610,1524,4650,4264,947,6682,7642,5645,3910,4291,269,525,529,2478,93445.3,1111,971,2352,1721,427,3460,6471,3391,964,5621,3277,3222,2058,3694,716,1775,1555,922,1963,1678,4327,1420,4870,4510,694,7162,7505,5274,3964,4219,276,510,400,2179,94658.3
1227431482,1336,827,800,2178,1301,346,2927,4168,3065,894,4130,2423,2874,1931,2742,618,1218,1649,594,1352,1117,3733,1167,4673,3508,818,6627,6336,5595,3852,4692,245,493,423,2060,81377.4,943,980,2371,1379,269,3419,5226,3106,718,4584,2515,2508,1783,3139,618,1481,1383,717,1474,1044,3632,987,4826,3607,733,6503,6200,5386,3470,3359,353,391,339,1959,81401.5
3445577550,1337,1416,476,2981,1394,411,3611,5525,4051,1040,5556,2520,3150,1575,3721,743,1504,1768,474,1418,1300,4122,1272,4658,3906,794,6669,8442,4889,4363,4176,192,572,378,2919,91988.5,1062,876,1908,1566,366,3327,6597,4610,897,4990,2606,2779,2156,4387,666,1426,1152,896,1881,1648,4078,1139,4473,4168,727,7531,8096,5066,3910,3996,315,533,390,2655,92871.6
4049599100,1340,1124,857,3027,1432,616,3435,5223,4346,1169,6172,3359,3545,2493,3435,1039,1310,2419,745,1494,1260,5518,1657,5175,4454,950,7623,8574,6784,4802,6327,283,592,781,2726,104743,1104,681,2509,1671,299,3713,6275,3790,1180,5495,3417,3317,2247,4155,804,1837,1399,894,1723,1458,5160,1242,5623,4673,742,8182,8571,6214,4936,5256,269,410,459,2975,102677
2928370640,1343,996,590,2354,1301,409,3105,4599,3475,776,4556,2955,3206,1659,2975,740,1316,1810,621,999,1481,3920,1211,4826,3481,923,5711,7301,5327,3445,3658,199,447,389,2297,83058.4,1072,805,2029,1475,393,2789,5392,3212,1081,4541,2828,3216,1854,3286,595,1570,1604,746,1429,1542,3867,1243,4446,3646,624,5876,7050,4793,3421,3834,292,410,281,2222,83465.1
1710997664,1344,977,575,2076,1343,396,2953,4094,3113,905,4569,2288,2778,1677,3174,742,1156,1277,595,1104,1170,3499,939,4990,3283,698,5113,6454,4720,3179,3129,203,471,360,1773,75774.2,894,654,1365,1197,222,2837,4808,3070,856,4371,2589,2579,1766,3602,658,977,1030,911,1462,1309,3305,947,4300,3339,642,5353,6082,4646,3493,3177,185,398,264,2062,75349.6
285026763,1345,1180,710,2597,1378,351,2767,5319,3577,1164,4844,2907,3021,1854,3505,713,1351,2009,674,1042,1130,4488,1208,4732,3745,978,5311,7351,4748,3815,4035,193,400,394,2302,85792,1146,767,2216,1457,279,2881,5698,3821,1212,4125,2604,2880,1751,3869,652,1591,1287,823,1531,1326,4015,1311,4448,3795,678,5938,7683,5138,3679,3897,262,344,376,2291,85770.6
1979582815,1346,1566,794,2727,1338,653,3633,5201,3683,1563,5749,3138,3314,1904,3706,988,1762,1712,683,1292,1470,5148,1506,5746,4706,992,6654,8111,5900,4969,5916,211,460,528,3347,101066,1156,1157,2682,1437,356,4025,7803,3656,1430,4784,2876,3397,1837,4059,622,1718,1749,686,1396,1785,5229,1715,5887,4614,962,7269,7638,6315,4790,4296,327,476,364,3005,101500
3828454466,1348,1134,514,2910,1836,541,3397,5093,3914,1078,5581,2983,3032,2128,3441,774,1474,2540,685,1612,1895,3991,1396,4917,3644,775,6710,8026,5441,4580,4002,188,496,521,2331,93580.1,1034,1010,2297,1096,496,3443,6991,3968,1396,5285,2751,3490,1661,3829,746,1878,1844,887,2620,1406,3949,1707,5039,3816,1184,7058,6811,7006,3853,3473,290,475,417,2638,95841.7
2304249201,1349,1109,651,1853,1401,283,3000,4374,3098,868,3976,1955,3284,1288,2762,723,1047,1459,504,1243,1929,4405,1047,4480,3111,771,4588,6170,5411,3118,3457,176,427,416,1877,76259.1,1024,682,1960,963,195,2639,5322,3045,897,4462,2310,3424,1593,3037,569,1239,1232,832,1242,1194,4176,1065,4434,4254,529,4886,6033,5677,3029,3222,286,379,307,2170,78307.8
1543695013,1350,1234,530,2131,1431,436,3414,5117,3069,978,4642,2439,2722,1913,3121,670,1341,1689,497,1433,1238,3841,1020,4564,3521,650,6482,6576,4842,3529,2882,196,436,424,2030,81039.3,1078,957,2195,1553,261,3128,6372,2801,1000,4314,2258,2507,1550,2919,610,1250,1424,805,1646,1315,3579,1169,4318,3561,698,6071,6038,5175,3547,3637,324,390,334,2200,80985.5
803076833,1351,782,470,1785,1403,339,2498,4323,2634,819,4674,2464,2741,1480,2266,668,1261,1418,591,1186,1215,3248,901,4042,3028,619,5234,6103,4432,2938,2632,186,426,330,1709,70844.3,869,671,1846,1441,300,2154,5100,2518,851,4046,2171,2750,1485,2792,617,1364,1141,738,1500,1279,2961,945,3987,3345,567,4939,5585,4490,2782,2623,253,354,281,2011,70752.7
164540566,1352,1165,889,2383,1640,440,3823,5368,4353,820,5484,2856,3093,2189,3947,748,1434,1889,682,1279,1424,4951,1407,5128,4086,997,6638,8346,5571,4088,5461,247,557,521,2546,96449,1286,643,2312,1438,325,3461,5656,4531,888,4870,2529,3021,2212,4739,674,1780,1661,841,1414,1210,4709,1336,5414,4093,491,6817,8508,6545,4244,4200,368,450,387,2458,95510.1
3056770204,1354,1224,767,2152,1506,334,3325,4746,3655,1092,5083,3015,3390,1749,3202,745,1137,1743,775,1415,1459,4204,1384,5065,3806,933,6185,7005,6345,3590,4014,167,537,459,1993,88202.1,1062,593,2108,1615,298,3561,5524,2973,1055,4407,2775,3354,1878,3447,618,1483,1404,893,1562,1511,3879,1096,4750,4036,852,6430,7171,6613,3910,3842,249,400,325,2077,87749.6
4049510140,1357,1024,548,2098,1561,346,3359,4524,3047,754,4603,2405,3447,1800,3110,661,1287,1574,640,1344,1720,4405,1195,4423,3338,821,5815,7141,4396,3968,3490,162,466,413,1977,81863.6,1025,780,2133,1474,277,2389,6065,3082,787,4856,2429,3461,1568,3381,580,1492,1165,698,1639,1841,3822,1028,4440,3848,708,5818,6816,4910,3369,2716,324,379,270,2009,81578.8
2803050017,1358,1061,590,1758,1650,315,3288,4618,2746,927,4893,2854,3205,1756,2786,683,1499,1475,744,1087,1643,4002,951,4289,3722,814,6180,6564,5217,3662,3772,156,389,392,2037,81725.4,1025,742,2039,1583,274,2924,5350,3010,908,4094,2930,3365,1857,3134,613,1575,1065,799,1228,1878,5030,1115,4107,3658,595,6230,6834,4523,3568,3180,271,470,261,2044,82279.7
1830966067,1359,1231,952,3042,1576,392,3180,5316,3408,1178,4425,2895,2916,1740,3202,570,1716,1523,781,1213,1619,4558,1389,4900,3987,1073,6664,7415,5868,4246,3876,244,481,473,2463,90511.9,1021,793,2479,1612,273,2823,5881,3574,940,4144,3267,3193,1985,3774,504,1878,1350,773,1645,1751,3838,1050,4653,4368,816,6934,8191,5572,3875,4074,305,389,398,1979,90100.3
1644684987,1360,1130,594,2852,1750,305,3100,4166,2815,916,4520,2561,2973,1856,2805,716,1394,2016,787,1362,1491,4151,1088,5972,4279,550,5550,8173,6283,3803,5094,280,495,847,2241,88914.8,1039,666,2436,1634,268,3281,6081,3395,867,4970,2209,2703,1881,3529,674,1322,1518,567,1777,1597,3785,923,5424,4574,747,6301,8110,6417,4322,3687,234,354,637,2446,90373.8
905818276,1361,1092,726,2007,1401,418,3254,4493,3428,904,4322,2383,3312,1856,2967,621,1238,1571,690,1119,1484,4142,1024,4565,3315,849,5189,6670,4785,3745,3268,217,406,381,2044,79888.3,823,855,2137,1415,312,3083,5079,2931,875,4178,2311,2848,1793,3408,644,1369,1247,776,1183,1473,3794,1189,4796,3374,629,5240,6218,5008,3629,3008,216,384,341,2260,78827.7
532983128,1363,1565,800,2635,1719,463,4351,4614,3857,1320,5263,2976,3639,2167,3449,723,1352,1800,682,1167,1819,4698,1349,5251,4640,985,6508,8272,6989,4508,4976,217,443,539,2212,97948.3,1261,959,2496,1676,484,3979,5733,3449,1343,5265,2639,3482,2043,3930,1065,1590,1507,813,1214,1887,5347,1462,5378,4695,858,6960,8405,6507,4080,4848,274,441,416,2891,99375.6
1710130839,1366,1287,892,2922,1582,528,3421,5024,3972,993,4852,3012,2752,2278,3200,701,1321,1771,592,1280,1268,4358,1458,5270,3785,890,6526,7950,5606,3925,4631,236,647,468,2468,91864,1108,851,2519,1511,292,3392,6147,3701,918,4186,3308,2726,2219,3582,771,1755,1257,933,1723,1383,4013,1503,5291,4035,704,6884,7425,5896,3795,4561,342,478,327,2389,91926
1905633207,1369,838,556,2946,1533,437,3650,4655,3716,1153,5335,2548,3017,1841,3595,783,1368,1580,702,1530,1534,4546,976,4827,4060,864,6645,7112,5900,4126,4047,266,439,427,2251,89802.7,911,757,2421,1696,347,3208,5395,3564,1016,5485,2551,3549,1918,3559,798,1487,1502,814,1407,1770,4660,982,5098,3862,483,6155,7806,6123,3600,3922,310,385,331,2506,90377.9
3144388702,1371,1302,452,1801,1365,426,2566,3745,2272,797,3779,2168,2872,1416,2570,780,1110,1438,648,1382,885,3391,1034,4129,3018,674,4536,5097,4269,4013,3363,146,328,497,2280,70549,1190,884,1659,1013,343,2397,4441,2647,836,3092,1996,1824,1616,2944,730,1482,1294,588,1421,746,3905,1546,4496,3746,734,5100,6162,6137,3347,2764,262,324,385,2177,74228.4
3587547641,1372,1484,558,2571,1563,338,3390,4955,3845,1025,5534,2940,3626,1850,3336,634,1634,1833,761,1573,1514,4863,1274,5753,3954,699,6826,9244,5701,4301,4367,238,490,582,2832,96087.1,1084,1292,2562,1672,370,3275,5561,3916,1091,6207,2798,3432,1896,3792,659,1792,1667,855,2046,1872,3567,1459,5225,3635,1043,6848,7840,6502,3544,4009,288,496,348,2622,95267.4
968314771,1374,1440,813,2781,1551,414,3835,5968,4288,1087,5924,3201,3287,1951,4103,815,1105,1613,699,1379,1422,4764,1375,4823,4031,910,6706,7967,5414,4094,4577,210,630,497,2353,96027.4,980,623,2543,1520,570,3692,6200,3381,869,5584,3196,4068,1794,3803,897,1657,1737,1039,1731,1909,3972,1479,4437,3534,653,6862,7422,6077,3504,3791,391,529,296,2108,92849
2347675048,1375,1236,620,2867,1795,586,4111,5886,4480,1310,5886,3273,3895,2281,4079,688,1690,2035,745,2006,1858,4919,1008,5521,3987,1102,7953,8732,7064,4604,5296,199,603,580,2580,105474,884,925,2226,2093,391,3105,7010,3896,1169,5888,3119,4609,2119,4026,1974,1519,1583,754,2477,1954,4560,1399,5307,4287,761,7469,7845,6793,4181,5055,318,441,472,2472,103080
3673711243,1376,933,512,2120,1369,353,2786,3847,2733,756,4313,2099,2426,1457,2466,545,1085,1273,620,1340,1474,3562,1003,4116,3154,722,5243,6177,5178,3216,3008,175,468,474,2102,73108.7,670,541,2252,1228,281,2891,3931,2800,799,4169,2017,2537,1461,2955,497,1363,1298,642,1572,1642,3690,1143,4091,3717,713,4837,6035,4615,2973,3621,292,499,343,1903,74021.9
2998683840,1377,1429,620,2724,1481,491,3877,5237,3657,880,5551,2961,3211,1893,3480,814,1461,2074,688,1662,1281,4313,1327,5376,3764,972,6317,7456,5525,4021,4535,192,500,576,2870,93217.8,978,855,2858,1477,477,4075,7069,3886,909,5305,2854,2960,2000,3636,815,1754,1707,877,1702,1409,4142,1237,5320,4061,685,6458,7920,5433,3876,3617,349,458,443,2653,94254.9
2132654022,1378,1215,762,2441,1398,502,3717,4582,3850,786,4657,2408,2447,1586,3195,833,1169,1653,662,1492,1130,3894,1075,5197,3803,948,6353,6792,5412,3605,3733,190,485,460,2045,84475.8,1424,738,1328,1444,507,3013,5986,3540,682,4469,2977,2680,1655,3592,700,1607,1356,714,1668,1493,3623,906,4550,3657,904,6436,7726,5511,3596,3337,266,454,327,2012,84874.8
2962769113,1381,1324,595,2844,1195,349,2941,4536,3152,1039,3920,2632,2463,1884,2863,773,1371,2026,562,1522,1060,3397,1138,4422,3464,787,5791,7540,4165,4020,3524,128,444,600,2129,80598,1063,775,2941,1206,249,2651,6034,3082,1066,3926,2577,2113,1742,3137,664,1302,1385,834,1598,953,3837,1196,4677,4108,471,6146,7430,3850,3549,3510,227,396,400,2249,81341.8
1807307714,1382,945,649,2117,1226,356,3244,4268,2762,899,4909,2734,3247,1518,2498,717,1334,1549,712,1283,1159,4120,1130,4544,3357,682,6322,7394,5193,3479,3407,181,391,432,2341,81102.7,632,858,1787,1378,281,3353,4650,2817,741,4779,2812,2896,1515,3162,763,1327,1135,860,1330,1237,3966,950,5191,3671,761,5839,6693,5263,3140,3760,239,417,344,2188,80737.3
1497653022,1383,1274,491,2628,1695,468,3607,5742,3744,1103,4920,2877,3835,2006,3436,870,1354,1530,634,1328,1870,5618,1271,5248,4281,933,6916,8730,6041,4397,4901,214,429,458,2380,97229.3,1212,727,2688,1791,423,3584,6818,3354,1028,5166,2682,3474,1680,4090,864,1731,1766,806,1627,2288,4560,1491,5514,4134,882,7217,7906,6211,4298,5066,308,389,472,3059,99306.7
