"HBID","X","lh_bankssts_area","lh_caudalanteriorcingulate_area","lh_caudalmiddlefrontal_area","lh_cuneus_area","lh_entorhinal_area","lh_fusiform_area","lh_inferiorparietal_area","lh_inferiortemporal_area","lh_isthmuscingulate_area","lh_lateraloccipital_area","lh_lateralorbitofrontal_area","lh_lingual_area","lh_medialorbitofrontal_area","lh_middletemporal_area","lh_parahippocampal_area","lh_paracentral_area","lh_parsopercularis_area","lh_parsorbitalis_area","lh_parstriangularis_area","lh_pericalcarine_area","lh_postcentral_area","lh_posteriorcingulate_area","lh_precentral_area","lh_precuneus_area","lh_rostralanteriorcingulate_area","lh_rostralmiddlefrontal_area","lh_superiorfrontal_area","lh_superiorparietal_area","lh_superiortemporal_area","lh_supramarginal_area","lh_frontalpole_area","lh_temporalpole_area","lh_transversetemporal_area","lh_insula_area","lh_WhiteSurfArea_area","rh_bankssts_area","rh_caudalanteriorcingulate_area","rh_caudalmiddlefrontal_area","rh_cuneus_area","rh_entorhinal_area","rh_fusiform_area","rh_inferiorparietal_area","rh_inferiortemporal_area","rh_isthmuscingulate_area","rh_lateraloccipital_area","rh_lateralorbitofrontal_area","rh_lingual_area","rh_medialorbitofrontal_area","rh_middletemporal_area","rh_parahippocampal_area","rh_paracentral_area","rh_parsopercularis_area","rh_parsorbitalis_area","rh_parstriangularis_area","rh_pericalcarine_area","rh_postcentral_area","rh_posteriorcingulate_area","rh_precentral_area","rh_precuneus_area","rh_rostralanteriorcingulate_area","rh_rostralmiddlefrontal_area","rh_superiorfrontal_area","rh_superiorparietal_area","rh_superiortemporal_area","rh_supramarginal_area","rh_frontalpole_area","rh_temporalpole_area","rh_transversetemporal_area","rh_insula_area","rh_WhiteSurfArea_area"
3951779362,1,1407,732,2732,1547,461,3573,5085,3836,940,4862,2635,3323,1921,3218,638,1340,2132,641,1443,1446,4660,1264,4671,3959,727,6126,7057,5177,4052,4794,228,419,436,2202,89680.7,1183,1065,2274,1438,335,3295,5758,3794,835,4730,2959,2842,2082,4061,700,1337,1468,787,1810,1423,4033,1516,4853,4066,670,6002,6634,6013,3657,4774,299,379,314,2060,89444.3
1445822964,3,1163,448,2170,990,473,2911,5040,3355,945,3366,2508,3036,1592,3208,711,984,1962,503,1016,1176,3652,949,4233,3560,562,5039,6539,5382,3041,3999,224,464,366,2201,77767,985,582,2169,1342,368,2634,5151,2917,594,4155,2424,2546,1419,3197,663,2000,1226,656,1569,1350,3014,1004,5432,3172,417,5673,6750,3661,3102,2727,252,347,247,2110,75855.9
2616503795,5,1281,495,1934,1211,429,3227,5159,3273,860,4744,2502,2417,1709,3059,752,1163,1610,613,1408,1139,4182,951,5056,3558,788,5411,6755,4017,3782,3690,251,493,416,2263,80599.6,860,813,1620,1170,364,3523,5852,3751,627,4197,2767,2641,1862,3357,652,1533,1077,830,1546,1302,3810,1103,3899,3504,741,6373,5954,5333,3206,4108,221,447,311,2182,81537.9
1497791373,6,1610,1254,3671,1857,373,4133,6063,3881,1230,5270,2953,3488,2307,3610,750,1500,1502,673,1465,1610,4571,1616,5577,4492,1083,7183,7170,6326,4056,4453,248,414,432,2579,99401.9,1270,883,2703,2001,346,3880,6614,3642,1413,5080,2932,3697,2209,4037,847,1647,1750,775,1833,1828,4555,1309,5409,4487,711,7450,7913,5918,4244,4512,291,489,329,2594,99597.1
809696316,7,888,468,1449,1163,331,2916,3588,2630,731,3920,2175,2161,1402,2530,617,1084,1249,448,873,940,2896,808,3643,2620,654,4493,5302,4074,2714,2553,147,434,353,1689,63945.6,742,580,1605,960,276,2486,4271,2317,590,3810,2103,2257,1596,2632,618,1336,938,644,934,887,2893,968,3689,2825,461,4219,4936,4206,2708,2949,207,364,238,1506,63749
2529281397,11,958,522,2766,1348,306,2878,4115,3705,918,4860,2559,2770,1586,3274,648,1474,1780,617,1492,993,4137,1248,5140,2921,748,5478,6855,4978,3844,3634,196,474,386,2756,82364.8,1016,771,1871,1330,334,2624,4516,3591,938,3850,2666,2825,1770,3511,545,1788,1732,793,1864,1116,4079,1393,5133,3404,488,5624,6815,5258,3902,3801,295,399,329,2331,82703.4
151035426,12,758,445,1645,968,340,2140,3683,2518,672,3603,2212,2571,1323,2453,597,1189,1134,433,896,1027,3241,905,3794,2927,472,4357,5940,3792,2671,2824,135,397,325,1780,64169.3,815,511,1333,1014,253,2241,4203,2646,811,3524,2181,2399,1487,2833,580,1034,981,678,1000,1243,3056,835,3653,2946,376,4856,5666,4144,2892,2882,147,374,230,1846,65671.2
1094642261,13,1347,902,3081,1560,491,3885,5629,4885,1709,5458,3250,3208,1967,4236,711,1333,1910,724,1470,1318,4366,1385,5678,4994,1161,7754,8171,7246,4339,5199,237,468,558,3346,103973,1298,753,2788,1459,459,4151,6540,4448,1473,5388,3293,3432,1981,4427,818,1573,1886,1073,2018,1622,4808,1387,5381,5028,644,7666,8503,6998,4246,5177,371,309,389,3134,104921
495104354,14,862,598,1566,1037,283,2917,4645,2665,888,4848,3128,2602,1624,2750,645,1345,1334,597,1015,1083,3403,1269,4616,3354,643,5409,7115,3821,3583,3347,152,357,406,2164,76074.4,1034,738,1560,1150,330,3003,5233,3023,846,4068,2835,2603,1579,3017,678,1410,1129,790,1246,1111,3313,1183,4235,3711,454,5946,6926,4338,3360,3421,234,364,340,2168,77376.7
886281217,15,733,520,1753,1479,425,3159,4722,3976,994,4852,2736,2619,1797,2683,577,1139,1307,590,1248,1425,4081,1142,4830,3323,706,5425,7574,5465,3829,4867,231,415,461,2390,83472.6,918,572,1845,1381,417,3662,6011,3516,1022,4060,2698,2722,1778,2880,676,1144,1226,663,1691,1270,3795,1068,4449,3871,547,5834,7217,5598,3761,4250,263,487,336,2603,84233.7
1186286400,16,989,656,1896,1466,425,3242,4321,3916,840,4967,2386,3127,1629,3349,777,1243,1597,652,1182,1367,4356,980,4624,3365,707,5754,6301,4807,3468,3705,257,583,506,1852,81292.7,947,544,1812,1281,377,2881,4927,3800,868,4424,2109,3327,1732,3510,734,1482,947,750,1355,1540,3517,875,4093,3617,651,6282,7594,5223,3206,4170,318,407,266,1809,81376.3
64650339,18,787,410,1865,1304,446,3249,3774,3025,816,3751,2316,2843,1306,2753,538,1199,1360,546,1124,1585,3294,845,3981,3247,611,4489,6828,4752,3476,3485,181,521,409,1945,73064.9,957,732,1377,1328,399,2872,5016,2713,727,3241,2512,2855,1432,2910,495,1237,1314,644,1248,1606,2945,1101,3940,3151,837,5412,5715,5333,3402,3720,194,459,307,2125,74256.1
1756317320,21,1175,565,2280,1509,553,3402,5154,3651,1135,4795,2684,3315,1845,3717,820,1377,2209,609,1558,1421,4186,1128,4855,3601,797,6574,7394,5689,3729,3377,245,457,406,2649,88858,1145,812,2138,1533,415,3261,4969,3561,1012,5464,2609,3082,1936,3993,755,1845,1335,775,1252,1362,4048,1167,5064,3979,912,5860,7776,5243,3745,3834,341,386,271,2743,88623.4
1557931441,22,1053,439,2069,1150,335,2824,4214,3157,818,4205,2394,2936,1549,2666,611,1142,1472,595,949,1401,3590,979,4300,3215,721,4517,6396,4341,3413,3410,106,443,376,1960,73745.2,809,764,1447,1230,314,2716,5306,2757,705,4016,2424,2884,1485,3051,562,1400,1531,640,1356,1426,3458,979,4199,3135,674,4156,6043,4161,3171,2962,204,450,261,1928,72604.3
2935809726,23,1055,524,2587,1230,259,3212,4714,3473,984,4523,2776,2467,2029,3225,560,1348,1892,651,1283,1202,4315,1150,4618,3782,762,6003,6752,4711,3497,3687,195,468,411,2117,82462.6,955,673,2775,1141,264,2834,5659,3245,911,4321,2778,2767,1695,3454,504,1095,1521,753,1668,1198,3882,1069,4442,3792,668,5657,6748,5403,3231,3213,189,421,263,2566,81756.7
1852674447,24,1334,685,3497,1943,602,4419,6094,3619,1529,6588,3318,4642,2554,3705,891,1546,2050,679,1723,2009,5982,1717,6502,4724,958,8320,10020,6730,4833,4849,216,496,545,2791,112107,1186,1277,3270,2018,673,4494,7826,3345,1355,7542,3343,4825,2161,3620,1046,2047,2097,869,2250,2187,4575,2160,5740,4593,919,8560,8922,6553,4300,4132,318,457,515,3466,112642
1385105483,25,1057,577,1711,1292,356,3084,4883,3270,904,4239,2676,3195,1711,3299,639,1399,1515,638,1210,1329,3652,1013,4361,3456,657,5215,7136,5308,4329,3268,219,517,453,2314,80883.6,1047,654,1699,1512,310,3122,6191,2860,798,3983,2738,2975,1764,3766,683,1527,1276,747,1536,1461,3576,1176,4574,3384,531,5821,6277,4977,3652,3405,231,483,387,2244,81365.5
3072223930,28,1109,591,2473,1204,286,3040,4609,2891,970,4230,2437,3164,1685,2884,726,1416,1656,536,1462,1266,4436,1375,4625,3661,740,5591,6473,5092,3421,3479,215,417,418,2323,80899,955,742,2217,1360,313,3030,4953,3132,925,4105,2287,2600,1882,3201,628,1552,1186,772,1458,1155,3995,1413,4623,4086,566,5554,6097,5217,3621,4043,299,351,343,2330,80992.3
2034020724,29,1554,921,2297,1294,461,3815,5359,4171,884,4415,2693,2831,1642,3449,696,1419,1667,710,1275,1120,4134,1057,5472,3666,926,6103,7698,4947,4428,4568,177,439,549,2773,89609,994,660,2033,1494,500,3933,6841,3941,896,4079,2852,2871,2045,3635,760,1851,1788,779,1626,1399,4011,1243,5528,3890,755,6468,7303,5612,4124,3838,285,392,349,2244,91020.9
1602234257,31,1115,561,2246,1454,375,3010,4758,3647,1020,4678,2863,3023,2099,3169,578,1412,1928,724,1314,1349,4553,1186,4858,3246,532,4899,7340,4509,3621,4697,184,559,478,2142,84129.8,1046,767,1257,1343,259,3049,5316,3460,1065,3804,2937,2800,1715,3575,575,1302,1553,803,2008,1379,4427,1125,4928,3367,617,5642,6970,5102,3673,3221,239,372,346,2358,82396.6
995687125,33,1312,766,2612,1234,326,3401,4508,3245,863,4372,3047,2856,1603,3063,674,1373,1774,601,1252,1351,4158,1353,5150,4093,1099,6002,6777,5613,3898,3772,188,415,416,2547,85713.6,873,803,2211,1423,245,3158,5747,3695,952,4598,3061,2612,1681,3562,675,1682,1528,822,1525,1389,3914,1158,4975,4253,666,5877,6629,5381,3466,3064,315,444,308,2325,85016.8
4229389759,34,875,660,2095,1503,302,2826,3839,2313,765,3822,2676,2997,1843,2475,703,1301,2346,467,1216,1535,3768,1177,5181,3348,731,5327,5907,5390,3836,3232,167,332,552,2054,77558.3,732,520,1770,1515,295,2764,4420,2556,857,3988,2683,2931,1507,3045,650,1518,1323,682,1635,1465,3540,1027,4171,3475,418,6665,6088,5236,3583,3103,212,322,399,2332,77426.5
1886825078,35,868,675,2959,1424,489,3374,5258,3726,1061,4997,2950,3368,2033,3055,690,1243,1678,721,1265,1069,3987,1154,4616,3718,834,5827,7633,6068,3651,4182,186,517,592,2450,88313.4,1199,800,2259,1741,401,2988,4878,3787,1073,5235,2893,3151,1932,3931,686,1278,1760,877,1690,1495,4013,1134,4452,3872,662,5928,7048,5873,3326,4071,232,493,332,2645,88133.7
490151209,36,828,596,2513,1193,486,3447,4124,3232,896,4938,2811,3329,1863,2671,664,1292,1493,780,1058,1437,4069,1094,5152,4250,675,6622,7296,5689,4016,3734,240,493,521,1932,85436.8,920,664,2068,1385,360,3111,4341,3274,1131,4970,2664,3131,1552,3058,688,1388,1357,780,1656,1394,3338,1063,4911,4147,676,6547,6876,5060,4064,3819,327,448,420,2113,83701
3091067187,37,956,523,1830,1251,354,3014,4716,2913,910,3637,2278,2949,1545,2897,780,1055,1327,531,1022,1454,4309,1109,4547,3389,587,5113,5953,4933,3271,2811,216,367,394,1903,74843.9,957,578,1833,1209,368,2590,4982,2775,738,3498,2128,2628,1451,3294,666,1378,1189,627,1627,1497,3601,949,3963,3445,723,5405,6174,4886,3185,3108,331,325,308,1793,74212.6
1693438843,39,969,875,2028,1465,468,3143,4347,3516,1197,5003,2665,3074,1996,3029,582,1404,1625,586,1495,1572,4424,1371,4645,3914,1012,6057,7002,5068,3802,3879,161,501,429,2356,85659.1,968,638,2130,1541,477,3033,5532,3133,986,4504,2785,2666,1927,3261,645,1660,1460,777,1668,1697,4373,1182,4688,4230,627,5998,7320,4967,3528,3233,213,497,363,2318,85025.6
127877677,40,1159,640,2567,1393,377,3490,5179,3709,998,4884,2715,3431,1997,3409,712,1574,1749,595,1385,1287,4093,891,4453,4104,927,6788,7255,4998,3704,3642,216,486,383,2288,87478.2,1014,699,2314,1512,380,3140,5570,3452,1108,5141,2913,3356,1777,3475,549,1592,1817,786,1469,1369,4265,1278,4156,3887,647,5767,7210,5226,3728,3555,266,431,376,2366,86592
4021315118,41,805,705,1455,1488,591,2999,4482,2425,879,5054,2316,3071,1479,3126,682,1267,1508,555,1326,1370,3585,993,4835,3162,727,4933,6581,4924,3677,3203,179,445,440,2000,77266.3,961,683,1846,1417,290,3240,5082,2107,821,4030,2213,2836,1321,3323,676,1391,1210,630,1438,1447,3462,969,3804,3598,588,5380,6077,5108,3584,3179,259,338,289,1934,75534.6
3807569399,42,922,752,2157,1542,458,3497,4393,3892,1031,4064,2808,3082,1650,3511,657,1491,1546,585,1269,1630,4437,1200,4350,3688,857,5662,6966,4779,3596,3919,200,487,465,2436,83979.5,811,856,2175,1378,412,3167,5729,3764,1017,3908,2692,3091,1887,3934,645,1463,1608,709,1628,1616,4323,1215,4691,3974,621,6163,6349,5570,3471,3572,299,427,239,2291,85696.6
1764595898,45,953,582,2069,1397,380,3168,4999,3339,775,4283,2182,2872,1593,2862,794,1186,1332,547,1013,1380,3770,981,4692,3457,740,5287,7004,5134,3751,3354,168,456,406,1809,78712.2,937,941,1579,1472,412,2860,6299,3399,903,4625,2606,3071,1574,3296,664,1358,1328,605,1624,1414,3795,1151,4818,3462,587,5856,6194,5914,3259,3085,269,427,304,1800,81890.3
567224934,46,1006,790,3115,1425,333,3613,5308,3339,811,5058,2908,3184,2232,2972,697,1404,1665,619,1173,1617,2782,1198,6598,3469,914,5803,7551,4487,3891,3363,201,572,370,2231,86701.4,1164,831,1986,1417,404,3686,5841,2878,924,4218,2778,3501,2010,3461,739,1554,1191,630,1367,1734,4152,1212,4449,3991,653,5848,6450,5739,3672,3954,276,431,352,2111,85601.9
3552268730,47,1064,592,2823,1291,376,3352,4558,2939,722,5098,3110,2626,1845,2638,716,1410,1548,768,1002,1212,3417,1045,4632,4214,843,5982,7000,5023,3545,3568,172,450,458,2031,82068.7,918,729,1947,1603,334,3118,5101,2774,940,4446,2890,2796,1720,2979,679,1402,1764,617,1338,1428,3434,1132,4735,4126,723,6200,6883,5078,3086,3357,277,450,342,2046,81391.6
423510458,50,1046,916,3226,1597,456,3587,5605,4022,1138,5741,3180,3692,1926,3435,660,1638,2051,771,1712,1392,4158,1519,5288,4444,1098,7882,8358,6429,4115,3884,214,654,581,2485,98900.2,1045,908,3185,1611,388,3473,6855,4073,1110,5678,3189,3314,2214,3712,698,1904,1850,892,1694,1603,4361,1589,5618,4410,731,8170,8008,5785,4041,3597,312,549,407,2601,99577.8
3971741950,53,921,488,2081,1299,463,2814,4239,3048,849,4655,2418,2925,1832,3122,741,1384,1569,461,1194,1171,3836,972,4701,3338,730,5305,7385,5087,3552,3182,157,442,447,1942,78753.1,879,573,1875,1366,395,2830,4765,2898,949,4519,2387,2751,1783,3324,663,1444,1089,622,1127,1498,3871,989,4506,3896,555,5871,6805,4997,3517,3660,263,429,290,2204,79594.1
4209635710,54,1011,663,2581,1552,388,3305,4869,3314,1030,4797,2812,3169,1782,3062,634,1448,1784,673,1357,1533,4276,972,4730,3895,771,5659,6972,5376,3582,3728,215,507,402,2079,84929.4,1061,627,2104,1651,250,2892,5373,3182,838,4962,2568,3375,1854,3806,623,1396,1369,711,1559,1796,4147,982,4694,4011,527,5885,7338,4883,3867,3468,231,316,348,2146,84840.4
3183721577,55,952,668,2065,1401,365,3190,5144,3191,1019,4327,2798,2679,1454,3054,671,1194,1632,435,1215,1050,3586,1115,4767,3307,798,5416,6150,4832,3272,3084,151,473,367,2306,78132,933,701,1577,1550,323,2673,6053,2911,997,3919,2635,2525,1559,2994,628,1348,971,612,1139,1122,3828,1257,4799,3594,570,6095,6368,4807,3289,3371,250,391,256,1983,78025
1798312651,58,949,488,1894,1269,360,2642,4239,2744,715,3989,2308,2718,1496,2636,603,1145,1484,591,1066,1279,3515,826,4086,3039,668,4605,6019,4570,2957,3280,176,515,391,1763,71024.8,808,622,1786,1370,401,2449,4901,2487,711,3505,2143,2525,1602,2911,614,1463,1218,681,1182,1532,3083,943,4034,3180,461,4881,5979,4584,3125,3304,244,370,268,1756,71122.1
2582662627,59,1053,574,2126,1499,449,3076,5133,3282,1332,4300,2621,3378,1389,3172,910,1274,1494,650,1246,1478,4168,1120,4480,3513,708,5002,7218,4828,3913,3719,205,450,472,2283,82516.2,1029,1023,1749,1514,374,2906,5451,2602,1024,4714,2554,3299,1643,3045,825,1360,1388,764,1575,1810,3848,1287,4479,3488,783,5586,6395,5282,3710,3874,314,413,378,2323,82809.4
789242708,60,920,572,1978,1022,360,2769,3720,2852,859,4773,2644,2512,1733,2394,635,1258,1162,493,950,885,3895,970,4527,3217,649,5225,6314,4699,3574,3038,149,478,449,1939,73616.4,741,745,1567,1172,377,2906,4550,2603,781,3520,2259,2397,1643,2600,633,1263,860,764,1739,1250,3378,1107,4213,3331,510,5371,5733,4500,3392,3224,213,382,302,1942,71971.5
737209773,63,889,515,1764,1223,282,2292,3623,2408,622,4194,1843,2281,1462,2693,498,1235,1220,480,853,1142,3314,806,4182,3110,689,4601,5781,4149,3253,2546,194,404,294,1757,66601.3,864,563,1422,1276,277,3099,4265,2156,626,3643,1852,2530,1612,2428,609,1420,1033,598,1251,1315,3212,904,4108,3378,506,4699,5436,4631,2769,2696,272,406,232,1726,67816.6
2553165637,64,1027,542,1698,1517,396,2826,4439,2942,801,4241,2521,2909,1691,2535,539,1062,1573,514,1051,1289,5054,916,4630,3401,611,5397,6291,5424,3242,3906,186,457,347,1924,77899.3,853,725,1805,1418,234,2795,5156,3026,938,4997,2605,2727,1653,3241,591,1443,1187,602,1383,1198,3696,1057,4505,3214,417,5472,6236,5723,3315,3138,267,409,249,1860,78133.2
3454988663,65,987,699,2175,1402,377,2917,4254,3803,973,4560,2268,2998,1585,3297,612,1448,1683,575,1204,1356,3921,1218,4593,3858,778,5526,6694,5136,3698,3906,130,538,418,2109,81697.3,842,679,1922,1513,381,3315,5449,3328,1187,4206,2875,3069,1686,3186,606,1511,1196,728,1290,1554,3782,1335,4451,4002,528,5980,6523,5362,3204,3747,283,419,352,2210,82706
4231086927,66,946,817,1797,1408,528,3508,5325,3873,1141,5162,2091,3465,1882,3194,859,1428,1356,794,1231,1514,3780,1549,4625,4216,705,5950,8595,5049,3742,4034,199,497,436,2157,87854.8,1162,872,1783,1783,497,3292,6156,3182,938,4758,2493,3644,1913,2992,813,1546,972,1088,1555,1616,4775,1208,5019,4287,776,7078,6457,4670,3952,4533,383,481,304,2279,89258.2
3860581481,68,963,459,2630,1253,471,3405,4460,3767,711,3882,2377,2939,1745,3013,657,1326,1394,623,944,1399,3915,1073,4456,3203,413,4880,6834,4209,3488,3297,106,511,413,2043,77256.6,881,529,1686,1301,366,3486,5050,2881,742,3591,2070,2542,1542,3082,590,1435,989,538,1305,1443,3679,979,4328,3361,606,5199,6430,5213,3591,3476,288,380,394,2309,76282.5
959456866,69,1093,647,2570,1272,401,3711,4969,4305,1448,4812,3252,3378,2103,3556,696,1684,2257,637,1568,1213,5246,1407,5317,4797,1021,7189,9940,6236,4669,4890,225,469,485,2647,100109,933,703,3236,1404,382,4133,6280,3807,1173,5776,3094,2632,1895,3741,813,2005,1399,839,1875,1245,4518,1424,5144,4705,737,8017,8504,6574,4035,4860,265,556,513,3240,100455
354512339,70,1167,523,2306,1288,275,2982,4545,3204,1031,4005,2570,2713,1740,2886,788,1188,1732,424,1020,1108,3437,1007,3976,3964,675,4838,6744,4915,3261,3129,190,539,384,2170,76722.7,1109,732,1661,1397,290,3086,4981,3058,841,3743,2793,2587,1585,3318,648,1176,1088,775,1628,1411,3271,946,3852,3966,546,5195,6276,4256,3279,3794,233,484,319,2031,76355.9
3938050789,73,1190,778,2399,1319,382,3505,4798,3325,1245,5307,2779,2810,1689,3134,642,1402,2014,663,1433,1241,4271,1149,4844,4151,961,5461,7241,6170,3808,4787,171,491,454,2497,88509.7,1049,960,1934,1261,318,3601,5759,3348,1114,4711,2772,2806,1864,3574,742,1752,1676,796,1560,1217,5034,1436,4846,4141,746,6306,6592,5703,3690,3837,265,458,376,2201,88444
1137322737,75,952,517,2219,1298,257,3186,4538,3194,926,3711,2652,2775,1820,2731,718,1088,1752,629,1148,1042,3607,1015,4406,3647,603,5825,6731,4821,3724,3061,197,423,435,2153,77800.5,940,770,2110,1661,272,2982,4526,3124,986,3931,2544,2852,1615,2722,538,1277,1308,723,1452,1299,3176,884,4427,3888,658,5662,6398,4957,3018,3402,260,425,341,2429,77558.3
1573185083,76,1289,801,1928,1116,393,3022,4327,3381,724,4329,2542,2628,1824,3051,650,1547,1519,659,1149,1104,4042,1295,4349,3606,900,5946,6904,5297,3791,4029,212,593,552,2250,81747.4,1237,720,1933,1340,303,2858,4806,3481,852,3994,2564,2735,1733,3556,636,1550,1267,771,1407,1308,4035,979,4461,3523,577,5844,7102,5135,3709,4010,241,460,405,2667,82197.8
1534450579,77,1261,788,2533,1772,374,3746,5170,3400,878,5551,3263,3024,1692,3343,782,1680,1660,816,1378,1489,4465,1273,5779,4317,1066,6117,7979,5011,4001,3981,204,423,455,2544,92215.2,1047,745,2436,1500,461,3273,5865,3626,913,4702,3054,3299,2062,3970,747,1464,1349,986,1678,1465,4198,1354,5861,4765,837,5949,8085,6702,3854,3723,276,443,357,2396,93441.8
2730766942,79,1088,884,2209,1559,414,3631,4922,4288,1096,4958,2551,3057,1883,4028,631,1158,1706,647,1662,1420,4640,1461,4758,3514,1039,6210,7590,4888,3653,3719,166,555,486,2419,88890,1023,1203,2681,1630,350,4015,5899,3858,1065,4496,2527,2637,1588,3680,708,1480,1512,819,1707,1505,4155,1247,5170,3702,1134,5426,6699,5588,3725,3180,248,507,278,2695,88140.1
1082549547,81,950,431,2218,1288,611,2747,4215,2748,888,4516,2602,2494,1727,2581,677,1075,1409,682,1004,1098,3504,833,4317,3358,604,4886,5988,4694,3755,3328,203,428,396,1970,74226.1,986,799,1728,1352,266,2829,4920,2530,814,4613,2447,2567,1535,2985,626,1207,1257,812,1448,1318,2959,1079,4235,3422,666,4639,5794,4528,3380,3114,189,301,341,1989,73675.4
1486478124,83,1005,589,2610,1598,389,3355,4270,3301,1003,4470,2848,3230,1637,3246,775,1443,1572,700,1327,1538,3996,1360,4980,3919,622,6853,6787,5954,4020,4071,196,429,480,2087,86657.2,966,777,2815,1668,475,3324,5803,3413,1094,4619,2731,3049,1713,3346,749,1464,1290,738,1468,1576,3526,1040,4780,4296,634,6421,6392,5329,3370,3281,288,346,361,2050,85191.9
3388790720,84,1055,711,2423,1237,296,3240,5077,3032,1016,5242,3539,3181,2006,3086,727,1526,2058,748,1611,1451,3755,1104,4958,3629,1038,6663,7602,5705,4183,3798,185,441,574,2735,89631.9,813,691,2119,1363,250,3761,5143,3120,977,5857,2735,2967,1849,3003,806,1429,1886,978,2019,1520,3505,1069,5141,3968,726,6620,7536,5225,3646,4045,275,401,449,3065,88959.7
2861074432,87,1398,815,3097,1750,350,3517,4672,4011,1099,5295,3010,3928,1904,3470,808,1458,2034,774,1804,1837,4891,1222,5279,3784,1081,7282,7121,6101,3541,3559,181,419,388,2014,93892.8,1082,1195,2798,1159,369,4002,6872,3409,1425,5827,3262,3724,1858,3628,752,1545,1432,1008,1588,1332,3868,1238,5285,5219,671,7270,7594,6077,3534,3536,289,456,422,2026,95751.2
2260339113,89,1042,705,2988,1463,336,3484,5023,3811,1081,5347,2889,3125,2056,3302,649,1387,1946,716,1419,1145,4417,1285,5245,4389,866,6312,7059,5885,3920,4493,254,404,391,2244,91079,1140,562,2487,1314,334,3391,5420,3621,1038,4366,2660,2833,1879,3473,569,1544,1761,680,1431,1413,4196,1166,5355,4543,595,6437,7761,5801,3574,4767,284,394,311,2251,89350.9
316083542,90,924,678,2559,1521,408,4318,4918,3910,1205,4998,2561,2768,1852,3402,755,1359,1371,647,1121,1395,4025,1472,5010,4356,834,6585,7252,6727,3328,4150,204,444,344,2174,89572.7,869,784,2329,1306,361,3449,5724,3601,1115,4640,2535,2940,1861,3429,740,1481,1116,768,1177,1495,3974,1297,4704,4803,927,6431,7421,7124,3679,4455,297,391,322,2053,89600.4
3775337602,92,917,665,1891,1314,287,2438,3772,2566,919,4767,2439,2623,1483,2550,611,1331,1478,572,913,1063,3341,1032,4623,3184,818,5302,7257,4568,3339,2950,201,451,327,1915,73908.2,819,618,2058,1396,284,2722,4608,2583,798,4532,2372,2684,1507,2756,657,1300,1069,712,1151,1348,2779,958,4037,3538,643,6190,6392,5275,3392,3254,274,369,342,1774,75193.9
1531579702,93,1022,362,1875,1127,394,3394,4452,3451,929,4024,2782,2705,1600,3070,777,1234,1419,668,1248,1061,3878,869,4940,3360,661,5512,6723,4788,4085,3559,201,496,439,2097,79202.8,1029,606,1917,1382,269,2967,4877,2655,814,4289,2796,2704,1749,3165,709,1655,1178,806,1346,1453,3775,1125,4433,3396,514,5379,6294,4803,3799,3634,280,384,303,1980,78459.9
765448154,94,1038,546,1983,1458,394,3309,4965,3518,982,4122,2669,3308,1893,2880,888,1391,2021,672,1393,1607,3633,877,4601,3739,755,5657,6718,5171,3293,3547,149,474,342,2092,82085.2,945,966,1603,1594,347,2979,5987,3437,878,4235,2687,2830,1845,3286,703,1430,1049,833,1727,1572,3262,839,4163,3669,736,6206,6680,5334,3347,3863,257,465,334,2037,82124.8
3588536075,97,734,423,1910,1129,111,2339,4061,2273,855,3784,2200,2464,1473,2616,673,1136,1208,489,868,1047,3361,1013,3806,2952,578,4165,5057,4098,3033,2798,135,473,320,1758,65341.6,733,626,1512,1291,270,2598,4488,2366,757,3530,2179,2309,1235,2656,664,1243,969,627,1267,1218,3656,920,3581,3031,545,4263,4591,4061,2978,2498,205,369,207,2110,65550.8
2287331385,100,1262,790,2668,1455,484,4044,5221,3327,1254,5298,2991,2628,1858,3042,664,1156,1376,661,1075,1284,4570,1285,4581,3899,722,5110,7857,5280,3510,4407,243,460,443,2453,87359.2,1135,648,2111,1530,286,3572,7129,2965,1054,4886,3240,3020,1664,3341,762,1498,1128,623,1770,1599,3738,1193,4098,4254,886,6750,7239,5563,3330,4225,289,383,275,2395,88579.5
20654339,103,1022,557,2448,1393,351,3687,4539,3112,916,5048,2870,2221,2012,2834,725,1528,1539,727,1091,1174,3878,965,4268,3750,940,6092,7307,4928,3380,3053,217,483,363,2070,81486.1,823,774,1776,1442,344,2913,4915,2978,985,4438,2817,2635,1981,3141,720,1602,1099,860,1542,1340,3857,946,4432,4057,637,5713,7410,5175,3578,3471,278,384,308,2410,81779.4
3376556122,106,1143,778,2650,1379,439,3447,4723,3707,850,4662,2854,2565,1914,2834,674,1542,1872,589,1264,1186,4174,1193,4758,3844,858,5617,7499,4808,3636,4226,161,582,395,2153,84975.9,1137,784,2448,1362,346,3290,4821,3731,746,4451,2652,2669,1892,3510,641,1601,1691,679,1206,1435,4204,1019,4618,4011,576,5583,7351,4433,3438,4389,205,514,386,2498,84319.7
613521073,108,696,392,1521,1335,405,2285,3549,2054,760,4749,2307,2772,1301,1751,516,1020,1205,461,1001,1362,4090,815,3657,3451,506,4530,5372,3852,2878,2913,199,406,439,1858,66407.2,752,679,1293,1204,226,2042,4327,2204,596,4712,2315,3001,1598,2239,505,1543,1014,576,1097,1677,3407,921,4330,2892,526,4719,4816,3470,2566,2865,206,365,226,1824,66732.5
